panel_id,exact_identity,activation_identity,behaviour_cluster,economic_hypothesis,proposal_id,lane_id
main,exact-signal:24edfbaa840e15d03eb365cb,activation:6efb8047bc13d65c80f838de,behaviour-cluster:c7ec5a2849d08707eb530160,hypothesis:oi_expansion,proposal:d10955da03bb60d6d9c23363,basis_oi_state
main,exact-signal:262d874c233bbc1daf336d18,activation:5c4b977ef25dcac7de287c9f,behaviour-cluster:805fadbd415ba58fda8a6c9a,hypothesis:basis_dislocation,proposal:ee7b09d1e4a092dc2cde6cf9,basis_oi_state
main,exact-signal:265385c3ed6cbbc80f000534,activation:1b01d318eacade1f409d3a5b,behaviour-cluster:cc6eaf2fe2c47b85674738f3,hypothesis:relative_strength,proposal:a00f0a3e3d11b9907cd78e62,cross_asset_state
main,exact-signal:265b0cef41ae29d14a5cc016,activation:14b7b97966f48776925e97f8,behaviour-cluster:4ce86f7fce394d4f64e740a8,hypothesis:new_economic_hypothesis,proposal:326617ec48b5188360c4c631,orthogonal_exile
main,exact-signal:26eaa40ecb3723ab94cfba9c,activation:44f069139b1473ddbb0ff3f6,behaviour-cluster:ff0d94826764cc4b920bb224,hypothesis:basis_dislocation,proposal:58e986191ae81126495c5d4c,basis_oi_state
main,exact-signal:274ad61fb32e6d11fef404b2,activation:6efb8047bc13d65c80f838de,behaviour-cluster:3f9684e89326cf98733cdb0f,hypothesis:orthogonal_flow,proposal:02a5ab152205574490029d20,orthogonal_exile
main,exact-signal:275f3ac8ff247c6b064e2c58,activation:9af98e8caffb6b9b2796360d,behaviour-cluster:d041fa78d066a464099732bb,hypothesis:funding_transition,proposal:67cb174eecfc6881fe42fb31,funding_event
main,exact-signal:28e07082b3b39cac8068f6eb,activation:fa467c5fcfbbdadabe1cbd8c,behaviour-cluster:ed9d9a0dd5ec90dc7820078e,hypothesis:competitor_carry,proposal:4942880ddb132a2e2f999834,competitor_reproduction
main,exact-signal:29721f7045f8f3c61fd883ca,activation:e79bd6f7980abad02ae7e464,behaviour-cluster:0b48015aac9b73c11bcbf0d4,hypothesis:liquidity,proposal:865e6a8e8bbe1db28001a3ac,static_cross_sectional
main,exact-signal:2a667286396aa7028fa72899,activation:2fb35fc2b7fb4a540cd3f6db,behaviour-cluster:31228eb114dbef1b073326a1,hypothesis:volatility_state,proposal:b124c8d9e865f5284009c294,volatility_session
main,exact-signal:2bec77b1827127f2eaa2df20,activation:6efb8047bc13d65c80f838de,behaviour-cluster:508da70a5a14a94262025346,hypothesis:positioning,proposal:d5e7e999872367e9255bbe29,static_cross_sectional
main,exact-signal:2c7594a950d4b451721635e6,activation:80d7c20277364ce728a1d675,behaviour-cluster:d6768fa9d9e38da2b7798e8a,hypothesis:oi_expansion,proposal:2fb9b523d02f991decfeff5f,basis_oi_state
main,exact-signal:2cd2d0dfb0ed0e8cf1f70d0a,activation:25701fe551302bfaa83b3020,behaviour-cluster:4a8b61d7caf8a28d186aeac0,hypothesis:oi_expansion,proposal:e09516fa3d1b452d704c623b,basis_oi_state
main,exact-signal:2cf29191f1d869de73c7bf4b,activation:93fff2c5fbcd76a61a19baf7,behaviour-cluster:fbabb8d70478124130cda020,hypothesis:adaptive_cem,proposal:7368cfa294349f4c49042157,adaptive_challenger
main,exact-signal:2e87947f827c311917de9302,activation:713695f939fa0e270c4cb7aa,behaviour-cluster:180d8e5983c99d7be6cb8651,hypothesis:session_effect,proposal:de8afc18ee09fa80571f8663,volatility_session
main,exact-signal:2ea68008787c550b008ab0a2,activation:d5f0b330e72bfb74721cfc66,behaviour-cluster:0cfa3cb89b8f7615128acfcb,hypothesis:carry,proposal:d53b545c7da6ac5c8975c69d,static_cross_sectional
main,exact-signal:30fa560789658b0f7a0c3606,activation:713e43a043907ba7ef3ec580,behaviour-cluster:092a140fca35b8931bb1217a,hypothesis:oi_expansion,proposal:f3a471cf3bf61a736ffed2da,basis_oi_state
main,exact-signal:31bb4ffb66552281df86c34e,activation:d249c7b76b01b9f3dd48b70c,behaviour-cluster:70487ba60b718df7eb951899,hypothesis:liquidity_regime,proposal:65fc4362f45640bec68fc185,volatility_session
main,exact-signal:31d7c96473c05db7a82a509b,activation:e1f4d7db2498d9d66ed3e40e,behaviour-cluster:8fff56343de589057e57cfec,hypothesis:acceleration,proposal:96bdbe59f881548145d4a4cd,temporal_program
main,exact-signal:331a32a1c2a8581720cfff3a,activation:6efb8047bc13d65c80f838de,behaviour-cluster:87a0f3c28f5f2999601ce0b4,hypothesis:adaptive_cem,proposal:30c4f87448a0d396b44155f9,adaptive_challenger
main,exact-signal:3326b0e6db246e24bc961802,activation:78063a4bbfae12029e43b1d4,behaviour-cluster:e1f408486c8fdc0d32b6de51,hypothesis:relative_strength,proposal:15db8da510ef57913226248e,cross_asset_state
main,exact-signal:349435786a6c184cbc1fdbc7,activation:551c22ebc31fff5f4d4e9359,behaviour-cluster:21081bcd8bbdf7ee760c3b2a,hypothesis:carry,proposal:da04f1b1b1ddefd73f398a7e,static_cross_sectional
main,exact-signal:34f6b6c03e7ed6711516a48b,activation:bdc925e4c390a78f014bed20,behaviour-cluster:b4f993bf9a0767870aa6a3d8,hypothesis:acceleration,proposal:8a682d312ddd2a7b3976a449,temporal_program
main,exact-signal:360b999c602988daf3400ec0,activation:14b7b97966f48776925e97f8,behaviour-cluster:2f878fd111cff3fb70966084,hypothesis:orthogonal_flow,proposal:f835aa81a0524b35520afbfd,orthogonal_exile
main,exact-signal:365273ad2d191d4316d058ac,activation:77cff6eb32dce7ed55dffc26,behaviour-cluster:ed9d9a0dd5ec90dc7820078e,hypothesis:oi_expansion,proposal:d30bf80e61c9f940ee072575,basis_oi_state
main,exact-signal:36b1b7741385cf69ac25e203,activation:ccca5364d0f70ad38d950b19,behaviour-cluster:237ff9f5f44b0e804af56664,hypothesis:liquidity_regime,proposal:eb81857987c55ce349c5bc66,volatility_session
main,exact-signal:3877eae86a3729ed1877702b,activation:14b532c29875d2954e182fa2,behaviour-cluster:3196f4abc77bbe21348f902e,hypothesis:cross_asset_confirmation,proposal:5cca19a41e20d7950608b9e4,cross_asset_state
main,exact-signal:3944bb6652bd4ad251418956,activation:08444124b978150e2d5fc85e,behaviour-cluster:2bb7bd4a14e455d70e49b446,hypothesis:adaptive_mcts,proposal:90d5afef30463e5f78fa2737,adaptive_challenger
main,exact-signal:3c04ba0605d48a8264045d6d,activation:d249c7b76b01b9f3dd48b70c,behaviour-cluster:690d6fbf6b42b3acd05d488e,hypothesis:adaptive_cem,proposal:99a39389e99280b9ff2305b5,adaptive_challenger
main,exact-signal:3c073aba422ed92f1df5538f,activation:142d43ccf4338ee3c5518a5b,behaviour-cluster:5934a91c6b91edf0cfd8a04c,hypothesis:temporal_change,proposal:e026f29235e2e0a8e74437a5,temporal_program
main,exact-signal:3c29c411ba62d76274c38634,activation:2fb35fc2b7fb4a540cd3f6db,behaviour-cluster:043f4fbd137aaf92488add0b,hypothesis:adaptive_mcts,proposal:661ded231e3218f048d9ae70,adaptive_challenger
main,exact-signal:40da3b959dbdf7c199d90075,activation:cc5aa34875d5b290fdecd722,behaviour-cluster:ddfc0e6d81e1b111c82ab26d,hypothesis:basis_oi_interaction,proposal:38dbbf124959864c74f88ebe,basis_oi_state
main,exact-signal:4174ba4eaf6a585837faeac7,activation:e4f2891bd0066debd295a8ff,behaviour-cluster:4a0dca99911defba11e24008,hypothesis:funding_transition,proposal:18a910e0fa8372b7dc3306f6,funding_event
main,exact-signal:42add72da99ec387ae98a9b7,activation:14b7b97966f48776925e97f8,behaviour-cluster:4c4a29305e145b1abe5ca87f,hypothesis:liquidity,proposal:343db76106ac1c1cfeab88b2,static_cross_sectional
main,exact-signal:43338dfd88ba7a7b7e1946fa,activation:86b0a3c6c83570915e8f21c0,behaviour-cluster:0824c1246b696cdde09226f2,hypothesis:funding_carry,proposal:f4755554d7e65cbaeaada61a,funding_event
main,exact-signal:443f510f26ce9926553f79f1,activation:6efb8047bc13d65c80f838de,behaviour-cluster:12e4d4a9a4e60e6fdeaf6aba,hypothesis:basis_dislocation,proposal:6fb58a0a94d22222c87665b8,basis_oi_state
main,exact-signal:44594048658a569709fab88d,activation:44f069139b1473ddbb0ff3f6,behaviour-cluster:88fa5727880036eb533b182d,hypothesis:liquidity_regime,proposal:6c41f6209309f94d47c41101,volatility_session
main,exact-signal:4460412d9df9735318792a38,activation:14b532c29875d2954e182fa2,behaviour-cluster:7709e93f63f5d2694c0d07b8,hypothesis:market_decoupling,proposal:ffa1b1d3757b5a63efa0c8ca,cross_asset_state
main,exact-signal:4460bfd23b851820e2405bdf,activation:b4935ca677dea4dd3f69eeee,behaviour-cluster:7709e93f63f5d2694c0d07b8,hypothesis:basis_oi_interaction,proposal:dd119ef9981646567e6f3b8e,basis_oi_state
main,exact-signal:469e5419fadc11e45cc7dbc9,activation:1193999c851e1ca31ef600a0,behaviour-cluster:ed9d9a0dd5ec90dc7820078e,hypothesis:basis_oi_interaction,proposal:f2de174ec3340863a881468d,basis_oi_state
main,exact-signal:46deab80b63db8b7fcd1f5df,activation:d5f0b330e72bfb74721cfc66,behaviour-cluster:5e3daa68fb8663051be0d672,hypothesis:orthogonal_flow,proposal:6228848da53e75e711a2cb3e,orthogonal_exile
main,exact-signal:472a5f3d670b8955546e3e83,activation:d1e0858cb505b6e32c023449,behaviour-cluster:08d34de223ce14b0d9905482,hypothesis:new_economic_hypothesis,proposal:9c9c18faddd31f8de306420a,orthogonal_exile
main,exact-signal:472e75788abcdf8d32caaff4,activation:41091501af3de9ba82e3abd4,behaviour-cluster:e8deaf341e820dea6e5d4809,hypothesis:acceleration,proposal:a92a312242c081a1c983ff88,temporal_program
main,exact-signal:48783b674ccb46cda5780899,activation:14b7b97966f48776925e97f8,behaviour-cluster:2f878fd111cff3fb70966084,hypothesis:new_economic_hypothesis,proposal:1311688a0609b49be9167d11,orthogonal_exile
main,exact-signal:487c742527ef1a3132dee305,activation:e5f63154031d6e0d1723e414,behaviour-cluster:cc9bb175f49a0526cd6048a6,hypothesis:cross_asset_confirmation,proposal:fb81f94155c689e6c5b03db0,cross_asset_state
main,exact-signal:49c119178e748d69418f2897,activation:2e8b012e951dad88618d97ac,behaviour-cluster:485c35df74009cf29b882cf3,hypothesis:oi_expansion,proposal:f857ad562b9501ed6a9dfe85,basis_oi_state
main,exact-signal:49fe48e110ddf09c6688c1a6,activation:3dad322d346a9183fa18484c,behaviour-cluster:485c35df74009cf29b882cf3,hypothesis:oi_expansion,proposal:c7d2dc069192c6f9179668a7,basis_oi_state
main,exact-signal:4a4e8620675025055121dc3d,activation:7dd70a9eaed67ae3e1a72c00,behaviour-cluster:74dec84fcedd939190be54f3,hypothesis:competitor_liquidity,proposal:09c6407bf374179de0477551,competitor_reproduction
main,exact-signal:4a6cb684e724db504d9e561e,activation:6ce505df8b0d2fc0415a8b64,behaviour-cluster:75244c4ab606ce034d417f37,hypothesis:liquidity_regime,proposal:9cad6336963c9c0001bcf1e7,volatility_session
main,exact-signal:4a96bff65a098a16c9acfbd5,activation:ec40d45c0b04cc88ff6cb150,behaviour-cluster:055151d7039f3dbc40060910,hypothesis:adaptive_evolutionary,proposal:0ae4adf522dd737b3dc70147,adaptive_challenger
main,exact-signal:4a986e20d33f24b6ad33cebc,activation:551c22ebc31fff5f4d4e9359,behaviour-cluster:58b33803c24dfc5bdd17aadb,hypothesis:carry,proposal:cb267549243c542070675c3f,static_cross_sectional
main,exact-signal:4b421ee347cbec00013c7078,activation:2fb35fc2b7fb4a540cd3f6db,behaviour-cluster:9c49ba1c7982d8ec7ae0c043,hypothesis:liquidity_regime,proposal:eb8ce3ae3a26fdbca5f13d8e,volatility_session
main,exact-signal:4b6de59d615ae5529234cc03,activation:93fff2c5fbcd76a61a19baf7,behaviour-cluster:fbabb8d70478124130cda020,hypothesis:carry,proposal:98801bab0bf1e5d11b93dc1c,static_cross_sectional
main,exact-signal:4c2456c1a216bf3084912514,activation:93fff2c5fbcd76a61a19baf7,behaviour-cluster:2041e14342e3005c1a6b43f9,hypothesis:basis_dislocation,proposal:be73a9feb0cd529bff6fe7a9,static_cross_sectional
main,exact-signal:4e151381356f8d0f827d3192,activation:553d4ebd3a23c93a46abb8b4,behaviour-cluster:f0ca9493d9c544725b9abe0f,hypothesis:cross_asset_confirmation,proposal:d87069e7dad04c917fbe7f91,cross_asset_state
main,exact-signal:4e9b4c5c8be2fa6aa6926f64,activation:78063a4bbfae12029e43b1d4,behaviour-cluster:31228eb114dbef1b073326a1,hypothesis:temporal_change,proposal:c4f02e36be450490a5eb75ab,temporal_program
main,exact-signal:4ecf0d5a15b3fde8266b3501,activation:e5371997cf7f8504f55a5418,behaviour-cluster:485c35df74009cf29b882cf3,hypothesis:temporal_change,proposal:3864242f9952a3ce72c44a61,temporal_program
main,exact-signal:4faba91bc0478276dedccd61,activation:551c22ebc31fff5f4d4e9359,behaviour-cluster:6cf685f98233d43fe749bfbd,hypothesis:carry,proposal:a29d71edd67f8044245d8cef,static_cross_sectional
main,exact-signal:4fcceb209578f0c6c2711180,activation:713e43a043907ba7ef3ec580,behaviour-cluster:36f46807f80025cda83601b7,hypothesis:basis_oi_interaction,proposal:edc74ade19c2b6f0aa22a5cb,basis_oi_state
main,exact-signal:508a7bb5f2bdba69e284fd8c,activation:830491cb07b1fc5552b01f0f,behaviour-cluster:108bd2b4ef3fb8a6db357412,hypothesis:funding_carry,proposal:1027dfef66c12998766e5f86,funding_event
main,exact-signal:50b25392b6b3a754be8a4092,activation:d1e0858cb505b6e32c023449,behaviour-cluster:151ecd309d1cf98fed322813,hypothesis:basis_oi_interaction,proposal:cd039f6a2a62ca0e99ba6a94,basis_oi_state
main,exact-signal:50fa8bb4774a619b9352cee5,activation:3b9be0a67c646fce0edcaf0f,behaviour-cluster:84996b09cbd9c9a672e966cf,hypothesis:new_economic_hypothesis,proposal:56fe6762a12fcf6f41ebb05e,orthogonal_exile
main,exact-signal:51238491b799ea815a3fc5d3,activation:d5f0b330e72bfb74721cfc66,behaviour-cluster:57e655c061d061fef7b241ce,hypothesis:new_economic_hypothesis,proposal:17e2708527553942673ab118,orthogonal_exile
main,exact-signal:513d89dedbd46e69ea867c60,activation:551c22ebc31fff5f4d4e9359,behaviour-cluster:58b33803c24dfc5bdd17aadb,hypothesis:adaptive_mcts,proposal:2bd653dcac52d218efabfd60,adaptive_challenger
main,exact-signal:519602b2d7c2bdf43236b383,activation:ccca5364d0f70ad38d950b19,behaviour-cluster:2fafe54935c55f834a674acc,hypothesis:basis_dislocation,proposal:a141a5c80285186eee302eac,basis_oi_state
main,exact-signal:5324098fb497f19deab9fd91,activation:6efb8047bc13d65c80f838de,behaviour-cluster:272ad58697ea5803fc79c84d,hypothesis:basis_oi_interaction,proposal:5da3569cb5ec10941a188de3,basis_oi_state
main,exact-signal:545742137c8dad48b4b5e913,activation:2fb35fc2b7fb4a540cd3f6db,behaviour-cluster:23517e2bd9f013cdc18a1da5,hypothesis:positioning,proposal:57c44bfb3218817250b3ad84,static_cross_sectional
main,exact-signal:549ae521ebff6cdca816d4d1,activation:3cc2831f20d38302384787c9,behaviour-cluster:31228eb114dbef1b073326a1,hypothesis:persistence,proposal:4d4d03a60986114b62cd4750,temporal_program
main,exact-signal:54b27a3d7b67db155d94a8f5,activation:d5f0b330e72bfb74721cfc66,behaviour-cluster:2f878fd111cff3fb70966084,hypothesis:liquidity,proposal:dc66fbaaf0d4a82b0766f84c,static_cross_sectional
main,exact-signal:55353ab244c7ee579567123c,activation:6efb8047bc13d65c80f838de,behaviour-cluster:6a6cfdc53e80e42a78c2ed45,hypothesis:adaptive_evolutionary,proposal:9a978d203e319949ece0aa60,adaptive_challenger
main,exact-signal:565857404a9e74713bc10f66,activation:251071436a04fb9949ad2834,behaviour-cluster:e85c976dbe4b4d1277d22644,hypothesis:temporal_change,proposal:71efc296a725f3e6dff24c48,temporal_program
main,exact-signal:565992fa57e6bc4f6e56575c,activation:9d2de09c07cb310b1abc43b5,behaviour-cluster:04d0dd4a323a393800a8355b,hypothesis:basis_oi_interaction,proposal:ac6bd5e865a069aaea8d812f,basis_oi_state
main,exact-signal:56e865e9a94770e26d5eb02a,activation:cb290456abe9e2e480995ec9,behaviour-cluster:2bb7bd4a14e455d70e49b446,hypothesis:basis_dislocation,proposal:529cdcb341d7fc70514cc8c1,basis_oi_state
main,exact-signal:5710e863cfeede2082584a92,activation:6efb8047bc13d65c80f838de,behaviour-cluster:3f9684e89326cf98733cdb0f,hypothesis:new_economic_hypothesis,proposal:064f8b83694f0a8a21081a83,orthogonal_exile
main,exact-signal:588167f0312829eb735bf1d7,activation:2db2047527cf577eabb4d347,behaviour-cluster:858376df985f152d4b6ca7b1,hypothesis:competitor_reversal,proposal:2705ceaf29dfa157f6ce6a06,competitor_reproduction
main,exact-signal:59e864a1fe9dbed3d8f0b1ca,activation:6efb8047bc13d65c80f838de,behaviour-cluster:60015ba5c925798591e58a4f,hypothesis:new_economic_hypothesis,proposal:08593e897b5adc77a00011bc,orthogonal_exile
main,exact-signal:5acfbfce4b9f7fadda6e5179,activation:d5f0b330e72bfb74721cfc66,behaviour-cluster:d6768fa9d9e38da2b7798e8a,hypothesis:basis_dislocation,proposal:a960bc630b3b33cc20c48402,static_cross_sectional
main,exact-signal:5b6b4013db53061c18ee26c0,activation:551c22ebc31fff5f4d4e9359,behaviour-cluster:9a485aea3a2fd5e295b51f26,hypothesis:adaptive_mcts,proposal:37c9a814f1f1c4ed656b9391,adaptive_challenger
main,exact-signal:5bace4d5291a2a3376192e27,activation:551c22ebc31fff5f4d4e9359,behaviour-cluster:7c05dfac8bb54220362546ea,hypothesis:liquidity,proposal:3d3e2e5a5714f52846828590,static_cross_sectional
main,exact-signal:5bf3aa14051d31e119e9793d,activation:44f069139b1473ddbb0ff3f6,behaviour-cluster:485c35df74009cf29b882cf3,hypothesis:persistence,proposal:22ba11798c5221e72eeb0e6a,temporal_program
main,exact-signal:5bf9e8a147acfa7e2ec0603e,activation:5bc045119ce930e05954c94b,behaviour-cluster:f0c6f1902f4d9d6676050cf2,hypothesis:funding_carry,proposal:9fffb0f1367d5152903becb1,funding_event
main,exact-signal:5c2d51fcf75d2842e7b2a49f,activation:93fff2c5fbcd76a61a19baf7,behaviour-cluster:fbabb8d70478124130cda020,hypothesis:adaptive_evolutionary,proposal:a3aa4066f9aaf23dbb7735f8,adaptive_challenger
main,exact-signal:5cf75f3530bde0ce7aec3370,activation:9df1c3b591ef4bfc8f785004,behaviour-cluster:1ccc99922caaca238bb1ecd1,hypothesis:basis_dislocation,proposal:b32f81049948e29de5c9e7f9,basis_oi_state
main,exact-signal:5d8f9f4d5d0321768d6ffceb,activation:551c22ebc31fff5f4d4e9359,behaviour-cluster:9a485aea3a2fd5e295b51f26,hypothesis:basis_dislocation,proposal:e92184d3bfc7519951114003,static_cross_sectional
main,exact-signal:5dfcf672144634ad98e5107c,activation:93fff2c5fbcd76a61a19baf7,behaviour-cluster:cf80df52111c3fc1934089f8,hypothesis:exile_regime,proposal:c4ca3f392d02f94825c8e6c8,orthogonal_exile
main,exact-signal:600df4645be3b5dce45a81a0,activation:9d2de09c07cb310b1abc43b5,behaviour-cluster:2bb7bd4a14e455d70e49b446,hypothesis:competitor_reversal,proposal:e2962560704899f59c3f2870,competitor_reproduction
main,exact-signal:601a5ca380187d0ffc0bb43d,activation:478384d7f9da81cb1c43646f,behaviour-cluster:7709e93f63f5d2694c0d07b8,hypothesis:competitor_liquidity,proposal:ecde36191aa90d305ece6c04,competitor_reproduction
main,exact-signal:601bacd1a9d48a8996caed7b,activation:58ad6d862a67dd02f38cbcd5,behaviour-cluster:9c68fd21e9b71806517842e2,hypothesis:cross_asset_confirmation,proposal:b65dae8580619b0bdc55f245,cross_asset_state
main,exact-signal:6021e9bde672949134c0c0d0,activation:d5f0b330e72bfb74721cfc66,behaviour-cluster:9a491f16841ea9d1f015d43d,hypothesis:positioning,proposal:822cc4ee10609d9b17a40790,static_cross_sectional
main,exact-signal:60ac132ba309826d7375d114,activation:d5f0b330e72bfb74721cfc66,behaviour-cluster:9a491f16841ea9d1f015d43d,hypothesis:exile_regime,proposal:f47887cb99d5d256180841d2,orthogonal_exile
main,exact-signal:614be674bfd149d391b08097,activation:fec7b4b7031648d4809cb669,behaviour-cluster:31228eb114dbef1b073326a1,hypothesis:orthogonal_flow,proposal:a68ea1388e6e2266fd77be2b,orthogonal_exile
main,exact-signal:627ed0197aea280ced403b86,activation:78063a4bbfae12029e43b1d4,behaviour-cluster:08d34de223ce14b0d9905482,hypothesis:competitor_momentum,proposal:1868fc542370652f3be58184,competitor_reproduction
main,exact-signal:62daed0052996651a7074e03,activation:5c4b977ef25dcac7de287c9f,behaviour-cluster:485c35df74009cf29b882cf3,hypothesis:new_economic_hypothesis,proposal:a579824ae2a5c40e4075a39c,orthogonal_exile
main,exact-signal:63838ed53b88f7c22518b862,activation:a2d28222e827b0d564145f2c,behaviour-cluster:12cc61052051aa891f0203cd,hypothesis:carry,proposal:6745f3ce0f1382815f0291a9,static_cross_sectional
main,exact-signal:648cde58cefe2d152de88bbb,activation:ec40d45c0b04cc88ff6cb150,behaviour-cluster:055151d7039f3dbc40060910,hypothesis:adaptive_cem,proposal:ebbabab98353ffca926ebe53,adaptive_challenger
main,exact-signal:64b2aaa0b142aa12aabbc7f3,activation:d5f0b330e72bfb74721cfc66,behaviour-cluster:190eca88770f148dd217a8b4,hypothesis:orthogonal_flow,proposal:7648b9b2f2472dd0d7160604,orthogonal_exile
main,exact-signal:64b34630b6fbea2adb9a9c13,activation:6a3797c28c1c1c11b07b8630,behaviour-cluster:3014cb210f1dc60391f91c1b,hypothesis:funding_transition,proposal:7dd28be285e986752fa6314d,funding_event
main,exact-signal:655f8fe538df442ed9c20b39,activation:6efb8047bc13d65c80f838de,behaviour-cluster:3f9684e89326cf98733cdb0f,hypothesis:carry,proposal:1051edd28bc49c49833f4e6d,static_cross_sectional
main,exact-signal:65e5f7a8d1c666fad6ccb6dc,activation:41bf40c885590d6b9886b5dc,behaviour-cluster:981b2df4164e7ca9fed8eb21,hypothesis:temporal_change,proposal:f6bd7cbb45d4bb078f78a4da,temporal_program
main,exact-signal:66f80b7e305a2bd1d147613a,activation:2a8f96d4cd59bd7aae958a13,behaviour-cluster:bc0ec3853a23eb009bf4d778,hypothesis:exile_regime,proposal:78c32012c8e423cf5588e443,orthogonal_exile
main,exact-signal:670b49444fb0bed4e9cf7fb7,activation:ec40d45c0b04cc88ff6cb150,behaviour-cluster:055151d7039f3dbc40060910,hypothesis:competitor_reversal,proposal:fddea662a8a7b311148be476,competitor_reproduction
main,exact-signal:681745d50e36228836ed38b7,activation:14b7b97966f48776925e97f8,behaviour-cluster:d6768fa9d9e38da2b7798e8a,hypothesis:adaptive_evolutionary,proposal:9d763aed7633d0a76ab5ea04,adaptive_challenger
main,exact-signal:68c37d8e19bc51926da93967,activation:3b9be0a67c646fce0edcaf0f,behaviour-cluster:d6768fa9d9e38da2b7798e8a,hypothesis:adaptive_cem,proposal:c13a1567a73bfe03f1a16091,adaptive_challenger
main,exact-signal:69eff43a8fa6a5a04cb758ea,activation:6efb8047bc13d65c80f838de,behaviour-cluster:42a608db51b8230a88309e12,hypothesis:adaptive_evolutionary,proposal:57279c484e4b1335a75863a9,adaptive_challenger
main,exact-signal:6b134c7fa9fdc681c86f806e,activation:633103ccb4b45d9792fd70bc,behaviour-cluster:ed9d9a0dd5ec90dc7820078e,hypothesis:cross_asset_confirmation,proposal:d1087193624609412069c4b6,cross_asset_state
main,exact-signal:6bac30391b5b52be6cad6a24,activation:7883ef6d45a2f3933772ab71,behaviour-cluster:d6768fa9d9e38da2b7798e8a,hypothesis:oi_expansion,proposal:f894619b4d6283cb2ef1f17a,basis_oi_state
main,exact-signal:6c419b36478ec9aaebf8190c,activation:bd598ab47bcae99ff1a18c01,behaviour-cluster:31228eb114dbef1b073326a1,hypothesis:oi_expansion,proposal:a928546e1499296a86c7e522,basis_oi_state
main,exact-signal:6e7f6ebdacee5941bbf3cf84,activation:b64905b53e1b2699dec8ed7e,behaviour-cluster:a7cf6c19ab3478f7bcb4c92a,hypothesis:competitor_carry,proposal:e769cf5ed373dc63a22da56e,competitor_reproduction
main,exact-signal:6fde265db101f94d1cd173fa,activation:25aeb99d1ba5d99c66081e50,behaviour-cluster:31228eb114dbef1b073326a1,hypothesis:temporal_change,proposal:63e63b6a267465916529f051,temporal_program
main,exact-signal:7069748a21ca1ceafb2490a8,activation:30a6e7e981d33678b8caa851,behaviour-cluster:31228eb114dbef1b073326a1,hypothesis:relative_strength,proposal:95a6925fc6b929665fb2e555,cross_asset_state
main,exact-signal:7125654fe318f6f6254dea7b,activation:6efb8047bc13d65c80f838de,behaviour-cluster:5e6470c4e0f51a84f8810e6f,hypothesis:carry,proposal:d87dbd8738935ed90e6f8411,static_cross_sectional
main,exact-signal:71d466502a7537ee12aa06b2,activation:b245d6d370c843387404c9a4,behaviour-cluster:95630c025b74373a25bd34b9,hypothesis:competitor_reversal,proposal:98b4bd5a67b494739063da5f,competitor_reproduction
main,exact-signal:71d643d579b7248c49ce6230,activation:74465cd9a0e3e5bb2c9987c5,behaviour-cluster:ed9d9a0dd5ec90dc7820078e,hypothesis:adaptive_cem,proposal:e008e606b29bf27838cb97ad,adaptive_challenger
main,exact-signal:71e450a519972a4aad81332d,activation:797c42a7f485125e8f1b359a,behaviour-cluster:08d34de223ce14b0d9905482,hypothesis:volatility_state,proposal:14678d54e803015dd44966dc,volatility_session
main,exact-signal:7220b1d80abc24fe6edb1708,activation:ec40d45c0b04cc88ff6cb150,behaviour-cluster:c830ba204087209f0dbe7cdf,hypothesis:adaptive_cem,proposal:bdb9bc9653bda4edf2df345a,adaptive_challenger
main,exact-signal:723a6d305a39ef6d43d410b7,activation:15803232c05e635ed4641766,behaviour-cluster:237ff9f5f44b0e804af56664,hypothesis:relative_strength,proposal:6e0e0a7c4a14e06587c6f6b6,cross_asset_state
main,exact-signal:7413bedaecadc1789e55ba83,activation:14b7b97966f48776925e97f8,behaviour-cluster:2f878fd111cff3fb70966084,hypothesis:positioning,proposal:dee0b650d89576dc4fab9253,static_cross_sectional
main,exact-signal:74c42f9be5f6d47964cd2647,activation:713e43a043907ba7ef3ec580,behaviour-cluster:0010d41d8fb5c30a158f503a,hypothesis:adaptive_cem,proposal:97204035809ae6a2dea5dcf4,adaptive_challenger
main,exact-signal:7508a3f384f0a914b36015f0,activation:d249c7b76b01b9f3dd48b70c,behaviour-cluster:055151d7039f3dbc40060910,hypothesis:liquidity,proposal:787055d751e32a027c8ba9c8,static_cross_sectional
main,exact-signal:75cbcad8e79e47650f711dd2,activation:82a7c4c4a6dc6eccc21bc664,behaviour-cluster:08d34de223ce14b0d9905482,hypothesis:oi_expansion,proposal:e36e632c1c041c43a4935eb6,basis_oi_state
main,exact-signal:76639e77bc968fea297ad278,activation:6efb8047bc13d65c80f838de,behaviour-cluster:4641dc96d94c795942b910d9,hypothesis:liquidity,proposal:8ca7358d29f4206bdbb44cbb,static_cross_sectional
main,exact-signal:76674ffd482b1b9b0f0702a6,activation:776887a4c2e0e4362c7fda65,behaviour-cluster:1adaae8867b4e52f9c0ada21,hypothesis:funding_carry,proposal:dddf680e0ab7b489c146c2d0,funding_event
main,exact-signal:7699cd548bac1fa1e2f1b031,activation:d1320f1726b6f130fd2c7e30,behaviour-cluster:93475fcbed09bf8af6bc5dde,hypothesis:competitor_momentum,proposal:7e983375cb0ea5f12ea0b3c6,competitor_reproduction
main,exact-signal:76bd060e4e231a9f5ba09acb,activation:4c84e04afe1b92cc37ccc154,behaviour-cluster:e1f408486c8fdc0d32b6de51,hypothesis:basis_oi_interaction,proposal:ee043c0e23b6971f4dd75115,basis_oi_state
