path,subsystem,status,evidence
runtime/a7aa1_primitive_response_map/a7aa1_manifest.json,feature_response,archive_only,response profiling evidence
runtime/a7aa1_primitive_response_map/a7aa1_primitive_response_candidates.csv,feature_response,archive_only,response profiling evidence
runtime/a7aa1_primitive_response_map/a7aa1_primitive_response_map.csv,feature_response,archive_only,response profiling evidence
runtime/a7aa2_feature_role_classification/a7aa2_authorization_matrix.json,feature_response,archive_only,response profiling evidence
runtime/a7aa2_feature_role_classification/a7aa2_family_role_summary.csv,feature_response,archive_only,response profiling evidence
runtime/a7aa2_feature_role_classification/a7aa2_feature_role_ledger.csv,feature_response,archive_only,response profiling evidence
runtime/a7aa2_feature_role_classification/a7aa2_manifest.json,feature_response,archive_only,response profiling evidence
runtime/a7aa2_feature_role_classification/a7aa2_selector_rewrite_seed_policy.json,feature_response,archive_only,response profiling evidence
runtime/a7aa2_feature_role_classification/a7aa2_selector_seed_fields.csv,field_contracts,archive_only,prior governance evidence; not all scripts are runtime core
runtime/a7aa3_selector_rewrite_contract/a7aa3_allowed_selector_seed_fields.csv,field_contracts,archive_only,prior governance evidence; not all scripts are runtime core
runtime/a7aa3_selector_rewrite_contract/a7aa3_authorization_matrix.json,feature_response,archive_only,response profiling evidence
runtime/a7aa3_selector_rewrite_contract/a7aa3_blocked_primary_fields_until_response_evidence.csv,field_contracts,archive_only,prior governance evidence; not all scripts are runtime core
runtime/a7aa3_selector_rewrite_contract/a7aa3_manifest.json,feature_response,archive_only,response profiling evidence
runtime/a7aa3_selector_rewrite_contract/a7aa3_selector_rewrite_contract.json,feature_response,archive_only,response profiling evidence
runtime/a7aa4_response_readiness_handoff/a7aa4_feature_role_reuse_audit.csv,feature_response,archive_only,response profiling evidence
runtime/a7aa4_response_readiness_handoff/a7aa4_label_contract_reuse_audit.csv,feature_response,archive_only,response profiling evidence
runtime/a7aa4_response_readiness_handoff/a7aa4_manifest.json,feature_response,archive_only,response profiling evidence
runtime/a7aa4_response_readiness_handoff/a7aa4_reused_stage_summary.csv,feature_response,archive_only,response profiling evidence
runtime/a7ab0_selector_rewrite_dryrun_contract/a7ab0_allowed_seed_fields.csv,field_contracts,archive_only,prior governance evidence; not all scripts are runtime core
runtime/a7ab0_selector_rewrite_dryrun_contract/a7ab0_authorization_matrix.json,runtime_artifacts,source_of_truth_evidence,machine-readable evidence or manifest
runtime/a7ab0_selector_rewrite_dryrun_contract/a7ab0_manifest.json,runtime_artifacts,source_of_truth_evidence,machine-readable evidence or manifest
runtime/a7ab0_selector_rewrite_dryrun_contract/a7ab0_selector_hard_gates.csv,runtime_artifacts,source_of_truth_evidence,machine-readable evidence or manifest
runtime/a7ab0_selector_rewrite_dryrun_contract/a7ab0_selector_score_features.csv,runtime_artifacts,source_of_truth_evidence,machine-readable evidence or manifest
runtime/a7ab1_selector_rewrite_dryrun/a7ab1_authorization_matrix.json,runtime_artifacts,source_of_truth_evidence,machine-readable evidence or manifest
runtime/a7ab1_selector_rewrite_dryrun/a7ab1_experiment_record.json,runtime_artifacts,source_of_truth_evidence,machine-readable evidence or manifest
runtime/a7ab1_selector_rewrite_dryrun/a7ab1_manifest.json,runtime_artifacts,source_of_truth_evidence,machine-readable evidence or manifest
runtime/a7ab1_selector_rewrite_dryrun/a7ab1_score_feature_weights.csv,runtime_artifacts,source_of_truth_evidence,machine-readable evidence or manifest
runtime/a7ab1_selector_rewrite_dryrun/a7ab1_seed_scoreboard.csv,runtime_artifacts,source_of_truth_evidence,machine-readable evidence or manifest
runtime/a7ab1_selector_rewrite_dryrun/a7ab1_selector_hard_gate_audit.csv,runtime_artifacts,source_of_truth_evidence,machine-readable evidence or manifest
runtime/a7ab1_selector_rewrite_dryrun/a7ab1_selector_queue.csv,runtime_artifacts,source_of_truth_evidence,machine-readable evidence or manifest
runtime/a7ab2_seed_constrained_micro_generation_contract/a7ab2_allowed_generation_families.csv,runtime_artifacts,source_of_truth_evidence,machine-readable evidence or manifest
runtime/a7ab2_seed_constrained_micro_generation_contract/a7ab2_authorization_matrix.json,runtime_artifacts,source_of_truth_evidence,machine-readable evidence or manifest
runtime/a7ab2_seed_constrained_micro_generation_contract/a7ab2_forbidden_families.csv,runtime_artifacts,source_of_truth_evidence,machine-readable evidence or manifest
runtime/a7ab2_seed_constrained_micro_generation_contract/a7ab2_generation_quota.json,runtime_artifacts,source_of_truth_evidence,machine-readable evidence or manifest
runtime/a7ab2_seed_constrained_micro_generation_contract/a7ab2_hard_gates.csv,runtime_artifacts,source_of_truth_evidence,machine-readable evidence or manifest
runtime/a7ab2_seed_constrained_micro_generation_contract/a7ab2_manifest.json,runtime_artifacts,source_of_truth_evidence,machine-readable evidence or manifest
runtime/a7ab2_seed_constrained_micro_generation_contract/a7ab2_seed_queue_input.csv,runtime_artifacts,source_of_truth_evidence,machine-readable evidence or manifest
runtime/a7ab2_seed_constrained_micro_generation_contract/a7ab2_transform_contract.csv,runtime_artifacts,source_of_truth_evidence,machine-readable evidence or manifest
runtime/a7ab3_seed_constrained_dry_generation/a7ab3_authorization_matrix.json,runtime_artifacts,source_of_truth_evidence,machine-readable evidence or manifest
runtime/a7ab3_seed_constrained_dry_generation/a7ab3_generated_pool.csv,runtime_artifacts,source_of_truth_evidence,machine-readable evidence or manifest
runtime/a7ab3_seed_constrained_dry_generation/a7ab3_generation_family_summary.csv,runtime_artifacts,source_of_truth_evidence,machine-readable evidence or manifest
runtime/a7ab3_seed_constrained_dry_generation/a7ab3_manifest.json,runtime_artifacts,source_of_truth_evidence,machine-readable evidence or manifest
runtime/a7ab3_seed_constrained_dry_generation/a7ab3_static_selected_family_summary.csv,runtime_artifacts,source_of_truth_evidence,machine-readable evidence or manifest
runtime/a7ab3_seed_constrained_dry_generation/a7ab3_static_selected_queue.csv,runtime_artifacts,source_of_truth_evidence,machine-readable evidence or manifest
runtime/a7ab3_seed_constrained_dry_generation/a7ab3_static_validity_audit.json,runtime_artifacts,source_of_truth_evidence,machine-readable evidence or manifest
runtime/a7ab4_materialization_preflight/a7ab4_authorization_matrix.json,runtime_artifacts,source_of_truth_evidence,machine-readable evidence or manifest
runtime/a7ab4_materialization_preflight/a7ab4_blocker_matrix.csv,runtime_artifacts,source_of_truth_evidence,machine-readable evidence or manifest
runtime/a7ab4_materialization_preflight/a7ab4_candidate_materialization_summary.csv,runtime_artifacts,source_of_truth_evidence,machine-readable evidence or manifest
runtime/a7ab4_materialization_preflight/a7ab4_family_materialization_summary.csv,runtime_artifacts,source_of_truth_evidence,machine-readable evidence or manifest
runtime/a7ab4_materialization_preflight/a7ab4_manifest.json,runtime_artifacts,source_of_truth_evidence,machine-readable evidence or manifest
runtime/a7ab4_materialization_preflight/a7ab4_motif_materialization_summary.csv,runtime_artifacts,source_of_truth_evidence,machine-readable evidence or manifest
runtime/a7ab4_materialization_preflight/a7ab4_operator_coverage.csv,runtime_artifacts,source_of_truth_evidence,machine-readable evidence or manifest
runtime/a7ab5_numeric_replay_contract/a7ab5_authorization_matrix.json,runtime_artifacts,source_of_truth_evidence,machine-readable evidence or manifest
runtime/a7ab5_numeric_replay_contract/a7ab5_control_contract.csv,runtime_artifacts,source_of_truth_evidence,machine-readable evidence or manifest
runtime/a7ab5_numeric_replay_contract/a7ab5_label_contract.csv,runtime_artifacts,source_of_truth_evidence,machine-readable evidence or manifest
runtime/a7ab5_numeric_replay_contract/a7ab5_manifest.json,runtime_artifacts,source_of_truth_evidence,machine-readable evidence or manifest
runtime/a7ab5_numeric_replay_contract/a7ab5_pass_gates.csv,runtime_artifacts,source_of_truth_evidence,machine-readable evidence or manifest
runtime/a7ab5_numeric_replay_contract/a7ab5_replay_contract_queue.csv,runtime_artifacts,source_of_truth_evidence,machine-readable evidence or manifest
runtime/a7ab6_small_numeric_replay_preflight/a7ab6_authorization_matrix.json,runtime_artifacts,source_of_truth_evidence,machine-readable evidence or manifest
runtime/a7ab6_small_numeric_replay_preflight/a7ab6_candidate_label_decisions.csv,runtime_artifacts,source_of_truth_evidence,machine-readable evidence or manifest
runtime/a7ab6_small_numeric_replay_preflight/a7ab6_candidate_variant_metrics.csv,runtime_artifacts,source_of_truth_evidence,machine-readable evidence or manifest
runtime/a7ab6_small_numeric_replay_preflight/a7ab6_clue_queue.csv,runtime_artifacts,source_of_truth_evidence,machine-readable evidence or manifest
runtime/a7ab6_small_numeric_replay_preflight/a7ab6_decision_counts.csv,runtime_artifacts,source_of_truth_evidence,machine-readable evidence or manifest
runtime/a7ab6_small_numeric_replay_preflight/a7ab6_eval_errors.csv,runtime_artifacts,source_of_truth_evidence,machine-readable evidence or manifest
runtime/a7ab6_small_numeric_replay_preflight/a7ab6_manifest.json,runtime_artifacts,source_of_truth_evidence,machine-readable evidence or manifest
runtime/a7ab6_small_numeric_replay_preflight/a7ab6_ranked_decision_queue.csv,runtime_artifacts,source_of_truth_evidence,machine-readable evidence or manifest
runtime/a7ab7_clue_forensic_contract/a7ab7_authorization_matrix.json,runtime_artifacts,source_of_truth_evidence,machine-readable evidence or manifest
runtime/a7ab7_clue_forensic_contract/a7ab7_clue_candidate_detail.csv,runtime_artifacts,source_of_truth_evidence,machine-readable evidence or manifest
runtime/a7ab7_clue_forensic_contract/a7ab7_clue_family_summary.csv,runtime_artifacts,source_of_truth_evidence,machine-readable evidence or manifest
runtime/a7ab7_clue_forensic_contract/a7ab7_clue_label_summary.csv,runtime_artifacts,source_of_truth_evidence,machine-readable evidence or manifest
runtime/a7ab7_clue_forensic_contract/a7ab7_clue_queue_input.csv,runtime_artifacts,source_of_truth_evidence,machine-readable evidence or manifest
runtime/a7ab7_clue_forensic_contract/a7ab7_manifest.json,runtime_artifacts,source_of_truth_evidence,machine-readable evidence or manifest
runtime/a7ab7_clue_forensic_contract/a7ab7_pass_gates.csv,runtime_artifacts,source_of_truth_evidence,machine-readable evidence or manifest
runtime/a7ab7_clue_forensic_contract/a7ab7_required_forensic_tests.csv,runtime_artifacts,source_of_truth_evidence,machine-readable evidence or manifest
runtime/a7ab8_clue_forensic_execution/a7ab8_authorization_matrix.json,runtime_artifacts,source_of_truth_evidence,machine-readable evidence or manifest
runtime/a7ab8_clue_forensic_execution/a7ab8_clue_augmented.csv,runtime_artifacts,source_of_truth_evidence,machine-readable evidence or manifest
runtime/a7ab8_clue_forensic_execution/a7ab8_decision_counts.csv,runtime_artifacts,source_of_truth_evidence,machine-readable evidence or manifest
runtime/a7ab8_clue_forensic_execution/a7ab8_forensic_decisions.csv,runtime_artifacts,source_of_truth_evidence,machine-readable evidence or manifest
runtime/a7ab8_clue_forensic_execution/a7ab8_forensic_survivors.csv,runtime_artifacts,source_of_truth_evidence,machine-readable evidence or manifest
runtime/a7ab8_clue_forensic_execution/a7ab8_full_window_variant_metrics.csv,runtime_artifacts,source_of_truth_evidence,machine-readable evidence or manifest
runtime/a7ab8_clue_forensic_execution/a7ab8_manifest.json,runtime_artifacts,source_of_truth_evidence,machine-readable evidence or manifest
runtime/a7ab8_clue_forensic_execution/a7ab8_return_corr_cluster_summary.csv,runtime_artifacts,source_of_truth_evidence,machine-readable evidence or manifest
runtime/a7ab8_clue_forensic_execution/a7ab8_return_corr_clusters.csv,runtime_artifacts,source_of_truth_evidence,machine-readable evidence or manifest
runtime/a7ab9_survivor_freeze_contract/a7ab9_authorization_matrix.json,runtime_artifacts,source_of_truth_evidence,machine-readable evidence or manifest
runtime/a7ab9_survivor_freeze_contract/a7ab9_input_cluster_summary.csv,runtime_artifacts,source_of_truth_evidence,machine-readable evidence or manifest
runtime/a7ab9_survivor_freeze_contract/a7ab9_manifest.json,runtime_artifacts,source_of_truth_evidence,machine-readable evidence or manifest
runtime/a7ab9_survivor_freeze_contract/a7ab9_representative_survivor_pool.csv,runtime_artifacts,source_of_truth_evidence,machine-readable evidence or manifest
runtime/a7ab9_survivor_freeze_contract/a7ab9_survivor_cluster_audit.csv,runtime_artifacts,source_of_truth_evidence,machine-readable evidence or manifest
runtime/a7ab9_survivor_freeze_contract/a7ab9_survivor_label_audit.csv,runtime_artifacts,source_of_truth_evidence,machine-readable evidence or manifest
runtime/a7ab9_survivor_freeze_contract/a7ab9_survivor_pool.csv,runtime_artifacts,source_of_truth_evidence,machine-readable evidence or manifest
runtime/a7ac0_representative_forensic_contract/a7ac0_authorization_matrix.json,runtime_artifacts,source_of_truth_evidence,machine-readable evidence or manifest
runtime/a7ac0_representative_forensic_contract/a7ac0_experiment_record.json,runtime_artifacts,source_of_truth_evidence,machine-readable evidence or manifest
runtime/a7ac0_representative_forensic_contract/a7ac0_label_summary.csv,runtime_artifacts,source_of_truth_evidence,machine-readable evidence or manifest
runtime/a7ac0_representative_forensic_contract/a7ac0_manifest.json,runtime_artifacts,source_of_truth_evidence,machine-readable evidence or manifest
runtime/a7ac0_representative_forensic_contract/a7ac0_pass_gates.csv,runtime_artifacts,source_of_truth_evidence,machine-readable evidence or manifest
runtime/a7ac0_representative_forensic_contract/a7ac0_representative_cluster_summary.csv,runtime_artifacts,source_of_truth_evidence,machine-readable evidence or manifest
runtime/a7ac0_representative_forensic_contract/a7ac0_representative_input_pool.csv,runtime_artifacts,source_of_truth_evidence,machine-readable evidence or manifest
runtime/a7ac0_representative_forensic_contract/a7ac0_representative_risk_flags.csv,runtime_artifacts,source_of_truth_evidence,machine-readable evidence or manifest
runtime/a7ac0_representative_forensic_contract/a7ac0_required_forensic_tests.csv,runtime_artifacts,source_of_truth_evidence,machine-readable evidence or manifest
runtime/a7ac0_representative_forensic_contract/a7ac0_risk_summary.csv,runtime_artifacts,source_of_truth_evidence,machine-readable evidence or manifest
runtime/a7ac0_representative_forensic_contract/a7ac0_source_survivor_pool.csv,runtime_artifacts,source_of_truth_evidence,machine-readable evidence or manifest
runtime/a7ac1_representative_forensic_execution/a7ac1_authorization_matrix.json,runtime_artifacts,source_of_truth_evidence,machine-readable evidence or manifest
runtime/a7ac1_representative_forensic_execution/a7ac1_cluster_summary.csv,runtime_artifacts,source_of_truth_evidence,machine-readable evidence or manifest
runtime/a7ac1_representative_forensic_execution/a7ac1_control_dominance_by_split.csv,runtime_artifacts,source_of_truth_evidence,machine-readable evidence or manifest
runtime/a7ac1_representative_forensic_execution/a7ac1_decision_counts.csv,runtime_artifacts,source_of_truth_evidence,machine-readable evidence or manifest
runtime/a7ac1_representative_forensic_execution/a7ac1_experiment_record.json,runtime_artifacts,source_of_truth_evidence,machine-readable evidence or manifest
runtime/a7ac1_representative_forensic_execution/a7ac1_label_summary.csv,runtime_artifacts,source_of_truth_evidence,machine-readable evidence or manifest
runtime/a7ac1_representative_forensic_execution/a7ac1_manifest.json,runtime_artifacts,source_of_truth_evidence,machine-readable evidence or manifest
runtime/a7ac1_representative_forensic_execution/a7ac1_representative_forensic_audit.csv,runtime_artifacts,source_of_truth_evidence,machine-readable evidence or manifest
runtime/a7ac1_representative_forensic_execution/a7ac1_source_a7ab8_decisions.csv,runtime_artifacts,source_of_truth_evidence,machine-readable evidence or manifest
runtime/a7ac1r_representative_quarantine_contract/a7ac1r_authorization_matrix.json,runtime_artifacts,source_of_truth_evidence,machine-readable evidence or manifest
runtime/a7ac1r_representative_quarantine_contract/a7ac1r_blocker_summary.csv,runtime_artifacts,source_of_truth_evidence,machine-readable evidence or manifest
runtime/a7ac1r_representative_quarantine_contract/a7ac1r_control_warning_rows.csv,runtime_artifacts,source_of_truth_evidence,machine-readable evidence or manifest
runtime/a7ac1r_representative_quarantine_contract/a7ac1r_diagnostic_representative_subset.csv,runtime_artifacts,source_of_truth_evidence,machine-readable evidence or manifest
runtime/a7ac1r_representative_quarantine_contract/a7ac1r_experiment_record.json,runtime_artifacts,source_of_truth_evidence,machine-readable evidence or manifest
runtime/a7ac1r_representative_quarantine_contract/a7ac1r_manifest.json,runtime_artifacts,source_of_truth_evidence,machine-readable evidence or manifest
runtime/a7ac1r_representative_quarantine_contract/a7ac1r_quarantined_representatives.csv,runtime_artifacts,source_of_truth_evidence,machine-readable evidence or manifest
runtime/a7ac1r_representative_quarantine_contract/a7ac1r_warning_summary.csv,runtime_artifacts,source_of_truth_evidence,machine-readable evidence or manifest
runtime/a7ac2_label_diversification_contract/a7ac2_authorization_matrix.json,runtime_artifacts,source_of_truth_evidence,machine-readable evidence or manifest
runtime/a7ac2_label_diversification_contract/a7ac2_diagnostic_subset_input.csv,runtime_artifacts,source_of_truth_evidence,machine-readable evidence or manifest
runtime/a7ac2_label_diversification_contract/a7ac2_execution_plan.csv,runtime_artifacts,source_of_truth_evidence,machine-readable evidence or manifest
runtime/a7ac2_label_diversification_contract/a7ac2_experiment_record.json,runtime_artifacts,source_of_truth_evidence,machine-readable evidence or manifest
runtime/a7ac2_label_diversification_contract/a7ac2_forbidden_actions.csv,runtime_artifacts,source_of_truth_evidence,machine-readable evidence or manifest
runtime/a7ac2_label_diversification_contract/a7ac2_label_family_contract.csv,runtime_artifacts,source_of_truth_evidence,machine-readable evidence or manifest
runtime/a7ac2_label_diversification_contract/a7ac2_manifest.json,runtime_artifacts,source_of_truth_evidence,machine-readable evidence or manifest
runtime/a7ac2_label_diversification_contract/a7ac2_neutralization_contract.csv,runtime_artifacts,source_of_truth_evidence,machine-readable evidence or manifest
runtime/a7ac2_label_diversification_contract/a7ac2_pass_gates.csv,runtime_artifacts,source_of_truth_evidence,machine-readable evidence or manifest
runtime/a7ac2_label_diversification_contract/a7ac2_quarantined_input.csv,runtime_artifacts,source_of_truth_evidence,machine-readable evidence or manifest
runtime/a7ac2_label_diversification_contract/a7ac2_source_summary.csv,runtime_artifacts,source_of_truth_evidence,machine-readable evidence or manifest
runtime/a7ac3_label_diversification_diagnostic/a7ac3_authorization_matrix.json,runtime_artifacts,source_of_truth_evidence,machine-readable evidence or manifest
runtime/a7ac3_label_diversification_diagnostic/a7ac3_candidate_summary.csv,runtime_artifacts,source_of_truth_evidence,machine-readable evidence or manifest
runtime/a7ac3_label_diversification_diagnostic/a7ac3_decision_counts.csv,runtime_artifacts,source_of_truth_evidence,machine-readable evidence or manifest
runtime/a7ac3_label_diversification_diagnostic/a7ac3_experiment_record.json,runtime_artifacts,source_of_truth_evidence,machine-readable evidence or manifest
runtime/a7ac3_label_diversification_diagnostic/a7ac3_label_mode_summary.csv,runtime_artifacts,source_of_truth_evidence,machine-readable evidence or manifest
runtime/a7ac3_label_diversification_diagnostic/a7ac3_label_neutralization_decisions.csv,runtime_artifacts,source_of_truth_evidence,machine-readable evidence or manifest
runtime/a7ac3_label_diversification_diagnostic/a7ac3_label_neutralization_metrics.csv,runtime_artifacts,source_of_truth_evidence,machine-readable evidence or manifest
runtime/a7ac3_label_diversification_diagnostic/a7ac3_manifest.json,runtime_artifacts,source_of_truth_evidence,machine-readable evidence or manifest
runtime/a7ac3_label_diversification_diagnostic/a7ac3_neutralized_pass_rows.csv,runtime_artifacts,source_of_truth_evidence,machine-readable evidence or manifest
runtime/a7ac3_label_diversification_diagnostic/a7ac3_non_rank_pass_rows.csv,runtime_artifacts,source_of_truth_evidence,machine-readable evidence or manifest
runtime/a7ac3_label_diversification_diagnostic/a7ac3_pass_rows.csv,runtime_artifacts,source_of_truth_evidence,machine-readable evidence or manifest
runtime/a7ad0_ranked_label_translation_contract/a7ad0_authorization_matrix.json,runtime_artifacts,source_of_truth_evidence,machine-readable evidence or manifest
runtime/a7ad0_ranked_label_translation_contract/a7ad0_experiment_record.json,runtime_artifacts,source_of_truth_evidence,machine-readable evidence or manifest
runtime/a7ad0_ranked_label_translation_contract/a7ad0_manifest.json,runtime_artifacts,source_of_truth_evidence,machine-readable evidence or manifest
runtime/a7ad0_ranked_label_translation_contract/a7ad0_pass_gates.csv,runtime_artifacts,source_of_truth_evidence,machine-readable evidence or manifest
runtime/a7ad0_ranked_label_translation_contract/a7ad0_source_label_summary.csv,runtime_artifacts,source_of_truth_evidence,machine-readable evidence or manifest
runtime/a7ad0_ranked_label_translation_contract/a7ad0_translation_tests.csv,runtime_artifacts,source_of_truth_evidence,machine-readable evidence or manifest
runtime/a7ad1_ranked_label_translation_audit/a7ad1_authorization_matrix.json,runtime_artifacts,source_of_truth_evidence,machine-readable evidence or manifest
runtime/a7ad1_ranked_label_translation_audit/a7ad1_candidate_translation_summary.csv,runtime_artifacts,source_of_truth_evidence,machine-readable evidence or manifest
runtime/a7ad1_ranked_label_translation_audit/a7ad1_experiment_record.json,runtime_artifacts,source_of_truth_evidence,machine-readable evidence or manifest
runtime/a7ad1_ranked_label_translation_audit/a7ad1_l7_to_nonrank_translation_rows.csv,runtime_artifacts,source_of_truth_evidence,machine-readable evidence or manifest
runtime/a7ad1_ranked_label_translation_audit/a7ad1_manifest.json,runtime_artifacts,source_of_truth_evidence,machine-readable evidence or manifest
runtime/a7ad1_ranked_label_translation_audit/a7ad1_positive_but_blocked_rows.csv,runtime_artifacts,source_of_truth_evidence,machine-readable evidence or manifest
runtime/a7ad1_ranked_label_translation_audit/a7ad1_translated_rows.csv,runtime_artifacts,source_of_truth_evidence,machine-readable evidence or manifest
runtime/a7ad1_ranked_label_translation_audit/a7ad1_translation_status_summary.csv,runtime_artifacts,source_of_truth_evidence,machine-readable evidence or manifest
runtime/a7ae0_label_adequacy_extension_contract/a7ae0_authorization_matrix.json,runtime_artifacts,source_of_truth_evidence,machine-readable evidence or manifest
runtime/a7ae0_label_adequacy_extension_contract/a7ae0_field_universe.csv,field_contracts,archive_only,prior governance evidence; not all scripts are runtime core
runtime/a7ae0_label_adequacy_extension_contract/a7ae0_label_family_contract.csv,runtime_artifacts,source_of_truth_evidence,machine-readable evidence or manifest
runtime/a7ae0_label_adequacy_extension_contract/a7ae0_manifest.json,runtime_artifacts,source_of_truth_evidence,machine-readable evidence or manifest
runtime/a7ae0_label_adequacy_extension_contract/a7ae0_negative_control_contract.csv,runtime_artifacts,source_of_truth_evidence,machine-readable evidence or manifest
runtime/a7ae0_label_adequacy_extension_contract/a7ae0_transform_contract.csv,runtime_artifacts,source_of_truth_evidence,machine-readable evidence or manifest
runtime/a7ae1_label_adequacy_response_map/a7ae1_authorization_matrix.json,feature_response,archive_only,response profiling evidence
runtime/a7ae1_label_adequacy_response_map/a7ae1_decision_counts.csv,feature_response,archive_only,response profiling evidence
runtime/a7ae1_label_adequacy_response_map/a7ae1_family_label_summary.csv,feature_response,archive_only,response profiling evidence
runtime/a7ae1_label_adequacy_response_map/a7ae1_label_adequacy_candidates.csv,feature_response,archive_only,response profiling evidence
runtime/a7ae1_label_adequacy_response_map/a7ae1_label_adequacy_response_map.csv,feature_response,archive_only,response profiling evidence
runtime/a7ae1_label_adequacy_response_map/a7ae1_label_adequacy_summary.csv,feature_response,archive_only,response profiling evidence
runtime/a7ae1_label_adequacy_response_map/a7ae1_label_matrix_audit.csv,feature_response,archive_only,response profiling evidence
runtime/a7ae1_label_adequacy_response_map/a7ae1_manifest.json,feature_response,archive_only,response profiling evidence
runtime/a7ae1_label_adequacy_response_map/a7ae1_non_rank_label_candidates.csv,feature_response,archive_only,response profiling evidence
runtime/a7ae2_label_adequacy_role_review/a7ae2_authorization_matrix.json,runtime_artifacts,source_of_truth_evidence,machine-readable evidence or manifest
runtime/a7ae2_label_adequacy_role_review/a7ae2_family_role_summary.csv,runtime_artifacts,source_of_truth_evidence,machine-readable evidence or manifest
runtime/a7ae2_label_adequacy_role_review/a7ae2_feature_role_update.csv,runtime_artifacts,source_of_truth_evidence,machine-readable evidence or manifest
runtime/a7ae2_label_adequacy_role_review/a7ae2_manifest.json,runtime_artifacts,source_of_truth_evidence,machine-readable evidence or manifest
runtime/a7ae2_label_adequacy_role_review/a7ae2_selector_seed_policy.csv,runtime_artifacts,source_of_truth_evidence,machine-readable evidence or manifest
runtime/a7ae2_label_adequacy_role_review/a7ae2_source_candidates_snapshot.csv,runtime_artifacts,source_of_truth_evidence,machine-readable evidence or manifest
runtime/a7af0_role_aware_selector_contract/a7af0_allowed_seed_fields.csv,field_contracts,archive_only,prior governance evidence; not all scripts are runtime core
runtime/a7af0_role_aware_selector_contract/a7af0_authorization_matrix.json,runtime_artifacts,source_of_truth_evidence,machine-readable evidence or manifest
runtime/a7af0_role_aware_selector_contract/a7af0_manifest.json,runtime_artifacts,source_of_truth_evidence,machine-readable evidence or manifest
runtime/a7af0_role_aware_selector_contract/a7af0_role_caps.json,runtime_artifacts,source_of_truth_evidence,machine-readable evidence or manifest
runtime/a7af0_role_aware_selector_contract/a7af0_selector_hard_gates.csv,runtime_artifacts,source_of_truth_evidence,machine-readable evidence or manifest
runtime/a7af0_role_aware_selector_contract/a7af0_selector_score_features.csv,runtime_artifacts,source_of_truth_evidence,machine-readable evidence or manifest
runtime/a7af0_role_aware_selector_contract/a7af0_selector_tiers.csv,runtime_artifacts,source_of_truth_evidence,machine-readable evidence or manifest
runtime/a7af1_role_aware_selector_dryrun/a7af1_authorization_matrix.json,runtime_artifacts,source_of_truth_evidence,machine-readable evidence or manifest
runtime/a7af1_role_aware_selector_dryrun/a7af1_manifest.json,runtime_artifacts,source_of_truth_evidence,machine-readable evidence or manifest
runtime/a7af1_role_aware_selector_dryrun/a7af1_selected_queue.csv,runtime_artifacts,source_of_truth_evidence,machine-readable evidence or manifest
runtime/a7af1_role_aware_selector_dryrun/a7af1_selected_tier_summary.csv,runtime_artifacts,source_of_truth_evidence,machine-readable evidence or manifest
runtime/a7af1_role_aware_selector_dryrun/a7af1_selector_scoreboard.csv,runtime_artifacts,source_of_truth_evidence,machine-readable evidence or manifest
runtime/a7af1_role_aware_selector_dryrun/a7af1_tier_summary.csv,runtime_artifacts,source_of_truth_evidence,machine-readable evidence or manifest
runtime/a7ag0_role_aware_generation_contract/a7ag0_authorization_matrix.json,runtime_artifacts,source_of_truth_evidence,machine-readable evidence or manifest
runtime/a7ag0_role_aware_generation_contract/a7ag0_blueprint_budget.json,runtime_artifacts,source_of_truth_evidence,machine-readable evidence or manifest
runtime/a7ag0_role_aware_generation_contract/a7ag0_generation_rules.csv,runtime_artifacts,source_of_truth_evidence,machine-readable evidence or manifest
runtime/a7ag0_role_aware_generation_contract/a7ag0_generation_tracks.csv,runtime_artifacts,source_of_truth_evidence,machine-readable evidence or manifest
runtime/a7ag0_role_aware_generation_contract/a7ag0_manifest.json,runtime_artifacts,source_of_truth_evidence,machine-readable evidence or manifest
runtime/a7ag0_role_aware_generation_contract/a7ag0_source_queue_track_summary.csv,runtime_artifacts,source_of_truth_evidence,machine-readable evidence or manifest
runtime/a7ag0_role_aware_generation_contract/a7ag0_source_selected_queue.csv,runtime_artifacts,source_of_truth_evidence,machine-readable evidence or manifest
runtime/a7ag1_static_blueprint_dryrun/a7ag1_authorization_matrix.json,runtime_artifacts,source_of_truth_evidence,machine-readable evidence or manifest
runtime/a7ag1_static_blueprint_dryrun/a7ag1_inherited_generation_rules.csv,runtime_artifacts,source_of_truth_evidence,machine-readable evidence or manifest
runtime/a7ag1_static_blueprint_dryrun/a7ag1_manifest.json,runtime_artifacts,source_of_truth_evidence,machine-readable evidence or manifest
runtime/a7ag1_static_blueprint_dryrun/a7ag1_skeleton_summary.csv,runtime_artifacts,source_of_truth_evidence,machine-readable evidence or manifest
runtime/a7ag1_static_blueprint_dryrun/a7ag1_static_blueprint_registry.csv,runtime_artifacts,source_of_truth_evidence,machine-readable evidence or manifest
runtime/a7ag1_static_blueprint_dryrun/a7ag1_static_ok_blueprints.csv,runtime_artifacts,source_of_truth_evidence,machine-readable evidence or manifest
runtime/a7ag1_static_blueprint_dryrun/a7ag1_track_summary.csv,runtime_artifacts,source_of_truth_evidence,machine-readable evidence or manifest
runtime/a7ag2_numeric_replay_contract/a7ag2_authorization_matrix.json,runtime_artifacts,source_of_truth_evidence,machine-readable evidence or manifest
