stage_id,commit,report_path,runtime_path,manifest_path,decision,evidence_level,authorizes_contract,authorizes_execution,authorizes_search,authorizes_alpha_proof,authorizes_shadow_paper_live,supersedes,superseded_by,current_status,notes,artifact_count
A7AL-2S,7e34b48,reports/CRYPTO_A7AL2S_COMPANY_FULL_FOLLOWUP_CONTRACT_20260528.md,runtime/a7al2s_company_full_followup_contract,runtime/a7al2s_company_full_followup_contract/a7al2s_manifest.json,PASS_A7AL2S_COMPANY_FULL_FOLLOWUP_CONTRACT_READY,contract,True,False,False,False,False,,,valid_or_historical_record,,4
A7AL-2S,7e34b48,reports/CRYPTO_A7AL2S_COMPANY_FULL_FOLLOWUP_CONTRACT_20260528.md,runtime/a7al2s_local_followup_contract,runtime/a7al2s_local_followup_contract/a7al2s_manifest.json,PASS_A7AL2S_LOCAL_FOLLOWUP_CONTRACT_READY,contract,True,False,False,False,False,,,valid_or_historical_record,,4
A7AL-2T,7e34b48,reports/CRYPTO_A7AL2T_COMPANY_MAY_STRESS_FAILURE_ATTRIBUTION_20260528.md,runtime/a7al2t_company_may_stress_failure_attribution,runtime/a7al2t_company_may_stress_failure_attribution/a7al2t_manifest.json,HOLD_A7AL2T_MAY_STRESS_FAILURE_CONFIRMED_NO_EXPANSION,hold,True,False,False,False,False,,,hold,,9
A7AL-2T,7e34b48,reports/CRYPTO_A7AL2T_COMPANY_MAY_STRESS_FAILURE_ATTRIBUTION_20260528.md,runtime/a7al2t_may_stress_failure_attribution,runtime/a7al2t_may_stress_failure_attribution/a7al2t_manifest.json,HOLD_A7AL2T_MAY_STRESS_FAILURE_CONFIRMED_NO_EXPANSION,hold,True,False,False,False,False,,,hold,,9
A7AL-2U,7e34b48,reports/CRYPTO_A7AL2U_OBJECTIVE_SELECTOR_REPAIR_CONTRACT_20260528.md,runtime/a7al2u_objective_selector_repair_contract,runtime/a7al2u_objective_selector_repair_contract/a7al2u_manifest.json,PASS_A7AL2U_OBJECTIVE_SELECTOR_REPAIR_CONTRACT_READY,contract,True,False,False,False,False,,,valid_or_historical_record,,6
A7AL-2V,52b6e46,reports/CRYPTO_A7AL2V_REPLAY_AWARE_SELECTOR_DRYRUN_20260528.md,runtime/a7al2v_replay_aware_selector_dryrun,runtime/a7al2v_replay_aware_selector_dryrun/a7al2v_manifest.json,HOLD_A7AL2V_SELECTED_POOL_STRESS_VETO_NO_EXPANSION,hold,False,False,False,False,False,,,hold,,7
A7AL-2W,9394520,reports/CRYPTO_A7AL2W_SIGNAL_VECTOR_SELECTOR_REPAIR_20260528.md,runtime/a7al2w_signal_vector_selector_repair,runtime/a7al2w_signal_vector_selector_repair/a7al2w_manifest.json,HOLD_A7AL2W_SELECTOR_DIVERSITY_REPAIRED_BUT_STRESS_VETO,hold,True,False,False,False,False,,,hold,,9
A7AL-2X,5ae8e75,reports/CRYPTO_A7AL2X_OBJECTIVE_FAMILY_RESET_CONTRACT_20260528.md,runtime/a7al2x_objective_family_reset,runtime/a7al2x_objective_family_reset/a7al2x_manifest.json,PASS_A7AL2X_OBJECTIVE_FAMILY_RESET_CONTRACT_READY_FOR_A7AL2X1,contract,True,False,False,False,False,,,valid_or_historical_record,,8
A7AL-2X0,91ded54,reports/CRYPTO_A7AL2X0_AUTHORIZATION_ARBITRATION_20260528.md,runtime/a7al2x0_authorization_arbitration,runtime/a7al2x0_authorization_arbitration/a7al2x0_manifest.json,PASS_A7AL2X0_AUTHORIZATION_ARBITRATION_COMPLETE,governance_or_audit,True,False,False,False,False,,,valid_or_historical_record,,6
A7AL-2X1,897bc41,reports/CRYPTO_A7AL2X1_DRY_RERANK_20260529.md,runtime/a7al2x1_dry_rerank,runtime/a7al2x1_dry_rerank/a7al2x1_manifest.json,HOLD_A7AL2X1_NO_ELIGIBLE_ALLOWED_OBJECTIVE_FAMILY_IN_SHARED_POOL,hold,False,False,False,False,False,,,hold,,10
A7AL-2X2,f6fff13,reports/CRYPTO_A7AL2X2_OBJECTIVE_FAMILY_COVERAGE_GAP_AUDIT_20260529.md,runtime/a7al2x2_objective_family_coverage_gap,runtime/a7al2x2_objective_family_coverage_gap/a7al2x2_manifest.json,HOLD_A7AL2X2_OBJECTIVE_FAMILY_COVERAGE_GAP_REQUIRES_GENERATOR_AND_SHARED_POOL_REPAIR,hold,False,False,False,False,False,,,hold,,7
A7AL-2X2R,ea2204d,reports/CRYPTO_A7AL2X2R0_FAMILY_BALANCED_GENERATOR_REPAIR_CONTRACT_20260529.md,runtime/a7al2x2r_family_balanced_repair_contract,runtime/a7al2x2r_family_balanced_repair_contract/a7al2x2r_manifest.json,PASS_A7AL2X2R_GENERATOR_AND_SHARED_POOL_REPAIR_CONTRACT_READY_FOR_A7AL2X3_REVIEW,contract,False,False,False,False,False,,,valid_or_historical_record,,8
A7AL-2X3,b178c78,reports/CRYPTO_A7AL2X3_FAMILY_BALANCED_DRY_GENERATION_SMOKE_20260529.md,runtime/a7al2x3_family_balanced_dry_generation,runtime/a7al2x3_family_balanced_dry_generation/a7al2x3_manifest.json,PASS_A7AL2X3_FAMILY_BALANCED_DRY_GENERATION_LEDGER_READY_FOR_PREFLIGHT_REVIEW,governance_or_audit,False,False,False,False,False,,,valid_or_historical_record,,10
A7AL-2X4,b178c78,reports/CRYPTO_A7AL2X4_REPLAY_READINESS_AUDIT_20260529.md,runtime/a7al2x4_replay_readiness_audit,runtime/a7al2x4_replay_readiness_audit/a7al2x4_manifest.json,HOLD_A7AL2X4_REPLAY_PREFLIGHT_NOT_READY_MATERIALIZATION_REQUIRED,hold,False,False,False,False,False,,,hold,,6
A7AL-2X4M,b178c78,reports/CRYPTO_A7AL2X4M_MATERIALIZATION_AND_EVALUATOR_AUDIT_20260529.md,runtime/a7al2x4m_materialization_and_evaluator_audit,runtime/a7al2x4m_materialization_and_evaluator_audit/a7al2x4m_manifest.json,PASS_A7AL2X4M_READY_FOR_NUMERIC_REPLAY_PREFLIGHT_IMPLEMENTATION,governance_or_audit,False,False,False,False,False,,,valid_or_historical_record,,6
A7AL-2X5,b178c78,reports/CRYPTO_A7AL2X5_EVALUATOR_PREFLIGHT_SMOKE_20260529.md,runtime/a7al2x5_evaluator_preflight_smoke,runtime/a7al2x5_evaluator_preflight_smoke/a7al2x5_manifest.json,PASS_A7AL2X5_EVALUATOR_PREFLIGHT_SMOKE_READY_FOR_SMALL_REPLAY_CONTRACT,smoke,True,True,False,False,False,,,valid_or_historical_record,,6
A7AL-2X6,0c94624,reports/CRYPTO_A7AL2X6_SMALL_NUMERIC_REPLAY_CONTRACT_20260529.md,runtime/a7al2x6_small_numeric_replay_contract,runtime/a7al2x6_small_numeric_replay_contract/a7al2x6_manifest.json,PASS_A7AL2X6_SMALL_NUMERIC_REPLAY_CONTRACT_READY_FOR_A7AL2X7,contract,True,True,False,False,False,,,valid_or_historical_record,,8
A7AL-2X7,0c94624,reports/CRYPTO_A7AL2X7_SMALL_NUMERIC_REPLAY_PREFLIGHT_20260529.md,runtime/a7al2x7_small_numeric_replay_preflight,runtime/a7al2x7_small_numeric_replay_preflight/a7al2x7_manifest.json,HOLD_A7AL2X7_NO_CLEAN_NUMERIC_PREFLIGHT_CLUES,hold,False,False,False,False,False,,,hold,,7
A7AL-2X7F,a273d5a,reports/CRYPTO_A7AL2X7F_REPLAY_PREFLIGHT_FORENSIC_20260529.md,runtime/a7al2x7f_replay_preflight_forensic,runtime/a7al2x7f_replay_preflight_forensic/a7al2x7f_manifest.json,HOLD_A7AL2X7F_OBJECTIVE_FAMILY_NUMERIC_EVIDENCE_WEAK,hold,False,False,False,False,False,,,hold,,9
A7AL-2X7H,534951b,reports/CRYPTO_A7AL2X7H_HEAVY_NUMERIC_REPLAY_PREFLIGHT_20260529.md,runtime/a7al2x7h_heavy_numeric_replay_preflight,runtime/a7al2x7h_heavy_numeric_replay_preflight/a7al2x7h_manifest.json,HOLD_A7AL2X7_NO_CLEAN_NUMERIC_PREFLIGHT_CLUES,hold,False,False,False,False,False,,,hold,,7
A7AL-2X7HF,534951b,reports/CRYPTO_A7AL2X7HF_HEAVY_REPLAY_PREFLIGHT_FORENSIC_20260529.md,runtime/a7al2x7hf_heavy_replay_preflight_forensic,runtime/a7al2x7hf_heavy_replay_preflight_forensic/a7al2x7hf_manifest.json,HOLD_A7AL2X7F_OBJECTIVE_FAMILY_NUMERIC_EVIDENCE_WEAK,hold,False,False,False,False,False,,,hold,,9
A7AL-2Z0,48d205b,reports/CRYPTO_A7AL2Z0_BROADER_NON_OI_OBJECTIVE_CONTRACT_20260529.md,runtime/a7al2z0_broader_non_oi_objective_contract,runtime/a7al2z0_broader_non_oi_objective_contract/a7al2z0_manifest.json,PASS_A7AL2Z0_BROADER_NON_OI_OBJECTIVE_CONTRACT_READY_FOR_A7AL2Z1,contract,True,False,False,False,False,,,engineering_pass_signal_hold,Z-series frozen as engineering diagnostics with signal hold,6
A7AL-2Z1,48d205b,reports/CRYPTO_A7AL2Z1_BROADER_NON_OI_DRY_GENERATION_20260529.md,runtime/a7al2z1_broader_non_oi_dry_generation,runtime/a7al2z1_broader_non_oi_dry_generation/a7al2z1_manifest.json,PASS_A7AL2Z1_BROADER_NON_OI_DRY_GENERATION_READY_FOR_MATERIALIZATION_AUDIT,diagnostic,True,False,False,False,False,,,engineering_pass_signal_hold,Z-series frozen as engineering diagnostics with signal hold,6
A7AL-2Z2,48d205b,reports/CRYPTO_A7AL2Z2_BROADER_NON_OI_MATERIALIZATION_AUDIT_20260529.md,runtime/a7al2z2_broader_non_oi_materialization_audit,runtime/a7al2z2_broader_non_oi_materialization_audit/a7al2z2_manifest.json,HOLD_A7AL2Z2_EVAL_OR_ACTIVITY_FAILURE,hold,False,False,False,False,False,,,engineering_pass_signal_hold,Z-series frozen as engineering diagnostics with signal hold,7
A7AL-2Z2R,48d205b,reports/CRYPTO_A7AL2Z2R_BROADER_NON_OI_MATERIALIZATION_REPAIR_20260529.md,runtime/a7al2z2r_broader_non_oi_materialization_repair,runtime/a7al2z2r_broader_non_oi_materialization_repair/a7al2z2r_manifest.json,PASS_A7AL2Z2R_BROADER_NON_OI_MATERIALIZATION_REPAIR_READY_FOR_Z3_CONTRACT,contract,True,False,False,False,False,,,engineering_pass_signal_hold,Z-series frozen as engineering diagnostics with signal hold,6
A7AL-2Z3,48d205b,reports/CRYPTO_A7AL2Z3_BROADER_NON_OI_NUMERIC_PREFLIGHT_CONTRACT_20260529.md,runtime/a7al2z3_broader_non_oi_numeric_preflight_contract,runtime/a7al2z3_broader_non_oi_numeric_preflight_contract/a7al2z3_manifest.json,PASS_A7AL2Z3_BROADER_NON_OI_NUMERIC_PREFLIGHT_CONTRACT_READY_FOR_Z4,contract,True,False,False,False,False,,,engineering_pass_signal_hold,Z-series frozen as engineering diagnostics with signal hold,4
A7AL-2Z4,48d205b,reports/CRYPTO_A7AL2Z4_BROADER_NON_OI_NUMERIC_REPLAY_PREFLIGHT_20260529.md,runtime/a7al2z4_broader_non_oi_numeric_replay_preflight,runtime/a7al2z4_broader_non_oi_numeric_replay_preflight/a7al2z4_manifest.json,HOLD_A7AL2Z4_NO_NUMERIC_PREFLIGHT_CLUES,hold,False,False,False,False,False,,,engineering_pass_signal_hold,Z-series frozen as engineering diagnostics with signal hold,8
A7AL-2Z4F,48d205b,reports/CRYPTO_A7AL2Z4F_BROADER_NON_OI_PREFLIGHT_FORENSIC_20260529.md,runtime/a7al2z4f_broader_non_oi_preflight_forensic,runtime/a7al2z4f_broader_non_oi_preflight_forensic/a7al2z4f_manifest.json,HOLD_A7AL2Z4F_PRE_MAY_SIGNAL_CONTROL_OR_LAG_FRAGILE,hold,False,False,False,False,False,,,engineering_pass_signal_hold,Z-series frozen as engineering diagnostics with signal hold,8
A7AL-2Z5,48d205b,reports/CRYPTO_A7AL2Z5_BROADER_NON_OI_MULTI_HORIZON_DIAGNOSTIC_20260529.md,runtime/a7al2z5_broader_non_oi_multi_horizon_diagnostic,runtime/a7al2z5_broader_non_oi_multi_horizon_diagnostic/a7al2z5_manifest.json,HOLD_A7AL2Z5_NO_MULTI_HORIZON_PREFLIGHT_CLUES,hold,False,False,False,False,False,,,engineering_pass_signal_hold,Z-series frozen as engineering diagnostics with signal hold,7
A7AL-2Z6,dd9549c,reports/CRYPTO_A7AL2Z6_RESPONSE_GUIDED_MUTATION_CONTRACT_20260529.md,runtime/a7al2z6_response_guided_mutation_contract,runtime/a7al2z6_response_guided_mutation_contract/a7al2z6_manifest.json,PASS_A7AL2Z6_RESPONSE_GUIDED_MUTATION_CONTRACT_READY_FOR_Z7,contract,True,False,False,False,False,,,engineering_pass_signal_hold,Z-series frozen as engineering diagnostics with signal hold,6
A7AL-2Z7,dd9549c,reports/CRYPTO_A7AL2Z7_RESPONSE_GUIDED_DRY_GENERATION_20260529.md,runtime/a7al2z7_response_guided_dry_generation,runtime/a7al2z7_response_guided_dry_generation/a7al2z7_manifest.json,PASS_A7AL2Z7_RESPONSE_GUIDED_DRY_GENERATION_READY_FOR_Z8,diagnostic,True,False,False,False,False,,,engineering_pass_signal_hold,Z-series frozen as engineering diagnostics with signal hold,6
A7AL-2Z8,dd9549c,reports/CRYPTO_A7AL2Z8_RESPONSE_GUIDED_MATERIALIZATION_REPAIR_20260529.md,runtime/a7al2z8_response_guided_materialization_repair,runtime/a7al2z8_response_guided_materialization_repair/a7al2z8_manifest.json,HOLD_A7AL2Z8_REPAIR_QUOTA_OR_ACTIVITY_FAILURE,hold,False,False,False,False,False,,,engineering_pass_signal_hold,Z-series frozen as engineering diagnostics with signal hold,6
A7AL-2Z8P,dd9549c,reports/CRYPTO_A7AL2Z8P_PARTIAL_VIABLE_QUEUE_AUTHORIZATION_20260529.md,runtime/a7al2z8p_partial_viable_queue_authorization,runtime/a7al2z8p_partial_viable_queue_authorization/a7al2z8p_manifest.json,PASS_A7AL2Z8P_PARTIAL_VIABLE_QUEUE_READY_FOR_Z9_DIAGNOSTIC,diagnostic,True,False,False,False,False,,,engineering_pass_signal_hold,Z-series frozen as engineering diagnostics with signal hold,5
A7AL-2Z9,dd9549c,reports/CRYPTO_A7AL2Z9_RESPONSE_GUIDED_PARTIAL_NUMERIC_DIAGNOSTIC_20260529.md,runtime/a7al2z9_response_guided_partial_numeric_diagnostic,runtime/a7al2z9_response_guided_partial_numeric_diagnostic/a7al2z9_manifest.json,HOLD_A7AL2Z9_NO_RESPONSE_GUIDED_PARTIAL_NUMERIC_CLUES,hold,False,False,False,False,False,,,engineering_pass_signal_hold,Z-series frozen as engineering diagnostics with signal hold,7
A7AL0,b4af964,reports/CRYPTO_A7AL0_TOP498_LATENT_NEUTRAL_ALPHA_SEARCH_CONTRACT_20260527.md,runtime/a7al0_top498_alpha_search_contract,runtime/a7al0_top498_alpha_search_contract/a7ak_lv_train_only_state_freeze_manifest.json,NO_DECISION_FIELD,governance_or_audit,False,False,False,False,False,,,valid_or_historical_record,,14
A7AL0F,b4af964,reports/CRYPTO_A7AL0F_DERIVED_FEATURE_ENGINEERING_CONTRACT_20260527.md,runtime/a7al0f_derived_feature_engineering_contract,runtime/a7al0f_derived_feature_engineering_contract/a7al0f_manifest.json,PASS_A7AL0F_DERIVED_FEATURE_ENGINEERING_CONTRACT,contract,True,False,False,False,False,,,valid_or_historical_record,,5
A7AL0G,3f795d9,reports/CRYPTO_A7AL0G_UPPER_REGIME_STATE_BUILDER_20260527.md,runtime/a7al0g_upper_regime_state_builder,runtime/a7al0g_upper_regime_state_builder/a7al0g_manifest.json,PASS_A7AL0G_UPPER_REGIME_STATE_BUILDER,governance_or_audit,True,False,False,False,False,,,valid_or_historical_record,,5
A7AL0L,b4af964,reports/CRYPTO_A7AL0L_FIXED_DELAY_STRESS_ABOLITION_20260527.md,runtime/a7al0l_fixed_delay_stress_abolition,runtime/a7al0l_fixed_delay_stress_abolition/a7al0l_manifest.json,PASS_A7AL0L_FIXED_DELAY_STRESS_ABOLISHED,governance_or_audit,True,False,False,False,False,,,valid_or_historical_record,,2
A7AL0P,b4af964,reports/CRYPTO_A7AL0P_PRETRAIN_READINESS_GATE_20260527.md,runtime/a7al0p_pretrain_readiness_gate,runtime/a7al0p_pretrain_readiness_gate/a7al0p_manifest.json,PASS_A7AL0P_PRETRAIN_READY_FOR_A7AL1_FIELD_FAMILY_BASELINE,governance_or_audit,True,False,False,False,False,,,valid_or_historical_record,,2
A7AL0R,b4af964,reports/CRYPTO_A7AL0R_CODE_FEATURE_REGIME_READINESS_AUDIT_20260527.md,runtime/a7al0r_code_feature_regime_readiness_audit,,NO_DECISION_FIELD,governance_or_audit,False,False,False,False,False,,,valid_or_historical_record,,7
A7AL1,6232a96,reports/CRYPTO_A7AL1_FIELD_FAMILY_NEUTRALIZED_BASELINE_20260527.md,runtime/a7al1_field_family_neutralized_baseline,runtime/a7al1_field_family_neutralized_baseline/a7al1_manifest.json,HOLD_A7AL1_CONTROL_CONTAMINATION,hold,False,False,False,False,False,,,hold,,7
A7AL1B,6232a96,reports/CRYPTO_A7AL1B_CONTROL_LATENCY_FORENSIC_20260527.md,runtime/a7al1b_control_latency_forensic,runtime/a7al1b_control_latency_forensic/a7al1b_manifest.json,HOLD_A7AL1B_WRONG_LAG_CONTAMINATION_CONFIRMED,hold,False,False,False,False,False,,,hold,,5
A7AO,ce2155d,reports/CRYPTO_A7AO0_OKX_CROSS_EXCHANGE_LIGHT_ACCEPTANCE_20260526.md,runtime/a7ao_okx_cross_exchange_light_acceptance,runtime/a7ao_okx_cross_exchange_light_acceptance/a7ao_manifest.json,PASS_A7AO_OKX_LIGHT_SAMPLE_ACCEPTED_FOR_TELEMETRY_AND_SPREAD_AUDIT,governance_or_audit,False,False,False,False,False,,,valid_or_historical_record,,6
A7AP0,12c436b,reports/CRYPTO_A7AP0_OKX_BINANCE_CROSS_EXCHANGE_ACCEPTANCE_20260527.md,runtime/a7ap0_cross_exchange_overlay_acceptance,runtime/a7ap0_cross_exchange_overlay_acceptance/a7ap0_manifest.json,PASS_A7AP0_CROSS_EXCHANGE_OVERLAY_ACCEPTED_WITH_PRICE_SCALE_QUARANTINE,governance_or_audit,True,False,False,False,False,,,valid_or_historical_record,,8
A7AP1,12c436b,reports/CRYPTO_A7AP1_CROSS_EXCHANGE_FIELD_SMOKE_20260527.md,runtime/a7ap1_cross_exchange_field_smoke,runtime/a7ap1_cross_exchange_field_smoke/a7ap1_manifest.json,PASS_A7AP1_CROSS_EXCHANGE_FIELD_SMOKE_DIAGNOSTIC_ONLY,smoke,False,False,False,False,False,,,valid_or_historical_record,,4
A7AP2,4284205,reports/CRYPTO_A7AP2_MULTIPLIER_PRICE_SCALE_REPAIR_20260527.md,runtime/a7ap2_multiplier_price_scale_repair,runtime/a7ap2_multiplier_price_scale_repair/a7ap2_manifest.json,PASS_A7AP2_MULTIPLIER_PRICE_SCALE_REPAIR_DIAGNOSTIC_READY,diagnostic,False,False,False,False,False,,,valid_or_historical_record,,5
A7AP3,10a1ebd,reports/CRYPTO_A7AP3_REPAIRED_OVERLAY_EXPERIMENT_HANDOFF_20260527.md,runtime/a7ap3_repaired_overlay_experiment_handoff,runtime/a7ap3_repaired_overlay_experiment_handoff/a7ap3_manifest.json,PASS_A7AP3_REPAIRED_OVERLAY_HANDOFF_DIAGNOSTIC_ONLY,diagnostic,False,False,False,False,False,,,valid_or_historical_record,,5
A7AR-0,b4af964,reports/CRYPTO_A7AR0_CN_ENGINE_INHERITANCE_AUDIT_20260527.md,runtime/a7ar0_cn_engine_inheritance_audit,runtime/a7ar0_cn_engine_inheritance_audit/a7ar0_manifest.json,PASS_A7AR0_CN_ENGINE_FLOW_UNDERSTOOD_ADAPTER_REQUIRED,governance_or_audit,False,False,False,False,False,,,valid_or_historical_record,,7
A7AR-1,6199a9b,reports/CRYPTO_A7AR1_FORMULA_ENGINE_ADAPTER_SMOKE_20260527.md,runtime/a7ar1_formula_engine_adapter_smoke,runtime/a7ar1_formula_engine_adapter_smoke/a7ar1_manifest.json,PASS_A7AR1_FORMULA_ENGINE_ADAPTER_SMOKE,smoke,False,False,False,False,False,,,valid_or_historical_record,,8
A7AR-2,f481314,reports/CRYPTO_A7AR2_FEATURE_ALGEBRA_PARITY_SMOKE_20260527.md,runtime/a7ar2_feature_algebra_parity_smoke,runtime/a7ar2_feature_algebra_parity_smoke/a7ar2_manifest.json,PASS_A7AR2_FEATURE_ALGEBRA_PARITY_SMOKE,smoke,False,False,False,False,False,,,valid_or_historical_record,,7
A7AR-3,f481314,reports/CRYPTO_A7AR3_FRESH_MEMORY_DEDUP_SMOKE_20260527.md,runtime/a7ar3_fresh_memory_dedup_smoke,runtime/a7ar3_fresh_memory_dedup_smoke/a7ar3_manifest.json,PASS_A7AR3_FRESH_MEMORY_DEDUP_SMOKE,smoke,False,False,False,False,False,,,valid_or_historical_record,,8
A7AR-4,f481314,reports/CRYPTO_A7AR4_SELECTOR_ADAPTER_SMOKE_20260527.md,runtime/a7ar4_selector_adapter_smoke,runtime/a7ar4_selector_adapter_smoke/a7ar4_manifest.json,PASS_A7AR4_SELECTOR_ADAPTER_SMOKE,smoke,True,False,False,False,False,,,valid_or_historical_record,,10
A7AR-6,b58ad78,reports/CRYPTO_A7AR6_CN_MATURE_CHAIN_PARITY_GAP_AUDIT_20260528.md,runtime/a7ar6_cn_mature_chain_parity_gap_audit,runtime/a7ar6_cn_mature_chain_parity_gap_audit/a7ar6_manifest.json,PASS_A7AR6_PARITY_AUDIT_COMPLETE_REQUIRES_A7AL2V_A7AR7,governance_or_audit,True,False,False,False,False,,,valid_or_historical_record,,4
A7AR-7,52b6e46,reports/CRYPTO_A7AR7_SHARED_CANDIDATE_POOL_20260528.md,runtime/a7ar7_shared_candidate_pool,runtime/a7ar7_shared_candidate_pool/a7ar7_manifest.json,PASS_A7AR7_SHARED_CANDIDATE_POOL_READY_FOR_A7AL2V,governance_or_audit,True,False,False,False,False,,,valid_or_historical_record,,7
A7AR-8,55f40b9,reports/CRYPTO_A7AR8_SIGNAL_VECTOR_CLUSTER_REGISTRY_20260528.md,runtime/a7ar8_signal_vector_cluster_registry,runtime/a7ar8_signal_vector_cluster_registry/a7ar8_manifest.json,HOLD_A7AR8_SELECTED_QUEUE_STRESS_VETO_NO_EXPANSION,hold,False,False,False,False,False,,,hold,,8
A7AS0,4a753fe,reports/CRYPTO_A7AS0_V2_DATA_ACCEPTANCE_20260527.md,runtime/a7as0_v2_data_acceptance,runtime/a7as0_v2_data_acceptance/a7as0_manifest.json,PASS_A7AS0_V2_DATA_ACCEPTANCE_READY_FOR_A7AL2G,governance_or_audit,True,False,False,False,False,,,valid_or_historical_record,,6
A7FF-0,b725826,reports/CRYPTO_A7FF0_FIELD_ONTOLOGY_V2_20260530.md,runtime/a7ff0_field_ontology_v2,runtime/a7ff0_field_ontology_v2/a7ff0_manifest.json,PASS_A7FF0_FIELD_ONTOLOGY_V2_BUILT,governance_or_audit,False,False,False,False,False,,,valid_or_historical_record,,3
A7FF-1,b725826,reports/CRYPTO_A7FF1_OPERATOR_PROBING_20260530.md,runtime/a7ff1_operator_probing,runtime/a7ff1_operator_probing/a7ff1_manifest.json,PASS_A7FF1_OPERATOR_PROBING_READY_FOR_PAIR_CLUSTERING,governance_or_audit,False,False,False,False,False,,,valid_or_historical_record,,4
A7FF-10-COMPANY-PARALLEL-AGGREGATE,609b45d,reports/CRYPTO_A7FF_VERSION_20260530_A7FFR_TO_A7FF24R.md,runtime/a7ff10_company_parallel_aggregate,runtime/a7ff10_company_parallel_aggregate/a7ff10_manifest.json,PASS_A7FF10_COMPANY_PARALLEL_NUMERIC_AGGREGATE_BUILT,governance_or_audit,False,False,False,False,False,,,valid_or_historical_record,,6
A7FF-10S00,e5a6a4a,reports/CRYPTO_A7FF10S00_COMPANY_NUMERIC_PROBE_20260530.md,runtime/a7ff10_company_numeric_probe_shard_00,runtime/a7ff10_company_numeric_probe_shard_00/a7ff10s00_manifest.json,PASS_A7FF10S00_NUMERIC_PROBE_CLUES_FOUND_NO_SEARCH_AUTH,governance_or_audit,False,False,False,False,False,,,valid_or_historical_record,,11
A7FF-10S01,e5a6a4a,reports/CRYPTO_A7FF10S01_COMPANY_NUMERIC_PROBE_20260530.md,runtime/a7ff10_company_numeric_probe_shard_01,runtime/a7ff10_company_numeric_probe_shard_01/a7ff10s01_manifest.json,PASS_A7FF10S01_NUMERIC_PROBE_CLUES_FOUND_NO_SEARCH_AUTH,governance_or_audit,False,False,False,False,False,,,valid_or_historical_record,,11
A7FF-10S02,e5a6a4a,reports/CRYPTO_A7FF10S02_COMPANY_NUMERIC_PROBE_20260530.md,runtime/a7ff10_company_numeric_probe_shard_02,runtime/a7ff10_company_numeric_probe_shard_02/a7ff10s02_manifest.json,PASS_A7FF10S02_NUMERIC_PROBE_CLUES_FOUND_NO_SEARCH_AUTH,governance_or_audit,False,False,False,False,False,,,valid_or_historical_record,,11
A7FF-10S03,e5a6a4a,reports/CRYPTO_A7FF10S03_COMPANY_NUMERIC_PROBE_20260530.md,runtime/a7ff10_company_numeric_probe_shard_03,runtime/a7ff10_company_numeric_probe_shard_03/a7ff10s03_manifest.json,PASS_A7FF10S03_NUMERIC_PROBE_CLUES_FOUND_NO_SEARCH_AUTH,governance_or_audit,False,False,False,False,False,,,valid_or_historical_record,,11
A7FF-11-SELECTED-QUEUE-TRIAGE,609b45d,reports/CRYPTO_A7FF_VERSION_20260530_A7FFR_TO_A7FF24R.md,runtime/a7ff11_selected_queue_triage,runtime/a7ff11_selected_queue_triage/a7ff11_manifest.json,PASS_A7FF11_TRIAGE_READY_FOR_A7FF12_NUMERIC_WAVE_WITH_LABEL_DIVERSITY_WARNING,governance_or_audit,True,False,False,False,False,,,valid_or_historical_record,,11
A7FF-11R-COMPANY-RUNNER-CONTRACT,609b45d,reports/CRYPTO_A7FF_VERSION_20260530_A7FFR_TO_A7FF24R.md,runtime/a7ff11_company_runner_contract,runtime/a7ff11_company_runner_contract/a7ff11r_manifest.json,PASS_A7FF11R_COMPANY_RUNNER_CONTRACT_READY_WITH_MANIFEST_POLLING_REQUIRED,contract,True,False,False,False,False,,,valid_or_historical_record,,5
A7FF-12-COMPANY-NUMERIC-WAVE-AGGREGATE,609b45d,reports/CRYPTO_A7FF_VERSION_20260530_A7FFR_TO_A7FF24R.md,runtime/a7ff12_company_wave_aggregate,runtime/a7ff12_company_wave_aggregate/a7ff12_manifest.json,PASS_A7FF12_COMPANY_NUMERIC_WAVE_AGGREGATE_BUILT,governance_or_audit,False,False,False,False,False,,,valid_or_historical_record,,5
A7FF-12-NUMERIC-WAVE-QUEUE-CONTRACT,609b45d,reports/CRYPTO_A7FF_VERSION_20260530_A7FFR_TO_A7FF24R.md,runtime/a7ff12_numeric_wave_queue_contract,runtime/a7ff12_numeric_wave_queue_contract/a7ff12_manifest.json,PASS_A7FF12_NUMERIC_WAVE_QUEUE_READY_FOR_COMPANY_EXECUTION,governance_or_audit,False,False,False,False,False,,,valid_or_historical_record,,7
A7FF-12S00,bdba34e,reports/CRYPTO_A7FF12S00_COMPANY_NUMERIC_PROBE_20260530.md,runtime/a7ff12_company_numeric_probe_shard_00,runtime/a7ff12_company_numeric_probe_shard_00/a7ff12s00_manifest.json,PASS_A7FF12S00_NUMERIC_PROBE_CLUES_FOUND_NO_SEARCH_AUTH,governance_or_audit,False,False,False,False,False,,,valid_or_historical_record,,11
A7FF-12S01,bdba34e,reports/CRYPTO_A7FF12S01_COMPANY_NUMERIC_PROBE_20260530.md,runtime/a7ff12_company_numeric_probe_shard_01,runtime/a7ff12_company_numeric_probe_shard_01/a7ff12s01_manifest.json,PASS_A7FF12S01_NUMERIC_PROBE_CLUES_FOUND_NO_SEARCH_AUTH,governance_or_audit,False,False,False,False,False,,,valid_or_historical_record,,11
