candidate_id,engine,arm,seed,ordinal,family,object_type,signal_mode,expression,expr_hash,horizon,source_fields,source_field_families,operator_signature,formula_depth,may_used_for_generation,may_used_for_static_score,static_score,selected_for_strict_replay
e0_current_a7l_manual_generator_s4_02950,E0_current_A7L_manual_generator,E0_current_A7L_manual_generator,4,2950,manual_a7l_control,generated_candidate,original,"Mul(Mul(ZScore(quote_asset_volume),Rank(realized_vol_24)),Rank(quote_volume_mean_24))",59c11914ed6a5994,24,quote_asset_volume;quote_volume_mean_24;realized_vol_24,liquidity;volatility,Mul;Rank;ZScore,3,False,False,1.2143670000000002,True
e0_current_a7l_manual_generator_s4_02970,E0_current_A7L_manual_generator,E0_current_A7L_manual_generator,4,2970,manual_a7l_control,generated_candidate,original,"Mul(Mul(ZScore(quote_asset_volume),ZScore(realized_vol_12)),Rank(number_of_trades))",1e9f2cd652b8f25c,24,number_of_trades;quote_asset_volume;realized_vol_12,liquidity;volatility,Mul;Rank;ZScore,3,False,False,1.2143670000000002,True
e0_current_a7l_manual_generator_s4_02994,E0_current_A7L_manual_generator,E0_current_A7L_manual_generator,4,2994,manual_a7l_control,generated_candidate,original,"Mul(Mul(ZScore(quote_asset_volume),Rank(abs_ret_1)),Rank(quote_asset_volume))",ec0ea7ad7cc406ac,24,abs_ret_1;quote_asset_volume,liquidity;volatility,Mul;Rank;ZScore,3,False,False,1.2143670000000002,True
e0_current_a7l_manual_generator_s4_02998,E0_current_A7L_manual_generator,E0_current_A7L_manual_generator,4,2998,manual_a7l_control,generated_candidate,original,"Mul(Mul(Rank(quote_asset_volume),ZScore(quote_volume_mean_6)),Rank(abs_ret_1))",b7367895c4a6fde4,24,abs_ret_1;quote_asset_volume;quote_volume_mean_6,liquidity;volatility,Mul;Rank;ZScore,3,False,False,1.2143670000000002,True
e0_current_a7l_manual_generator_s4_03246,E0_current_A7L_manual_generator,E0_current_A7L_manual_generator,4,3246,manual_a7l_control,generated_candidate,original,"Mul(Mul(ZScore(hl_range),ZScore(quote_asset_volume)),Rank(number_of_trades))",7f8941b22646eb42,24,hl_range;number_of_trades;quote_asset_volume,liquidity;volatility,Mul;Rank;ZScore,3,False,False,1.2143670000000002,True
e0_current_a7l_manual_generator_s4_03274,E0_current_A7L_manual_generator,E0_current_A7L_manual_generator,4,3274,manual_a7l_control,generated_candidate,original,"Mul(Mul(ZScore(hl_range),Rank(avg_trade_size_quote)),Rank(abs_ret_1))",bafd060c3e44d52b,24,abs_ret_1;avg_trade_size_quote;hl_range,liquidity;volatility,Mul;Rank;ZScore,3,False,False,1.2143670000000002,True
e0_current_a7l_manual_generator_s4_03278,E0_current_A7L_manual_generator,E0_current_A7L_manual_generator,4,3278,manual_a7l_control,generated_candidate,original,"Mul(Mul(Rank(hl_range),ZScore(number_of_trades)),Rank(realized_vol_6))",5e271af736255deb,24,hl_range;number_of_trades;realized_vol_6,liquidity;volatility,Mul;Rank;ZScore,3,False,False,1.2143670000000002,True
e0_current_a7l_manual_generator_s4_03342,E0_current_A7L_manual_generator,E0_current_A7L_manual_generator,4,3342,manual_a7l_control,generated_candidate,original,"Mul(Mul(ZScore(quote_volume_mean_12),Rank(realized_vol_24)),Rank(quote_volume_mean_6))",e1b946c69e2357fb,24,quote_volume_mean_12;quote_volume_mean_6;realized_vol_24,liquidity;volatility,Mul;Rank;ZScore,3,False,False,1.2143670000000002,True
e0_current_a7l_manual_generator_s4_03346,E0_current_A7L_manual_generator,E0_current_A7L_manual_generator,4,3346,manual_a7l_control,generated_candidate,original,"Mul(Mul(ZScore(quote_volume_mean_12),Rank(quote_asset_volume)),Rank(realized_vol_24))",cd6aa7d6b4b4795e,24,quote_asset_volume;quote_volume_mean_12;realized_vol_24,liquidity;volatility,Mul;Rank;ZScore,3,False,False,1.2143670000000002,True
e0_current_a7l_manual_generator_s4_03362,E0_current_A7L_manual_generator,E0_current_A7L_manual_generator,4,3362,manual_a7l_control,generated_candidate,original,"Mul(Mul(ZScore(quote_volume_mean_12),ZScore(realized_vol_12)),Rank(quote_asset_volume))",c42d6b165f105d3f,24,quote_asset_volume;quote_volume_mean_12;realized_vol_12,liquidity;volatility,Mul;Rank;ZScore,3,False,False,1.2143670000000002,True
e0_current_a7l_manual_generator_s4_03386,E0_current_A7L_manual_generator,E0_current_A7L_manual_generator,4,3386,manual_a7l_control,generated_candidate,original,"Mul(Mul(ZScore(quote_volume_mean_12),Rank(abs_ret_1)),Rank(quote_volume_mean_12))",66194a6cf34c49e6,24,abs_ret_1;quote_volume_mean_12,liquidity;volatility,Mul;Rank;ZScore,3,False,False,1.2143670000000002,True
e0_current_a7l_manual_generator_s4_03390,E0_current_A7L_manual_generator,E0_current_A7L_manual_generator,4,3390,manual_a7l_control,generated_candidate,original,"Mul(Mul(Rank(quote_volume_mean_12),ZScore(quote_volume_mean_6)),Rank(hl_range))",5c1b8b862348677c,24,hl_range;quote_volume_mean_12;quote_volume_mean_6,liquidity;volatility,Mul;Rank;ZScore,3,False,False,1.2143670000000002,True
e0_current_a7l_manual_generator_s4_03406,E0_current_A7L_manual_generator,E0_current_A7L_manual_generator,4,3406,manual_a7l_control,generated_candidate,original,"Mul(Mul(ZScore(quote_volume_mean_12),ZScore(realized_vol_6)),Rank(avg_trade_size_quote))",102ac87ca100fb6b,24,avg_trade_size_quote;quote_volume_mean_12;realized_vol_6,liquidity;volatility,Mul;Rank;ZScore,3,False,False,1.2143670000000002,True
e0_current_a7l_manual_generator_s4_03434,E0_current_A7L_manual_generator,E0_current_A7L_manual_generator,4,3434,manual_a7l_control,generated_candidate,original,"Mul(Mul(Rank(realized_vol_12),ZScore(quote_volume_mean_24)),Rank(quote_volume_mean_6))",33332866b3157149,24,quote_volume_mean_24;quote_volume_mean_6;realized_vol_12,liquidity;volatility,Mul;Rank;ZScore,3,False,False,1.2143670000000002,True
e0_current_a7l_manual_generator_s4_03462,E0_current_A7L_manual_generator,E0_current_A7L_manual_generator,4,3462,manual_a7l_control,generated_candidate,original,"Mul(Mul(ZScore(realized_vol_12),Rank(quote_volume_mean_12)),Rank(realized_vol_6))",29bfd35b513842a2,24,quote_volume_mean_12;realized_vol_12;realized_vol_6,liquidity;volatility,Mul;Rank;ZScore,3,False,False,1.2143670000000002,True
e0_current_a7l_manual_generator_s4_03662,E0_current_A7L_manual_generator,E0_current_A7L_manual_generator,4,3662,manual_a7l_control,generated_candidate,original,"Mul(Mul(ZScore(avg_trade_size_quote),Rank(realized_vol_12)),Rank(quote_volume_mean_12))",325a1ba1d65e003d,24,avg_trade_size_quote;quote_volume_mean_12;realized_vol_12,liquidity;volatility,Mul;Rank;ZScore,3,False,False,1.2143670000000002,True
e0_current_a7l_manual_generator_s4_03730,E0_current_A7L_manual_generator,E0_current_A7L_manual_generator,4,3730,manual_a7l_control,generated_candidate,original,"Mul(Mul(ZScore(number_of_trades),ZScore(quote_volume_mean_24)),Rank(realized_vol_6))",82c819cefb5308f1,24,number_of_trades;quote_volume_mean_24;realized_vol_6,liquidity;volatility,Mul;Rank;ZScore,3,False,False,1.2143670000000002,True
e0_current_a7l_manual_generator_s4_03734,E0_current_A7L_manual_generator,E0_current_A7L_manual_generator,4,3734,manual_a7l_control,generated_candidate,original,"Mul(Mul(ZScore(number_of_trades),Rank(realized_vol_24)),Rank(abs_ret_1))",53a7c0a18036cfb0,24,abs_ret_1;number_of_trades;realized_vol_24,liquidity;volatility,Mul;Rank;ZScore,3,False,False,1.2143670000000002,True
e0_current_a7l_manual_generator_s4_03738,E0_current_A7L_manual_generator,E0_current_A7L_manual_generator,4,3738,manual_a7l_control,generated_candidate,original,"Mul(Mul(ZScore(number_of_trades),Rank(quote_asset_volume)),Rank(realized_vol_6))",8a1c72ef96e3c6a3,24,number_of_trades;quote_asset_volume;realized_vol_6,liquidity;volatility,Mul;Rank;ZScore,3,False,False,1.2143670000000002,True
e0_current_a7l_manual_generator_s4_03778,E0_current_A7L_manual_generator,E0_current_A7L_manual_generator,4,3778,manual_a7l_control,generated_candidate,original,"Mul(Mul(ZScore(number_of_trades),Rank(abs_ret_1)),Rank(quote_volume_mean_24))",74581e4bf75d498e,24,abs_ret_1;number_of_trades;quote_volume_mean_24,liquidity;volatility,Mul;Rank;ZScore,3,False,False,1.2143670000000002,True
e0_current_a7l_manual_generator_s4_03782,E0_current_A7L_manual_generator,E0_current_A7L_manual_generator,4,3782,manual_a7l_control,generated_candidate,original,"Mul(Mul(Rank(number_of_trades),ZScore(quote_volume_mean_6)),Rank(realized_vol_12))",f10640ee8886f1ad,24,number_of_trades;quote_volume_mean_6;realized_vol_12,liquidity;volatility,Mul;Rank;ZScore,3,False,False,1.2143670000000002,True
e0_current_a7l_manual_generator_s4_03798,E0_current_A7L_manual_generator,E0_current_A7L_manual_generator,4,3798,manual_a7l_control,generated_candidate,original,"Mul(Mul(ZScore(number_of_trades),ZScore(realized_vol_6)),Rank(number_of_trades))",b5c6cc4b9b88e0a4,24,number_of_trades;realized_vol_6,liquidity;volatility,Mul;Rank;ZScore,3,False,False,1.2143670000000002,True
e0_current_a7l_manual_generator_s4_03966,E0_current_A7L_manual_generator,E0_current_A7L_manual_generator,4,3966,manual_a7l_control,generated_candidate,original,"Mul(Mul(ZScore(abs_ret_1),Rank(avg_trade_size_quote)),Rank(realized_vol_12))",955fef40ef6fbb3e,24,abs_ret_1;avg_trade_size_quote;realized_vol_12,liquidity;volatility,Mul;Rank;ZScore,3,False,False,1.2143670000000002,True
e0_current_a7l_manual_generator_s4_04054,E0_current_A7L_manual_generator,E0_current_A7L_manual_generator,4,4054,manual_a7l_control,generated_candidate,original,"Mul(Mul(ZScore(quote_volume_mean_6),Rank(realized_vol_12)),Rank(quote_volume_mean_24))",7359cb728481b4e7,24,quote_volume_mean_24;quote_volume_mean_6;realized_vol_12,liquidity;volatility,Mul;Rank;ZScore,3,False,False,1.2143670000000002,True
e0_current_a7l_manual_generator_s4_04450,E0_current_A7L_manual_generator,E0_current_A7L_manual_generator,4,4450,manual_a7l_control,generated_candidate,original,"Mul(Mul(ZScore(realized_vol_6),Rank(number_of_trades)),Rank(realized_vol_24))",39ebf1a92b4deb09,24,number_of_trades;realized_vol_24;realized_vol_6,liquidity;volatility,Mul;Rank;ZScore,3,False,False,1.2143670000000002,True
e0_current_a7l_manual_generator_s4_00458,E0_current_A7L_manual_generator,E0_current_A7L_manual_generator,4,458,manual_a7l_control,generated_candidate,original,"Mul(Rank(quote_volume_mean_24),ZScore(realized_vol_24))",745dde00072c4d10,24,quote_volume_mean_24;realized_vol_24,liquidity;volatility,Mul;Rank;ZScore,2,False,False,1.1959482000000001,True
e0_current_a7l_manual_generator_s4_00486,E0_current_A7L_manual_generator,E0_current_A7L_manual_generator,4,486,manual_a7l_control,generated_candidate,original,"Mul(ZScore(quote_volume_mean_24),Rank(realized_vol_12))",f7f8a29a8219c01b,24,quote_volume_mean_24;realized_vol_12,liquidity;volatility,Mul;Rank;ZScore,2,False,False,1.1959482000000001,True
e0_current_a7l_manual_generator_s4_00530,E0_current_A7L_manual_generator,E0_current_A7L_manual_generator,4,530,manual_a7l_control,generated_candidate,original,"Mul(ZScore(quote_volume_mean_24),Rank(realized_vol_6))",13bbc5d4b53b67d2,24,quote_volume_mean_24;realized_vol_6,liquidity;volatility,Mul;Rank;ZScore,2,False,False,1.1959482000000001,True
e0_current_a7l_manual_generator_s4_00578,E0_current_A7L_manual_generator,E0_current_A7L_manual_generator,4,578,manual_a7l_control,generated_candidate,original,"Mul(Rank(realized_vol_24),ZScore(quote_volume_mean_12))",a1d70a39f2b28bf4,24,quote_volume_mean_12;realized_vol_24,liquidity;volatility,Mul;Rank;ZScore,2,False,False,1.1959482000000001,True
e0_current_a7l_manual_generator_s4_00610,E0_current_A7L_manual_generator,E0_current_A7L_manual_generator,4,610,manual_a7l_control,generated_candidate,original,"Mul(ZScore(realized_vol_24),Rank(quote_volume_mean_6))",27e7262504756701,24,quote_volume_mean_6;realized_vol_24,liquidity;volatility,Mul;Rank;ZScore,2,False,False,1.1959482000000001,True
e0_current_a7l_manual_generator_s4_00682,E0_current_A7L_manual_generator,E0_current_A7L_manual_generator,4,682,manual_a7l_control,generated_candidate,original,"Mul(ZScore(quote_asset_volume),Rank(realized_vol_12))",9751254b8a683f5a,24,quote_asset_volume;realized_vol_12,liquidity;volatility,Mul;Rank;ZScore,2,False,False,1.1959482000000001,True
e0_current_a7l_manual_generator_s4_00726,E0_current_A7L_manual_generator,E0_current_A7L_manual_generator,4,726,manual_a7l_control,generated_candidate,original,"Mul(ZScore(quote_asset_volume),Rank(realized_vol_6))",0a2043d9e5ac7fd4,24,quote_asset_volume;realized_vol_6,liquidity;volatility,Mul;Rank;ZScore,2,False,False,1.1959482000000001,True
e0_current_a7l_manual_generator_s4_00958,E0_current_A7L_manual_generator,E0_current_A7L_manual_generator,4,958,manual_a7l_control,generated_candidate,original,"Mul(ZScore(hl_range),Rank(quote_asset_volume))",7f77fe52ab857ee7,24,hl_range;quote_asset_volume,liquidity;volatility,Mul;Rank;ZScore,2,False,False,1.1959482000000001,True
e0_current_a7l_manual_generator_s4_00970,E0_current_A7L_manual_generator,E0_current_A7L_manual_generator,4,970,manual_a7l_control,generated_candidate,original,"Mul(Rank(hl_range),ZScore(quote_volume_mean_12))",2ee7a5a47e755e1f,24,hl_range;quote_volume_mean_12,liquidity;volatility,Mul;Rank;ZScore,2,False,False,1.1959482000000001,True
e0_current_a7l_manual_generator_s4_01002,E0_current_A7L_manual_generator,E0_current_A7L_manual_generator,4,1002,manual_a7l_control,generated_candidate,original,"Mul(ZScore(hl_range),Rank(quote_volume_mean_6))",693ffabe4c8b1ece,24,hl_range;quote_volume_mean_6,liquidity;volatility,Mul;Rank;ZScore,2,False,False,1.1959482000000001,True
e0_current_a7l_manual_generator_s4_01070,E0_current_A7L_manual_generator,E0_current_A7L_manual_generator,4,1070,manual_a7l_control,generated_candidate,original,"Mul(ZScore(quote_volume_mean_12),Rank(hl_range))",4e22111f9402dc1d,24,hl_range;quote_volume_mean_12,liquidity;volatility,Mul;Rank;ZScore,2,False,False,1.1959482000000001,True
e0_current_a7l_manual_generator_s4_01074,E0_current_A7L_manual_generator,E0_current_A7L_manual_generator,4,1074,manual_a7l_control,generated_candidate,original,"Mul(ZScore(quote_volume_mean_12),Rank(realized_vol_12))",98d2d7c586a689d2,24,quote_volume_mean_12;realized_vol_12,liquidity;volatility,Mul;Rank;ZScore,2,False,False,1.1959482000000001,True
e0_current_a7l_manual_generator_s4_01118,E0_current_A7L_manual_generator,E0_current_A7L_manual_generator,4,1118,manual_a7l_control,generated_candidate,original,"Mul(ZScore(quote_volume_mean_12),Rank(realized_vol_6))",d83edec870df2792,24,quote_volume_mean_12;realized_vol_6,liquidity;volatility,Mul;Rank;ZScore,2,False,False,1.1959482000000001,True
e0_current_a7l_manual_generator_s4_01154,E0_current_A7L_manual_generator,E0_current_A7L_manual_generator,4,1154,manual_a7l_control,generated_candidate,original,"Mul(ZScore(realized_vol_12),Rank(quote_asset_volume))",04765017573b7c19,24,quote_asset_volume;realized_vol_12,liquidity;volatility,Mul;Rank;ZScore,2,False,False,1.1959482000000001,True
e0_current_a7l_manual_generator_s4_01198,E0_current_A7L_manual_generator,E0_current_A7L_manual_generator,4,1198,manual_a7l_control,generated_candidate,original,"Mul(ZScore(realized_vol_12),Rank(quote_volume_mean_6))",82836758f2c3b4cd,24,quote_volume_mean_6;realized_vol_12,liquidity;volatility,Mul;Rank;ZScore,2,False,False,1.1959482000000001,True
e0_current_a7l_manual_generator_s4_01362,E0_current_A7L_manual_generator,E0_current_A7L_manual_generator,4,1362,manual_a7l_control,generated_candidate,original,"Mul(Rank(avg_trade_size_quote),ZScore(hl_range))",3f4b1fbdaa7be8a8,24,avg_trade_size_quote;hl_range,liquidity;volatility,Mul;Rank;ZScore,2,False,False,1.1959482000000001,True
e0_current_a7l_manual_generator_s4_01390,E0_current_A7L_manual_generator,E0_current_A7L_manual_generator,4,1390,manual_a7l_control,generated_candidate,original,"Mul(ZScore(avg_trade_size_quote),Rank(abs_ret_1))",d9a3f5588663b299,24,abs_ret_1;avg_trade_size_quote,liquidity;volatility,Mul;Rank;ZScore,2,False,False,1.1959482000000001,True
e0_current_a7l_manual_generator_s4_01462,E0_current_A7L_manual_generator,E0_current_A7L_manual_generator,4,1462,manual_a7l_control,generated_candidate,original,"Mul(ZScore(number_of_trades),Rank(hl_range))",010d07a538aa2ab0,24,hl_range;number_of_trades,liquidity;volatility,Mul;Rank;ZScore,2,False,False,1.1959482000000001,True
e0_current_a7l_manual_generator_s4_01470,E0_current_A7L_manual_generator,E0_current_A7L_manual_generator,4,1470,manual_a7l_control,generated_candidate,original,"Mul(Rank(number_of_trades),ZScore(realized_vol_12))",c51727deb93d4dc1,24,number_of_trades;realized_vol_12,liquidity;volatility,Mul;Rank;ZScore,2,False,False,1.1959482000000001,True
e0_current_a7l_manual_generator_s4_01510,E0_current_A7L_manual_generator,E0_current_A7L_manual_generator,4,1510,manual_a7l_control,generated_candidate,original,"Mul(ZScore(number_of_trades),Rank(realized_vol_6))",aa13505e9a2ba35f,24,number_of_trades;realized_vol_6,liquidity;volatility,Mul;Rank;ZScore,2,False,False,1.1959482000000001,True
e0_current_a7l_manual_generator_s4_01634,E0_current_A7L_manual_generator,E0_current_A7L_manual_generator,4,1634,manual_a7l_control,generated_candidate,original,"Mul(Rank(abs_ret_1),ZScore(quote_volume_mean_24))",07d6a8e679e160b1,24,abs_ret_1;quote_volume_mean_24,liquidity;volatility,Mul;Rank;ZScore,2,False,False,1.1959482000000001,True
e0_current_a7l_manual_generator_s4_01662,E0_current_A7L_manual_generator,E0_current_A7L_manual_generator,4,1662,manual_a7l_control,generated_candidate,original,"Mul(ZScore(abs_ret_1),Rank(quote_volume_mean_12))",c394b4fa4160ebea,24,abs_ret_1;quote_volume_mean_12,liquidity;volatility,Mul;Rank;ZScore,2,False,False,1.1959482000000001,True
e0_current_a7l_manual_generator_s4_01754,E0_current_A7L_manual_generator,E0_current_A7L_manual_generator,4,1754,manual_a7l_control,generated_candidate,original,"Mul(Rank(quote_volume_mean_6),ZScore(hl_range))",4814bf6693265550,24,hl_range;quote_volume_mean_6,liquidity;volatility,Mul;Rank;ZScore,2,False,False,1.1959482000000001,True
e0_current_a7l_manual_generator_s4_01786,E0_current_A7L_manual_generator,E0_current_A7L_manual_generator,4,1786,manual_a7l_control,generated_candidate,original,"Mul(Rank(quote_volume_mean_6),ZScore(abs_ret_1))",05fedb3b25643624,24,abs_ret_1;quote_volume_mean_6,liquidity;volatility,Mul;Rank;ZScore,2,False,False,1.1959482000000001,True
e0_current_a7l_manual_generator_s4_02114,E0_current_A7L_manual_generator,E0_current_A7L_manual_generator,4,2114,manual_a7l_control,generated_candidate,original,"Mul(Rank(realized_vol_6),ZScore(quote_volume_mean_24))",ef0e53d725cf6d48,24,quote_volume_mean_24;realized_vol_6,liquidity;volatility,Mul;Rank;ZScore,2,False,False,1.1959482000000001,True
e0_current_a7l_manual_generator_s4_02142,E0_current_A7L_manual_generator,E0_current_A7L_manual_generator,4,2142,manual_a7l_control,generated_candidate,original,"Mul(ZScore(realized_vol_6),Rank(quote_volume_mean_12))",7f67be456e529c25,24,quote_volume_mean_12;realized_vol_6,liquidity;volatility,Mul;Rank;ZScore,2,False,False,1.1959482000000001,True
e0_current_a7l_manual_generator_s4_02154,E0_current_A7L_manual_generator,E0_current_A7L_manual_generator,4,2154,manual_a7l_control,generated_candidate,original,"Mul(Rank(realized_vol_6),ZScore(avg_trade_size_quote))",5e4f3d63af96a738,24,avg_trade_size_quote;realized_vol_6,liquidity;volatility,Mul;Rank;ZScore,2,False,False,1.1959482000000001,True
e0_current_a7l_manual_generator_s4_02746,E0_current_A7L_manual_generator,E0_current_A7L_manual_generator,4,2746,manual_a7l_control,generated_candidate,original,"Mul(Mul(Rank(quote_volume_mean_24),Rank(realized_vol_24)),Rank(hl_range))",2f973dedecf9a75f,24,hl_range;quote_volume_mean_24;realized_vol_24,liquidity;volatility,Mul;Rank,3,False,False,1.1766046000000001,True
e0_current_a7l_manual_generator_s4_02978,E0_current_A7L_manual_generator,E0_current_A7L_manual_generator,4,2978,manual_a7l_control,generated_candidate,original,"Mul(Mul(Rank(quote_asset_volume),Rank(avg_trade_size_quote)),Rank(realized_vol_24))",7c9b5de2971ca658,24,avg_trade_size_quote;quote_asset_volume;realized_vol_24,liquidity;volatility,Mul;Rank,3,False,False,1.1766046000000001,True
e0_current_a7l_manual_generator_s4_03370,E0_current_A7L_manual_generator,E0_current_A7L_manual_generator,4,3370,manual_a7l_control,generated_candidate,original,"Mul(Mul(Rank(quote_volume_mean_12),Rank(avg_trade_size_quote)),Rank(realized_vol_6))",7d024b640a913cb1,24,avg_trade_size_quote;quote_volume_mean_12;realized_vol_6,liquidity;volatility,Mul;Rank,3,False,False,1.1766046000000001,True
e0_current_a7l_manual_generator_s4_03454,E0_current_A7L_manual_generator,E0_current_A7L_manual_generator,4,3454,manual_a7l_control,generated_candidate,original,"Mul(Mul(Rank(realized_vol_12),Rank(hl_range)),Rank(quote_asset_volume))",253c4a22c24a11c1,24,hl_range;quote_asset_volume;realized_vol_12,liquidity;volatility,Mul;Rank,3,False,False,1.1766046000000001,True
e0_current_a7l_manual_generator_s4_03758,E0_current_A7L_manual_generator,E0_current_A7L_manual_generator,4,3758,manual_a7l_control,generated_candidate,original,"Mul(Mul(Rank(number_of_trades),Rank(realized_vol_12)),Rank(hl_range))",da99c5e16c1e01d8,24,hl_range;number_of_trades;realized_vol_12,liquidity;volatility,Mul;Rank,3,False,False,1.1766046000000001,True
e0_current_a7l_manual_generator_s4_03922,E0_current_A7L_manual_generator,E0_current_A7L_manual_generator,4,3922,manual_a7l_control,generated_candidate,original,"Mul(Mul(Rank(abs_ret_1),Rank(quote_volume_mean_24)),Rank(realized_vol_6))",1b0099ccc0c54908,24,abs_ret_1;quote_volume_mean_24;realized_vol_6,liquidity;volatility,Mul;Rank,3,False,False,1.1766046000000001,True
e0_current_a7l_manual_generator_s4_04074,E0_current_A7L_manual_generator,E0_current_A7L_manual_generator,4,4074,manual_a7l_control,generated_candidate,original,"Mul(Mul(Rank(quote_volume_mean_6),Rank(abs_ret_1)),Rank(number_of_trades))",52646ca3686a5046,24,abs_ret_1;number_of_trades;quote_volume_mean_6,liquidity;volatility,Mul;Rank,3,False,False,1.1766046000000001,True
e0_current_a7l_manual_generator_s4_04402,E0_current_A7L_manual_generator,E0_current_A7L_manual_generator,4,4402,manual_a7l_control,generated_candidate,original,"Mul(Mul(Rank(realized_vol_6),Rank(quote_volume_mean_24)),Rank(hl_range))",5398945bee363b0a,24,hl_range;quote_volume_mean_24;realized_vol_6,liquidity;volatility,Mul;Rank,3,False,False,1.1766046000000001,True
e0_current_a7l_manual_generator_s4_04442,E0_current_A7L_manual_generator,E0_current_A7L_manual_generator,4,4442,manual_a7l_control,generated_candidate,original,"Mul(Mul(Rank(realized_vol_6),Rank(avg_trade_size_quote)),Rank(number_of_trades))",d636424f5b210972,24,avg_trade_size_quote;number_of_trades;realized_vol_6,liquidity;volatility,Mul;Rank,3,False,False,1.1766046000000001,True
e0_current_a7l_manual_generator_s4_00474,E0_current_A7L_manual_generator,E0_current_A7L_manual_generator,4,474,manual_a7l_control,generated_candidate,original,"Mul(Rank(quote_volume_mean_24),Rank(hl_range))",a0b755fa5be75a99,24,hl_range;quote_volume_mean_24,liquidity;volatility,Mul;Rank,2,False,False,1.1581858,True
e0_current_a7l_manual_generator_s4_00554,E0_current_A7L_manual_generator,E0_current_A7L_manual_generator,4,554,manual_a7l_control,generated_candidate,original,"Mul(Rank(realized_vol_24),Rank(quote_volume_mean_24))",d6cb725829040751,24,quote_volume_mean_24;realized_vol_24,liquidity;volatility,Mul;Rank,2,False,False,1.1581858,True
e0_current_a7l_manual_generator_s4_00558,E0_current_A7L_manual_generator,E0_current_A7L_manual_generator,4,558,manual_a7l_control,generated_candidate,original,"Mul(Rank(realized_vol_24),Rank(quote_asset_volume))",3ed77d19de528833,24,quote_asset_volume;realized_vol_24,liquidity;volatility,Mul;Rank,2,False,False,1.1581858,True
e0_current_a7l_manual_generator_s4_00594,E0_current_A7L_manual_generator,E0_current_A7L_manual_generator,4,594,manual_a7l_control,generated_candidate,original,"Mul(Rank(realized_vol_24),Rank(number_of_trades))",4a4a939b303d1f44,24,number_of_trades;realized_vol_24,liquidity;volatility,Mul;Rank,2,False,False,1.1581858,True
e0_current_a7l_manual_generator_s4_00670,E0_current_A7L_manual_generator,E0_current_A7L_manual_generator,4,670,manual_a7l_control,generated_candidate,original,"Mul(Rank(quote_asset_volume),Rank(hl_range))",d224eff9900cd80b,24,hl_range;quote_asset_volume,liquidity;volatility,Mul;Rank,2,False,False,1.1581858,True
e0_current_a7l_manual_generator_s4_00946,E0_current_A7L_manual_generator,E0_current_A7L_manual_generator,4,946,manual_a7l_control,generated_candidate,original,"Mul(Rank(hl_range),Rank(quote_volume_mean_24))",4d60b1243f40d8c3,24,hl_range;quote_volume_mean_24,liquidity;volatility,Mul;Rank,2,False,False,1.1581858,True
e0_current_a7l_manual_generator_s4_00986,E0_current_A7L_manual_generator,E0_current_A7L_manual_generator,4,986,manual_a7l_control,generated_candidate,original,"Mul(Rank(hl_range),Rank(number_of_trades))",6ef73e78da02663c,24,hl_range;number_of_trades,liquidity;volatility,Mul;Rank,2,False,False,1.1581858,True
e0_current_a7l_manual_generator_s4_01142,E0_current_A7L_manual_generator,E0_current_A7L_manual_generator,4,1142,manual_a7l_control,generated_candidate,original,"Mul(Rank(realized_vol_12),Rank(quote_volume_mean_24))",47d927f8f87f6680,24,quote_volume_mean_24;realized_vol_12,liquidity;volatility,Mul;Rank,2,False,False,1.1581858,True
e0_current_a7l_manual_generator_s4_01182,E0_current_A7L_manual_generator,E0_current_A7L_manual_generator,4,1182,manual_a7l_control,generated_candidate,original,"Mul(Rank(realized_vol_12),Rank(number_of_trades))",01cd9e5b5910f867,24,number_of_trades;realized_vol_12,liquidity;volatility,Mul;Rank,2,False,False,1.1581858,True
e0_current_a7l_manual_generator_s4_01342,E0_current_A7L_manual_generator,E0_current_A7L_manual_generator,4,1342,manual_a7l_control,generated_candidate,original,"Mul(Rank(avg_trade_size_quote),Rank(realized_vol_24))",125d2884a34713ec,24,avg_trade_size_quote;realized_vol_24,liquidity;volatility,Mul;Rank,2,False,False,1.1581858,True
e0_current_a7l_manual_generator_s4_01686,E0_current_A7L_manual_generator,E0_current_A7L_manual_generator,4,1686,manual_a7l_control,generated_candidate,original,"Mul(Rank(abs_ret_1),Rank(quote_volume_mean_6))",63d4fde0e49aad85,24,abs_ret_1;quote_volume_mean_6,liquidity;volatility,Mul;Rank,2,False,False,1.1581858,True
e0_current_a7l_manual_generator_s4_01734,E0_current_A7L_manual_generator,E0_current_A7L_manual_generator,4,1734,manual_a7l_control,generated_candidate,original,"Mul(Rank(quote_volume_mean_6),Rank(realized_vol_24))",3e7c9c130af559d6,24,quote_volume_mean_6;realized_vol_24,liquidity;volatility,Mul;Rank,2,False,False,1.1581858,True
e0_current_a7l_manual_generator_s4_02170,E0_current_A7L_manual_generator,E0_current_A7L_manual_generator,4,2170,manual_a7l_control,generated_candidate,original,"Mul(Rank(realized_vol_6),Rank(quote_volume_mean_6))",353136338c5303df,24,quote_volume_mean_6;realized_vol_6,liquidity;volatility,Mul;Rank,2,False,False,1.1581858,True
