blueprint_id,semantic_pair,motif,mutation_kind,field_count,fields,expression,unresolved_fields,contract_drift_fields,field_routes,gate_decision
a7ls28b_13c997e2f96d5f52,basis_premium_like|positioning_like,spread_rank,window_grid,2,mark_index_basis_bps;top_long_short_account_ratio_last,"Sub(CSRank(TSRank(mark_index_basis_bps,8)),CSRank(Abs(ZScore(Mean(top_long_short_account_ratio_last,36)))))",,,mark_index_basis_bps:base_schema;top_long_short_account_ratio_last:base_schema,PASS
a7ls28b_8fb081ff870d4da9,basis_premium_like|positioning_like,spread_rank,window_grid,2,mark_index_basis_bps;top_long_short_account_ratio_last,"Sub(CSRank(TSRank(mark_index_basis_bps,12)),CSRank(Abs(ZScore(Mean(top_long_short_account_ratio_last,36)))))",,,mark_index_basis_bps:base_schema;top_long_short_account_ratio_last:base_schema,PASS
a7ls28b_3c62b935c1987859,basis_premium_like|positioning_like,spread_rank,window_grid,2,mark_index_basis_bps;top_long_short_account_ratio_last,"Sub(CSRank(TSRank(mark_index_basis_bps,24)),CSRank(Abs(ZScore(Mean(top_long_short_account_ratio_last,36)))))",,,mark_index_basis_bps:base_schema;top_long_short_account_ratio_last:base_schema,PASS
a7ls28b_a3a17e93678f5ef7,basis_premium_like|positioning_like,spread_rank,window_grid,2,mark_index_basis_bps;top_long_short_account_ratio_last,"Sub(CSRank(TSRank(mark_index_basis_bps,48)),CSRank(Abs(ZScore(Mean(top_long_short_account_ratio_last,36)))))",,,mark_index_basis_bps:base_schema;top_long_short_account_ratio_last:base_schema,PASS
a7ls28b_583f8377e352b9d7,basis_premium_like|positioning_like,spread_rank,window_grid,2,mark_index_basis_bps;top_long_short_account_ratio_last,"Sub(CSRank(TSRank(mark_index_basis_bps,72)),CSRank(Abs(ZScore(Mean(top_long_short_account_ratio_last,36)))))",,,mark_index_basis_bps:base_schema;top_long_short_account_ratio_last:base_schema,PASS
a7ls28b_1a5dd7b8ce755fa7,basis_premium_like|positioning_like,spread_rank,window_grid,2,mark_index_basis_bps;top_long_short_account_ratio_last,"Sub(CSRank(TSRank(mark_index_basis_bps,96)),CSRank(Abs(ZScore(Mean(top_long_short_account_ratio_last,36)))))",,,mark_index_basis_bps:base_schema;top_long_short_account_ratio_last:base_schema,PASS
a7ls28b_016b00a86d3cbe8b,basis_premium_like|positioning_like,spread_rank,window_grid,2,mark_index_basis_bps;top_long_short_account_ratio_last,"Sub(CSRank(TSRank(mark_index_basis_bps,168)),CSRank(Abs(ZScore(Mean(top_long_short_account_ratio_last,36)))))",,,mark_index_basis_bps:base_schema;top_long_short_account_ratio_last:base_schema,PASS
a7ls28b_998899c6f44e4be9,basis_premium_like|positioning_like,spread_rank,window_grid,2,mark_index_basis_bps;top_long_short_account_ratio_last,"Sub(CSRank(TSRank(mark_index_basis_bps,240)),CSRank(Abs(ZScore(Mean(top_long_short_account_ratio_last,36)))))",,,mark_index_basis_bps:base_schema;top_long_short_account_ratio_last:base_schema,PASS
a7ls28b_a2be39b34803f06d,basis_premium_like|positioning_like,spread_rank,window_grid,2,mark_index_basis_bps;top_long_short_account_ratio_last,"Sub(CSRank(TSRank(mark_index_basis_bps,336)),CSRank(Abs(ZScore(Mean(top_long_short_account_ratio_last,36)))))",,,mark_index_basis_bps:base_schema;top_long_short_account_ratio_last:base_schema,PASS
a7ls28b_2119ca62311ea22e,basis_premium_like|positioning_like,spread_rank,window_grid,2,mark_index_basis_bps;top_long_short_account_ratio_last,"Sub(CSRank(TSRank(mark_index_basis_bps,504)),CSRank(Abs(ZScore(Mean(top_long_short_account_ratio_last,36)))))",,,mark_index_basis_bps:base_schema;top_long_short_account_ratio_last:base_schema,PASS
a7ls28b_20af52832128d35d,basis_premium_like|positioning_like,spread_rank,window_grid,2,global_long_short_account_ratio_mean;premium_close_bps,"Sub(CSRank(Delta(premium_close_bps,48)),CSRank(Mean(global_long_short_account_ratio_mean,4)))",,,global_long_short_account_ratio_mean:base_schema;premium_close_bps:base_schema,PASS
a7ls28b_598098f7bea603b7,basis_premium_like|positioning_like,spread_rank,window_grid,2,global_long_short_account_ratio_mean;premium_close_bps,"Sub(CSRank(Delta(premium_close_bps,48)),CSRank(Mean(global_long_short_account_ratio_mean,8)))",,,global_long_short_account_ratio_mean:base_schema;premium_close_bps:base_schema,PASS
a7ls28b_455b96a77dc3a7f4,basis_premium_like|positioning_like,spread_rank,window_grid,2,global_long_short_account_ratio_mean;premium_close_bps,"Sub(CSRank(Delta(premium_close_bps,48)),CSRank(Mean(global_long_short_account_ratio_mean,12)))",,,global_long_short_account_ratio_mean:base_schema;premium_close_bps:base_schema,PASS
a7ls28b_727cdb7847f294bd,basis_premium_like|positioning_like,spread_rank,window_grid,2,global_long_short_account_ratio_mean;premium_close_bps,"Sub(CSRank(Delta(premium_close_bps,48)),CSRank(Mean(global_long_short_account_ratio_mean,24)))",,,global_long_short_account_ratio_mean:base_schema;premium_close_bps:base_schema,PASS
a7ls28b_5f0ac63329650b1b,basis_premium_like|positioning_like,spread_rank,window_grid,2,global_long_short_account_ratio_mean;premium_close_bps,"Sub(CSRank(Delta(premium_close_bps,48)),CSRank(Mean(global_long_short_account_ratio_mean,48)))",,,global_long_short_account_ratio_mean:base_schema;premium_close_bps:base_schema,PASS
a7ls28b_e9dede3d853e556b,basis_premium_like|positioning_like,spread_rank,window_grid,2,global_long_short_account_ratio_mean;premium_close_bps,"Sub(CSRank(Delta(premium_close_bps,48)),CSRank(Mean(global_long_short_account_ratio_mean,72)))",,,global_long_short_account_ratio_mean:base_schema;premium_close_bps:base_schema,PASS
a7ls28b_3a0d8b135a818a31,basis_premium_like|positioning_like,spread_rank,window_grid,2,global_long_short_account_ratio_mean;premium_close_bps,"Sub(CSRank(Delta(premium_close_bps,48)),CSRank(Mean(global_long_short_account_ratio_mean,96)))",,,global_long_short_account_ratio_mean:base_schema;premium_close_bps:base_schema,PASS
a7ls28b_2bc83b4c0b6d1274,basis_premium_like|positioning_like,spread_rank,window_grid,2,global_long_short_account_ratio_mean;premium_close_bps,"Sub(CSRank(Delta(premium_close_bps,48)),CSRank(Mean(global_long_short_account_ratio_mean,168)))",,,global_long_short_account_ratio_mean:base_schema;premium_close_bps:base_schema,PASS
a7ls28b_44e3e8afbf964ad9,basis_premium_like|positioning_like,spread_rank,window_grid,2,global_long_short_account_ratio_mean;premium_close_bps,"Sub(CSRank(Delta(premium_close_bps,48)),CSRank(Mean(global_long_short_account_ratio_mean,240)))",,,global_long_short_account_ratio_mean:base_schema;premium_close_bps:base_schema,PASS
a7ls28b_1d62d5fa30b27344,basis_premium_like|positioning_like,spread_rank,window_grid,2,global_long_short_account_ratio_mean;premium_close_bps,"Sub(CSRank(Delta(premium_close_bps,48)),CSRank(Mean(global_long_short_account_ratio_mean,336)))",,,global_long_short_account_ratio_mean:base_schema;premium_close_bps:base_schema,PASS
a7ls28b_b587134ccc569d20,basis_premium_like|positioning_like,spread_rank,window_grid,2,global_long_short_account_ratio_mean;premium_close_bps,"Sub(CSRank(Delta(premium_close_bps,48)),CSRank(Mean(global_long_short_account_ratio_mean,504)))",,,global_long_short_account_ratio_mean:base_schema;premium_close_bps:base_schema,PASS
a7ls28b_b40160013d010426,basis_premium_like|positioning_like,spread_rank,window_grid,2,global_long_short_account_ratio_mean;premium_close_bps,"Sub(CSRank(Delta(premium_close_bps,4)),CSRank(Mean(global_long_short_account_ratio_mean,2)))",,,global_long_short_account_ratio_mean:base_schema;premium_close_bps:base_schema,PASS
a7ls28b_51028ba5fb5574c5,basis_premium_like|positioning_like,spread_rank,window_grid,2,global_long_short_account_ratio_mean;premium_close_bps,"Sub(CSRank(Delta(premium_close_bps,8)),CSRank(Mean(global_long_short_account_ratio_mean,2)))",,,global_long_short_account_ratio_mean:base_schema;premium_close_bps:base_schema,PASS
a7ls28b_deca841d6c6447e7,basis_premium_like|positioning_like,spread_rank,window_grid,2,global_long_short_account_ratio_mean;premium_close_bps,"Sub(CSRank(Delta(premium_close_bps,12)),CSRank(Mean(global_long_short_account_ratio_mean,2)))",,,global_long_short_account_ratio_mean:base_schema;premium_close_bps:base_schema,PASS
a7ls28b_b7f06a13c30da36e,basis_premium_like|positioning_like,spread_rank,window_grid,2,global_long_short_account_ratio_mean;premium_close_bps,"Sub(CSRank(Delta(premium_close_bps,24)),CSRank(Mean(global_long_short_account_ratio_mean,2)))",,,global_long_short_account_ratio_mean:base_schema;premium_close_bps:base_schema,PASS
a7ls28b_1f4fd6abc3041464,basis_premium_like|positioning_like,spread_rank,window_grid,2,global_long_short_account_ratio_mean;premium_close_bps,"Sub(CSRank(Delta(premium_close_bps,72)),CSRank(Mean(global_long_short_account_ratio_mean,2)))",,,global_long_short_account_ratio_mean:base_schema;premium_close_bps:base_schema,PASS
a7ls28b_ed5be270bec0082d,basis_premium_like|positioning_like,spread_rank,window_grid,2,global_long_short_account_ratio_mean;premium_close_bps,"Sub(CSRank(Delta(premium_close_bps,96)),CSRank(Mean(global_long_short_account_ratio_mean,2)))",,,global_long_short_account_ratio_mean:base_schema;premium_close_bps:base_schema,PASS
a7ls28b_c9c3c2393cffab27,basis_premium_like|positioning_like,spread_rank,window_grid,2,global_long_short_account_ratio_mean;premium_close_bps,"Sub(CSRank(Delta(premium_close_bps,168)),CSRank(Mean(global_long_short_account_ratio_mean,2)))",,,global_long_short_account_ratio_mean:base_schema;premium_close_bps:base_schema,PASS
a7ls28b_021670b973ebbc6a,basis_premium_like|positioning_like,spread_rank,window_grid,2,global_long_short_account_ratio_mean;premium_close_bps,"Sub(CSRank(Delta(premium_close_bps,240)),CSRank(Mean(global_long_short_account_ratio_mean,2)))",,,global_long_short_account_ratio_mean:base_schema;premium_close_bps:base_schema,PASS
a7ls28b_ea2ea47f6b7e1ac4,basis_premium_like|positioning_like,spread_rank,window_grid,2,global_long_short_account_ratio_mean;premium_close_bps,"Sub(CSRank(Delta(premium_close_bps,336)),CSRank(Mean(global_long_short_account_ratio_mean,2)))",,,global_long_short_account_ratio_mean:base_schema;premium_close_bps:base_schema,PASS
a7ls28b_d28eb62dfe34195e,basis_premium_like|positioning_like,spread_rank,window_grid,2,global_long_short_account_ratio_mean;premium_close_bps,"Sub(CSRank(Delta(premium_close_bps,504)),CSRank(Mean(global_long_short_account_ratio_mean,2)))",,,global_long_short_account_ratio_mean:base_schema;premium_close_bps:base_schema,PASS
a7ls28b_e4466dd665069f4b,basis_premium_like|positioning_like,safe_div_abs,window_grid,2,mark_trade_basis_bps;top_long_short_position_ratio_last,"SafeDiv(CSRank(mark_trade_basis_bps),Abs(ZScore(Mean(top_long_short_position_ratio_last,4))))",,,mark_trade_basis_bps:base_schema;top_long_short_position_ratio_last:base_schema,PASS
a7ls28b_e50fcfeb47dbc121,basis_premium_like|positioning_like,safe_div_abs,window_grid,2,mark_trade_basis_bps;top_long_short_position_ratio_last,"SafeDiv(CSRank(mark_trade_basis_bps),Abs(ZScore(Mean(top_long_short_position_ratio_last,8))))",,,mark_trade_basis_bps:base_schema;top_long_short_position_ratio_last:base_schema,PASS
a7ls28b_00451d36a95dd006,basis_premium_like|positioning_like,safe_div_abs,window_grid,2,mark_trade_basis_bps;top_long_short_position_ratio_last,"SafeDiv(CSRank(mark_trade_basis_bps),Abs(ZScore(Mean(top_long_short_position_ratio_last,12))))",,,mark_trade_basis_bps:base_schema;top_long_short_position_ratio_last:base_schema,PASS
a7ls28b_ce9096ff5776a94f,basis_premium_like|positioning_like,safe_div_abs,window_grid,2,mark_trade_basis_bps;top_long_short_position_ratio_last,"SafeDiv(CSRank(mark_trade_basis_bps),Abs(ZScore(Mean(top_long_short_position_ratio_last,24))))",,,mark_trade_basis_bps:base_schema;top_long_short_position_ratio_last:base_schema,PASS
a7ls28b_0c19caa789c9ff26,basis_premium_like|positioning_like,safe_div_abs,window_grid,2,mark_trade_basis_bps;top_long_short_position_ratio_last,"SafeDiv(CSRank(mark_trade_basis_bps),Abs(ZScore(Mean(top_long_short_position_ratio_last,48))))",,,mark_trade_basis_bps:base_schema;top_long_short_position_ratio_last:base_schema,PASS
a7ls28b_cbee26407985975c,basis_premium_like|positioning_like,safe_div_abs,window_grid,2,mark_trade_basis_bps;top_long_short_position_ratio_last,"SafeDiv(CSRank(mark_trade_basis_bps),Abs(ZScore(Mean(top_long_short_position_ratio_last,72))))",,,mark_trade_basis_bps:base_schema;top_long_short_position_ratio_last:base_schema,PASS
a7ls28b_7474bd44763990b1,basis_premium_like|positioning_like,safe_div_abs,window_grid,2,mark_trade_basis_bps;top_long_short_position_ratio_last,"SafeDiv(CSRank(mark_trade_basis_bps),Abs(ZScore(Mean(top_long_short_position_ratio_last,96))))",,,mark_trade_basis_bps:base_schema;top_long_short_position_ratio_last:base_schema,PASS
a7ls28b_b994b930c7d55b84,basis_premium_like|positioning_like,safe_div_abs,window_grid,2,mark_trade_basis_bps;top_long_short_position_ratio_last,"SafeDiv(CSRank(mark_trade_basis_bps),Abs(ZScore(Mean(top_long_short_position_ratio_last,168))))",,,mark_trade_basis_bps:base_schema;top_long_short_position_ratio_last:base_schema,PASS
a7ls28b_93af5d51a1a9efec,basis_premium_like|positioning_like,safe_div_abs,window_grid,2,mark_trade_basis_bps;top_long_short_position_ratio_last,"SafeDiv(CSRank(mark_trade_basis_bps),Abs(ZScore(Mean(top_long_short_position_ratio_last,240))))",,,mark_trade_basis_bps:base_schema;top_long_short_position_ratio_last:base_schema,PASS
a7ls28b_b618745ef0b1ea79,basis_premium_like|positioning_like,safe_div_abs,window_grid,2,mark_trade_basis_bps;top_long_short_position_ratio_last,"SafeDiv(CSRank(mark_trade_basis_bps),Abs(ZScore(Mean(top_long_short_position_ratio_last,336))))",,,mark_trade_basis_bps:base_schema;top_long_short_position_ratio_last:base_schema,PASS
a7ls28b_e999bd4018ac9d88,basis_premium_like|positioning_like,safe_div_abs,window_grid,2,mark_trade_basis_bps;top_long_short_position_ratio_last,"SafeDiv(CSRank(mark_trade_basis_bps),Abs(ZScore(Mean(top_long_short_position_ratio_last,504))))",,,mark_trade_basis_bps:base_schema;top_long_short_position_ratio_last:base_schema,PASS
a7ls28b_d968b30046201533,basis_premium_like|positioning_like,spread_rank,window_grid,2,premium_abs_state;top_long_short_position_ratio_mean,"Sub(CSRank(CSRank(premium_abs_state)),CSRank(TSRank(top_long_short_position_ratio_mean,4)))",,premium_abs_state,premium_abs_state:derived_dep_generated;top_long_short_position_ratio_mean:base_schema,HOLD_CONTRACT_DRIFT_BACKFILL_REQUIRED
a7ls28b_45278c60c26c6196,basis_premium_like|positioning_like,spread_rank,window_grid,2,premium_abs_state;top_long_short_position_ratio_mean,"Sub(CSRank(CSRank(premium_abs_state)),CSRank(TSRank(top_long_short_position_ratio_mean,8)))",,premium_abs_state,premium_abs_state:derived_dep_generated;top_long_short_position_ratio_mean:base_schema,HOLD_CONTRACT_DRIFT_BACKFILL_REQUIRED
a7ls28b_849199e1b492d7ad,basis_premium_like|positioning_like,spread_rank,window_grid,2,premium_abs_state;top_long_short_position_ratio_mean,"Sub(CSRank(CSRank(premium_abs_state)),CSRank(TSRank(top_long_short_position_ratio_mean,12)))",,premium_abs_state,premium_abs_state:derived_dep_generated;top_long_short_position_ratio_mean:base_schema,HOLD_CONTRACT_DRIFT_BACKFILL_REQUIRED
a7ls28b_e855845e33f7352a,basis_premium_like|positioning_like,spread_rank,window_grid,2,premium_abs_state;top_long_short_position_ratio_mean,"Sub(CSRank(CSRank(premium_abs_state)),CSRank(TSRank(top_long_short_position_ratio_mean,24)))",,premium_abs_state,premium_abs_state:derived_dep_generated;top_long_short_position_ratio_mean:base_schema,HOLD_CONTRACT_DRIFT_BACKFILL_REQUIRED
a7ls28b_5cffa01e0d1d121d,basis_premium_like|positioning_like,spread_rank,window_grid,2,premium_abs_state;top_long_short_position_ratio_mean,"Sub(CSRank(CSRank(premium_abs_state)),CSRank(TSRank(top_long_short_position_ratio_mean,48)))",,premium_abs_state,premium_abs_state:derived_dep_generated;top_long_short_position_ratio_mean:base_schema,HOLD_CONTRACT_DRIFT_BACKFILL_REQUIRED
a7ls28b_d2b348fde7d81233,basis_premium_like|positioning_like,spread_rank,window_grid,2,premium_abs_state;top_long_short_position_ratio_mean,"Sub(CSRank(CSRank(premium_abs_state)),CSRank(TSRank(top_long_short_position_ratio_mean,72)))",,premium_abs_state,premium_abs_state:derived_dep_generated;top_long_short_position_ratio_mean:base_schema,HOLD_CONTRACT_DRIFT_BACKFILL_REQUIRED
a7ls28b_8f212cf954308e0c,basis_premium_like|positioning_like,spread_rank,window_grid,2,premium_abs_state;top_long_short_position_ratio_mean,"Sub(CSRank(CSRank(premium_abs_state)),CSRank(TSRank(top_long_short_position_ratio_mean,96)))",,premium_abs_state,premium_abs_state:derived_dep_generated;top_long_short_position_ratio_mean:base_schema,HOLD_CONTRACT_DRIFT_BACKFILL_REQUIRED
a7ls28b_17937aba0256616d,basis_premium_like|positioning_like,spread_rank,window_grid,2,premium_abs_state;top_long_short_position_ratio_mean,"Sub(CSRank(CSRank(premium_abs_state)),CSRank(TSRank(top_long_short_position_ratio_mean,168)))",,premium_abs_state,premium_abs_state:derived_dep_generated;top_long_short_position_ratio_mean:base_schema,HOLD_CONTRACT_DRIFT_BACKFILL_REQUIRED
a7ls28b_8be92183aef76cf4,basis_premium_like|positioning_like,spread_rank,window_grid,2,premium_abs_state;top_long_short_position_ratio_mean,"Sub(CSRank(CSRank(premium_abs_state)),CSRank(TSRank(top_long_short_position_ratio_mean,240)))",,premium_abs_state,premium_abs_state:derived_dep_generated;top_long_short_position_ratio_mean:base_schema,HOLD_CONTRACT_DRIFT_BACKFILL_REQUIRED
a7ls28b_c6ab4e64235f954e,basis_premium_like|positioning_like,spread_rank,window_grid,2,premium_abs_state;top_long_short_position_ratio_mean,"Sub(CSRank(CSRank(premium_abs_state)),CSRank(TSRank(top_long_short_position_ratio_mean,336)))",,premium_abs_state,premium_abs_state:derived_dep_generated;top_long_short_position_ratio_mean:base_schema,HOLD_CONTRACT_DRIFT_BACKFILL_REQUIRED
a7ls28b_76f519de73956ae7,basis_premium_like|positioning_like,spread_rank,window_grid,2,premium_abs_state;top_long_short_position_ratio_mean,"Sub(CSRank(CSRank(premium_abs_state)),CSRank(TSRank(top_long_short_position_ratio_mean,504)))",,premium_abs_state,premium_abs_state:derived_dep_generated;top_long_short_position_ratio_mean:base_schema,HOLD_CONTRACT_DRIFT_BACKFILL_REQUIRED
a7ls28b_4af0a0276ed6332b,basis_premium_like|positioning_like,spread_rank,window_grid,2,mark_trade_basis_bps;top_long_short_position_ratio_mean,"Sub(CSRank(TSRank(mark_trade_basis_bps,4)),CSRank(Delta(top_long_short_position_ratio_mean,8)))",,,mark_trade_basis_bps:base_schema;top_long_short_position_ratio_mean:base_schema,PASS
a7ls28b_17b195e498eb7d3f,basis_premium_like|positioning_like,spread_rank,window_grid,2,mark_trade_basis_bps;top_long_short_position_ratio_mean,"Sub(CSRank(TSRank(mark_trade_basis_bps,12)),CSRank(Delta(top_long_short_position_ratio_mean,8)))",,,mark_trade_basis_bps:base_schema;top_long_short_position_ratio_mean:base_schema,PASS
a7ls28b_9759cb1105b1c0c3,basis_premium_like|positioning_like,spread_rank,window_grid,2,mark_trade_basis_bps;top_long_short_position_ratio_mean,"Sub(CSRank(TSRank(mark_trade_basis_bps,24)),CSRank(Delta(top_long_short_position_ratio_mean,8)))",,,mark_trade_basis_bps:base_schema;top_long_short_position_ratio_mean:base_schema,PASS
a7ls28b_07adb85ad6a2becf,basis_premium_like|positioning_like,spread_rank,window_grid,2,mark_trade_basis_bps;top_long_short_position_ratio_mean,"Sub(CSRank(TSRank(mark_trade_basis_bps,48)),CSRank(Delta(top_long_short_position_ratio_mean,8)))",,,mark_trade_basis_bps:base_schema;top_long_short_position_ratio_mean:base_schema,PASS
a7ls28b_aeb04b7d066e72b7,basis_premium_like|positioning_like,spread_rank,window_grid,2,mark_trade_basis_bps;top_long_short_position_ratio_mean,"Sub(CSRank(TSRank(mark_trade_basis_bps,72)),CSRank(Delta(top_long_short_position_ratio_mean,8)))",,,mark_trade_basis_bps:base_schema;top_long_short_position_ratio_mean:base_schema,PASS
a7ls28b_dbee4e8a78e61286,basis_premium_like|positioning_like,spread_rank,window_grid,2,mark_trade_basis_bps;top_long_short_position_ratio_mean,"Sub(CSRank(TSRank(mark_trade_basis_bps,96)),CSRank(Delta(top_long_short_position_ratio_mean,8)))",,,mark_trade_basis_bps:base_schema;top_long_short_position_ratio_mean:base_schema,PASS
a7ls28b_717e81588265a21b,basis_premium_like|positioning_like,spread_rank,window_grid,2,mark_trade_basis_bps;top_long_short_position_ratio_mean,"Sub(CSRank(TSRank(mark_trade_basis_bps,168)),CSRank(Delta(top_long_short_position_ratio_mean,8)))",,,mark_trade_basis_bps:base_schema;top_long_short_position_ratio_mean:base_schema,PASS
a7ls28b_da518ca70aaa1350,basis_premium_like|positioning_like,spread_rank,window_grid,2,mark_trade_basis_bps;top_long_short_position_ratio_mean,"Sub(CSRank(TSRank(mark_trade_basis_bps,240)),CSRank(Delta(top_long_short_position_ratio_mean,8)))",,,mark_trade_basis_bps:base_schema;top_long_short_position_ratio_mean:base_schema,PASS
a7ls28b_8c8b8b5bd6fb9d50,basis_premium_like|positioning_like,spread_rank,window_grid,2,mark_trade_basis_bps;top_long_short_position_ratio_mean,"Sub(CSRank(TSRank(mark_trade_basis_bps,336)),CSRank(Delta(top_long_short_position_ratio_mean,8)))",,,mark_trade_basis_bps:base_schema;top_long_short_position_ratio_mean:base_schema,PASS
a7ls28b_921208896e732946,basis_premium_like|positioning_like,spread_rank,window_grid,2,mark_trade_basis_bps;top_long_short_position_ratio_mean,"Sub(CSRank(TSRank(mark_trade_basis_bps,504)),CSRank(Delta(top_long_short_position_ratio_mean,8)))",,,mark_trade_basis_bps:base_schema;top_long_short_position_ratio_mean:base_schema,PASS
a7ls28b_d6a6c91febe75172,basis_premium_like|positioning_like,safe_div_abs,window_grid,2,account_position_divergence;mark_index_basis_bps,"SafeDiv(TSRank(mark_index_basis_bps,24),Abs(Decay(account_position_divergence,4)))",,account_position_divergence,account_position_divergence:derived_dep_generated;mark_index_basis_bps:base_schema,HOLD_CONTRACT_DRIFT_BACKFILL_REQUIRED
a7ls28b_49c309a2c02b04da,basis_premium_like|positioning_like,safe_div_abs,window_grid,2,account_position_divergence;mark_index_basis_bps,"SafeDiv(TSRank(mark_index_basis_bps,24),Abs(Decay(account_position_divergence,8)))",,account_position_divergence,account_position_divergence:derived_dep_generated;mark_index_basis_bps:base_schema,HOLD_CONTRACT_DRIFT_BACKFILL_REQUIRED
a7ls28b_383ea14a1238a9b1,basis_premium_like|positioning_like,safe_div_abs,window_grid,2,account_position_divergence;mark_index_basis_bps,"SafeDiv(TSRank(mark_index_basis_bps,24),Abs(Decay(account_position_divergence,12)))",,account_position_divergence,account_position_divergence:derived_dep_generated;mark_index_basis_bps:base_schema,HOLD_CONTRACT_DRIFT_BACKFILL_REQUIRED
a7ls28b_863a5ac321c09ccc,basis_premium_like|positioning_like,safe_div_abs,window_grid,2,account_position_divergence;mark_index_basis_bps,"SafeDiv(TSRank(mark_index_basis_bps,24),Abs(Decay(account_position_divergence,24)))",,account_position_divergence,account_position_divergence:derived_dep_generated;mark_index_basis_bps:base_schema,HOLD_CONTRACT_DRIFT_BACKFILL_REQUIRED
a7ls28b_815458fb29512f2b,basis_premium_like|positioning_like,safe_div_abs,window_grid,2,account_position_divergence;mark_index_basis_bps,"SafeDiv(TSRank(mark_index_basis_bps,24),Abs(Decay(account_position_divergence,48)))",,account_position_divergence,account_position_divergence:derived_dep_generated;mark_index_basis_bps:base_schema,HOLD_CONTRACT_DRIFT_BACKFILL_REQUIRED
a7ls28b_e863cc03fc320283,basis_premium_like|positioning_like,safe_div_abs,window_grid,2,account_position_divergence;mark_index_basis_bps,"SafeDiv(TSRank(mark_index_basis_bps,24),Abs(Decay(account_position_divergence,72)))",,account_position_divergence,account_position_divergence:derived_dep_generated;mark_index_basis_bps:base_schema,HOLD_CONTRACT_DRIFT_BACKFILL_REQUIRED
a7ls28b_199c0b9b49c2cd97,basis_premium_like|positioning_like,safe_div_abs,window_grid,2,account_position_divergence;mark_index_basis_bps,"SafeDiv(TSRank(mark_index_basis_bps,24),Abs(Decay(account_position_divergence,96)))",,account_position_divergence,account_position_divergence:derived_dep_generated;mark_index_basis_bps:base_schema,HOLD_CONTRACT_DRIFT_BACKFILL_REQUIRED
a7ls28b_bbe678ec595d3fd2,basis_premium_like|positioning_like,safe_div_abs,window_grid,2,account_position_divergence;mark_index_basis_bps,"SafeDiv(TSRank(mark_index_basis_bps,24),Abs(Decay(account_position_divergence,240)))",,account_position_divergence,account_position_divergence:derived_dep_generated;mark_index_basis_bps:base_schema,HOLD_CONTRACT_DRIFT_BACKFILL_REQUIRED
a7ls28b_d57bb4d0c8441f12,basis_premium_like|positioning_like,safe_div_abs,window_grid,2,account_position_divergence;mark_index_basis_bps,"SafeDiv(TSRank(mark_index_basis_bps,24),Abs(Decay(account_position_divergence,336)))",,account_position_divergence,account_position_divergence:derived_dep_generated;mark_index_basis_bps:base_schema,HOLD_CONTRACT_DRIFT_BACKFILL_REQUIRED
a7ls28b_d783a8c56ceaf16b,basis_premium_like|positioning_like,safe_div_abs,window_grid,2,account_position_divergence;mark_index_basis_bps,"SafeDiv(TSRank(mark_index_basis_bps,24),Abs(Decay(account_position_divergence,504)))",,account_position_divergence,account_position_divergence:derived_dep_generated;mark_index_basis_bps:base_schema,HOLD_CONTRACT_DRIFT_BACKFILL_REQUIRED
a7ls28b_321d665f6bd3bf4f,basis_premium_like|positioning_like,safe_div_abs,window_grid,2,account_position_divergence;mark_index_basis_bps,"SafeDiv(TSRank(mark_index_basis_bps,4),Abs(Decay(account_position_divergence,168)))",,account_position_divergence,account_position_divergence:derived_dep_generated;mark_index_basis_bps:base_schema,HOLD_CONTRACT_DRIFT_BACKFILL_REQUIRED
a7ls28b_2bd21f6d6a2bf42a,basis_premium_like|positioning_like,safe_div_abs,window_grid,2,account_position_divergence;mark_index_basis_bps,"SafeDiv(TSRank(mark_index_basis_bps,8),Abs(Decay(account_position_divergence,168)))",,account_position_divergence,account_position_divergence:derived_dep_generated;mark_index_basis_bps:base_schema,HOLD_CONTRACT_DRIFT_BACKFILL_REQUIRED
a7ls28b_d9c64469b466c638,basis_premium_like|positioning_like,safe_div_abs,window_grid,2,account_position_divergence;mark_index_basis_bps,"SafeDiv(TSRank(mark_index_basis_bps,12),Abs(Decay(account_position_divergence,168)))",,account_position_divergence,account_position_divergence:derived_dep_generated;mark_index_basis_bps:base_schema,HOLD_CONTRACT_DRIFT_BACKFILL_REQUIRED
a7ls28b_cb090f7ac16cada1,basis_premium_like|positioning_like,safe_div_abs,window_grid,2,account_position_divergence;mark_index_basis_bps,"SafeDiv(TSRank(mark_index_basis_bps,48),Abs(Decay(account_position_divergence,168)))",,account_position_divergence,account_position_divergence:derived_dep_generated;mark_index_basis_bps:base_schema,HOLD_CONTRACT_DRIFT_BACKFILL_REQUIRED
a7ls28b_53560146e2e8d208,basis_premium_like|positioning_like,safe_div_abs,window_grid,2,account_position_divergence;mark_index_basis_bps,"SafeDiv(TSRank(mark_index_basis_bps,72),Abs(Decay(account_position_divergence,168)))",,account_position_divergence,account_position_divergence:derived_dep_generated;mark_index_basis_bps:base_schema,HOLD_CONTRACT_DRIFT_BACKFILL_REQUIRED
