candidate_id,fields,candidate_role,field_roles,role_violation,selected_alpha_like,control_dominated_premay,may_stress_failed,decision
a7al2q_85e069e2780b67bb,index_close|open_interest_value_mean,weak_or_unclassified,unclassified_generator_ingredient,False,False,False,False,DIAGNOSTIC_ONLY
a7al2q_1a71d318231e8e34,mark_close|open_interest_last,risk_defense_only,risk_exposure_or_control_like|unclassified_generator_ingredient,False,False,False,False,DIAGNOSTIC_ONLY
a7al2q_a2330ef57be87431,index_close|open_interest_last,risk_defense_only,risk_exposure_or_control_like|unclassified_generator_ingredient,False,False,False,False,DIAGNOSTIC_ONLY
a7al2q_bbda27d81b0acf57,open_interest_value_mean|trade_close,weak_or_unclassified,unclassified_generator_ingredient,False,False,False,False,DIAGNOSTIC_ONLY
a7al2q_c1a4b362e7fb1e58,index_close|open_interest_value_mean,weak_or_unclassified,unclassified_generator_ingredient,False,False,False,False,DIAGNOSTIC_ONLY
a7al2q_6307c1935177dcdd,index_close|open_interest_value_last,risk_defense_only,risk_exposure_or_control_like|unclassified_generator_ingredient,False,False,False,False,DIAGNOSTIC_ONLY
a7al2q_b96ce909049c5e7b,mark_close|open_interest_value_mean,weak_or_unclassified,unclassified_generator_ingredient,False,False,False,False,DIAGNOSTIC_ONLY
a7al2q_0b6a935123905d14,open_interest_value_mean|trade_close,weak_or_unclassified,unclassified_generator_ingredient,False,False,False,False,DIAGNOSTIC_ONLY
a7al2q_87bf6521e4931ad2,open_interest_value_mean|trade_close,weak_or_unclassified,unclassified_generator_ingredient,False,False,False,False,DIAGNOSTIC_ONLY
a7al2q_c32414bc7f974b73,mark_close|open_interest_value_mean,weak_or_unclassified,unclassified_generator_ingredient,False,False,False,False,DIAGNOSTIC_ONLY
a7al2q_ee62b755d1d0097d,open_interest_value_mean|trade_close,weak_or_unclassified,unclassified_generator_ingredient,False,False,False,False,DIAGNOSTIC_ONLY
a7al2q_128413859ab00936,open_interest_value_last|trade_close,risk_defense_only,risk_exposure_or_control_like|unclassified_generator_ingredient,False,False,False,False,DIAGNOSTIC_ONLY
a7al2q_778298b0362c5175,open_interest_mean|trade_close,weak_or_unclassified,unclassified_generator_ingredient,False,False,False,False,DIAGNOSTIC_ONLY
a7al2q_cba2d76a8ffe86ba,open_interest_mean|trade_close,weak_or_unclassified,unclassified_generator_ingredient,False,False,False,False,DIAGNOSTIC_ONLY
a7al2q_4b20718ea6a0fabb,mark_close|open_interest_value_mean,weak_or_unclassified,unclassified_generator_ingredient,False,False,False,False,DIAGNOSTIC_ONLY
a7al2q_1efca384984a11c9,open_interest_value_mean|trade_close,weak_or_unclassified,unclassified_generator_ingredient,False,False,False,False,DIAGNOSTIC_ONLY
a7al2q_34ad7b6d6163409a,mark_close|open_interest_value_last,risk_defense_only,risk_exposure_or_control_like|unclassified_generator_ingredient,False,False,False,False,DIAGNOSTIC_ONLY
a7al2q_4df49752761a2bf8,index_close|open_interest_value_mean,weak_or_unclassified,unclassified_generator_ingredient,False,False,False,False,DIAGNOSTIC_ONLY
a7al2q_551a50f70d459c67,mark_close|open_interest_value_last,risk_defense_only,risk_exposure_or_control_like|unclassified_generator_ingredient,False,False,False,False,DIAGNOSTIC_ONLY
a7al2q_024746922a31599f,open_interest_last|trade_close,risk_defense_only,risk_exposure_or_control_like|unclassified_generator_ingredient,False,False,False,False,DIAGNOSTIC_ONLY
a7al2q_c8a819dc6a87fde1,open_interest_last|trade_close,risk_defense_only,risk_exposure_or_control_like|unclassified_generator_ingredient,False,False,False,False,DIAGNOSTIC_ONLY
a7al2q_c7ef38f6bd63ec0f,mark_close|open_interest_mean,weak_or_unclassified,unclassified_generator_ingredient,False,False,False,False,DIAGNOSTIC_ONLY
a7al2q_e952f97d3e3fbcbb,open_interest_mean|trade_close,weak_or_unclassified,unclassified_generator_ingredient,False,False,False,False,DIAGNOSTIC_ONLY
a7al2q_6982526e54a4e621,mark_close|open_interest_value_mean,weak_or_unclassified,unclassified_generator_ingredient,False,False,False,False,DIAGNOSTIC_ONLY
a7al2q_6840a3f8a23be480,open_interest_last|trade_close,risk_defense_only,risk_exposure_or_control_like|unclassified_generator_ingredient,False,False,False,False,DIAGNOSTIC_ONLY
a7al2q_ead3644445e9e7f2,index_close|open_interest_mean,weak_or_unclassified,unclassified_generator_ingredient,False,False,False,False,DIAGNOSTIC_ONLY
a7al2q_dc3831d00319d144,index_close|open_interest_value_last,risk_defense_only,risk_exposure_or_control_like|unclassified_generator_ingredient,False,False,False,False,DIAGNOSTIC_ONLY
a7al2q_c401ae2f85667e12,open_interest_value_last|trade_close,risk_defense_only,risk_exposure_or_control_like|unclassified_generator_ingredient,False,False,False,False,DIAGNOSTIC_ONLY
a7al2q_8a2e905598fce2ef,open_interest_value_mean|trade_close,weak_or_unclassified,unclassified_generator_ingredient,False,False,False,False,DIAGNOSTIC_ONLY
a7al2q_344c42a8beeed017,open_interest_mean|trade_close,weak_or_unclassified,unclassified_generator_ingredient,False,False,False,False,DIAGNOSTIC_ONLY
a7al2q_6c256e4dcdf03f40,index_close|open_interest_last,risk_defense_only,risk_exposure_or_control_like|unclassified_generator_ingredient,False,False,False,False,DIAGNOSTIC_ONLY
a7al2q_08c8437bc6203330,open_interest_mean|trade_close,weak_or_unclassified,unclassified_generator_ingredient,False,False,False,False,DIAGNOSTIC_ONLY
a7al2q_3d1610eabb0af811,open_interest_value_mean|trade_close,weak_or_unclassified,unclassified_generator_ingredient,False,False,False,False,DIAGNOSTIC_ONLY
a7al2q_79e974fe32333c48,index_close|open_interest_value_mean,weak_or_unclassified,unclassified_generator_ingredient,False,False,False,False,DIAGNOSTIC_ONLY
a7al2q_38e9157f3cda5dbd,index_close|open_interest_value_last,risk_defense_only,risk_exposure_or_control_like|unclassified_generator_ingredient,False,False,False,False,DIAGNOSTIC_ONLY
a7al2q_8987d21340325053,open_interest_mean|trade_close,weak_or_unclassified,unclassified_generator_ingredient,False,False,False,False,DIAGNOSTIC_ONLY
a7al2q_cfc18bdb9092653f,index_close|open_interest_last,risk_defense_only,risk_exposure_or_control_like|unclassified_generator_ingredient,False,False,False,False,DIAGNOSTIC_ONLY
a7al2q_1a84ee90977fe699,open_interest_value_mean|trade_close,weak_or_unclassified,unclassified_generator_ingredient,False,False,False,False,DIAGNOSTIC_ONLY
a7al2q_4751f34c4c210972,open_interest_mean|trade_close,weak_or_unclassified,unclassified_generator_ingredient,False,False,False,False,DIAGNOSTIC_ONLY
a7al2q_68bc28564c2ea098,index_close|open_interest_last,risk_defense_only,risk_exposure_or_control_like|unclassified_generator_ingredient,False,False,False,False,DIAGNOSTIC_ONLY
a7al2q_c6fda09e421f08df,index_close|open_interest_last,risk_defense_only,risk_exposure_or_control_like|unclassified_generator_ingredient,False,False,False,False,DIAGNOSTIC_ONLY
a7al2q_dda0c9d3c6135ba9,index_close|open_interest_mean,weak_or_unclassified,unclassified_generator_ingredient,False,False,False,False,DIAGNOSTIC_ONLY
a7al2q_b564e89d0019ad2b,mark_close|open_interest_last,risk_defense_only,risk_exposure_or_control_like|unclassified_generator_ingredient,False,False,False,False,DIAGNOSTIC_ONLY
a7al2q_1652c6ef09a319a5,open_interest_value_last|trade_close,risk_defense_only,risk_exposure_or_control_like|unclassified_generator_ingredient,False,False,False,False,DIAGNOSTIC_ONLY
a7al2q_1eae11568da11bcc,mark_close|open_interest_value_last,risk_defense_only,risk_exposure_or_control_like|unclassified_generator_ingredient,False,False,False,False,DIAGNOSTIC_ONLY
a7al2q_af6cad3c1f960289,open_interest_value_last|trade_close,risk_defense_only,risk_exposure_or_control_like|unclassified_generator_ingredient,False,False,False,False,DIAGNOSTIC_ONLY
a7al2q_6a2856b6af56015f,open_interest_value_last|trade_close,risk_defense_only,risk_exposure_or_control_like|unclassified_generator_ingredient,False,False,False,False,DIAGNOSTIC_ONLY
a7al2q_0098a1283cdd46bf,mark_close|open_interest_mean,weak_or_unclassified,unclassified_generator_ingredient,False,False,False,False,DIAGNOSTIC_ONLY
a7al2q_3146d99456952a3b,open_interest_value_last|trade_close,risk_defense_only,risk_exposure_or_control_like|unclassified_generator_ingredient,False,False,False,False,DIAGNOSTIC_ONLY
a7al2q_6ffd36c6b8788ce2,open_interest_value_mean|trade_close,weak_or_unclassified,unclassified_generator_ingredient,False,False,False,False,DIAGNOSTIC_ONLY
a7al2q_78bc233560824b9d,index_close|open_interest_value_mean,weak_or_unclassified,unclassified_generator_ingredient,False,False,False,False,DIAGNOSTIC_ONLY
a7al2q_ef21a0b3a0677397,open_interest_value_mean|trade_close,weak_or_unclassified,unclassified_generator_ingredient,False,False,False,False,DIAGNOSTIC_ONLY
a7al2q_f4d39d0a0bbb4cd7,mark_close|open_interest_value_mean,weak_or_unclassified,unclassified_generator_ingredient,False,False,False,False,DIAGNOSTIC_ONLY
a7al2q_74006d098fe0bd75,index_close|open_interest_last,risk_defense_only,risk_exposure_or_control_like|unclassified_generator_ingredient,False,False,False,False,DIAGNOSTIC_ONLY
a7al2q_cf552d98baabf6dc,open_interest_value_mean|trade_close,weak_or_unclassified,unclassified_generator_ingredient,False,False,False,False,DIAGNOSTIC_ONLY
a7al2q_822fd9858badcd9e,index_close|open_interest_mean,weak_or_unclassified,unclassified_generator_ingredient,False,False,False,False,DIAGNOSTIC_ONLY
a7al2q_546d5a304c59a911,open_interest_value_mean|trade_close,weak_or_unclassified,unclassified_generator_ingredient,False,False,False,False,DIAGNOSTIC_ONLY
a7al2q_fa057838b8295be3,mark_close|open_interest_mean,weak_or_unclassified,unclassified_generator_ingredient,False,False,False,False,DIAGNOSTIC_ONLY
a7al2q_4bce28eef32ec58c,open_interest_value_mean|trade_close,weak_or_unclassified,unclassified_generator_ingredient,False,False,False,False,DIAGNOSTIC_ONLY
a7al2q_dde06d8614125873,mark_close|open_interest_value_mean,weak_or_unclassified,unclassified_generator_ingredient,False,False,False,False,DIAGNOSTIC_ONLY
a7al2q_7a9af0863a575104,open_interest_mean|trade_close,weak_or_unclassified,unclassified_generator_ingredient,False,False,False,False,DIAGNOSTIC_ONLY
a7al2q_18751f747bcbab11,mark_close|open_interest_value_last,risk_defense_only,risk_exposure_or_control_like|unclassified_generator_ingredient,False,False,False,False,DIAGNOSTIC_ONLY
a7al2q_c65415248034f14a,index_close|open_interest_mean,weak_or_unclassified,unclassified_generator_ingredient,False,False,False,False,DIAGNOSTIC_ONLY
a7al2q_3081c3ac446bc883,index_close|open_interest_value_mean,weak_or_unclassified,unclassified_generator_ingredient,False,False,False,False,DIAGNOSTIC_ONLY
a7al2q_b3f1790436c035bf,open_interest_mean|trade_close,weak_or_unclassified,unclassified_generator_ingredient,False,False,False,False,DIAGNOSTIC_ONLY
a7al2q_0dbcfc81bbb0b881,open_interest_value_last|trade_close,risk_defense_only,risk_exposure_or_control_like|unclassified_generator_ingredient,False,False,False,False,DIAGNOSTIC_ONLY
a7al2q_17b98be765618a7f,mark_close|open_interest_last,risk_defense_only,risk_exposure_or_control_like|unclassified_generator_ingredient,False,False,False,False,DIAGNOSTIC_ONLY
a7al2q_f3d60fe62930fe4f,open_interest_last|trade_close,risk_defense_only,risk_exposure_or_control_like|unclassified_generator_ingredient,False,False,False,False,DIAGNOSTIC_ONLY
a7al2q_b861045bc7a9bc00,mark_close|open_interest_value_last,risk_defense_only,risk_exposure_or_control_like|unclassified_generator_ingredient,False,False,False,False,DIAGNOSTIC_ONLY
a7al2q_a16be39bc5764118,index_close|open_interest_value_mean,weak_or_unclassified,unclassified_generator_ingredient,False,False,False,False,DIAGNOSTIC_ONLY
a7al2q_373397a12bd33b8c,open_interest_value_last|trade_close,risk_defense_only,risk_exposure_or_control_like|unclassified_generator_ingredient,False,False,False,False,DIAGNOSTIC_ONLY
a7al2q_8aebc96d44c7438b,index_close|open_interest_value_last,risk_defense_only,risk_exposure_or_control_like|unclassified_generator_ingredient,False,False,False,False,DIAGNOSTIC_ONLY
a7al2q_6af3717e2ba71d8b,mark_close|open_interest_mean,weak_or_unclassified,unclassified_generator_ingredient,False,False,False,False,DIAGNOSTIC_ONLY
a7al2q_ffd66619799c3427,mark_close|open_interest_value_last,risk_defense_only,risk_exposure_or_control_like|unclassified_generator_ingredient,False,False,False,False,DIAGNOSTIC_ONLY
a7al2q_6b47cbab76751951,open_interest_value_mean|trade_close,weak_or_unclassified,unclassified_generator_ingredient,False,False,False,False,DIAGNOSTIC_ONLY
a7al2q_282b3d6a3dccebc2,open_interest_last|trade_close,risk_defense_only,risk_exposure_or_control_like|unclassified_generator_ingredient,False,False,False,False,DIAGNOSTIC_ONLY
a7al2q_c6c398a6957f879e,index_close|open_interest_value_mean,weak_or_unclassified,unclassified_generator_ingredient,False,False,False,False,DIAGNOSTIC_ONLY
a7al2q_09d406feb3f726a9,mark_close|open_interest_value_last,risk_defense_only,risk_exposure_or_control_like|unclassified_generator_ingredient,False,False,False,False,DIAGNOSTIC_ONLY
a7al2q_cdf5d34c56015ad1,index_close|open_interest_value_mean,weak_or_unclassified,unclassified_generator_ingredient,False,False,False,False,DIAGNOSTIC_ONLY
a7al2q_68081136196bb1b9,index_close|open_interest_value_mean,weak_or_unclassified,unclassified_generator_ingredient,False,False,False,False,DIAGNOSTIC_ONLY
a7al2q_44ec299dd04dc7dc,mark_close|open_interest_mean,weak_or_unclassified,unclassified_generator_ingredient,False,False,False,False,DIAGNOSTIC_ONLY
a7al2q_5cdef188460403ff,mark_close|open_interest_last,risk_defense_only,risk_exposure_or_control_like|unclassified_generator_ingredient,False,False,False,False,DIAGNOSTIC_ONLY
a7al2q_2ab9c2aca0a7eaab,index_close|open_interest_mean,weak_or_unclassified,unclassified_generator_ingredient,False,False,False,False,DIAGNOSTIC_ONLY
a7al2q_23a3bbef62513862,open_interest_value_mean|trade_close,weak_or_unclassified,unclassified_generator_ingredient,False,False,False,False,DIAGNOSTIC_ONLY
a7al2q_a7c3b798ee67df1a,index_close|open_interest_value_last,risk_defense_only,risk_exposure_or_control_like|unclassified_generator_ingredient,False,False,False,False,DIAGNOSTIC_ONLY
a7al2q_c9bf3b938d31885d,index_close|open_interest_value_last,risk_defense_only,risk_exposure_or_control_like|unclassified_generator_ingredient,False,False,False,False,DIAGNOSTIC_ONLY
a7al2q_436c88841a5cd71f,index_close|open_interest_value_mean,weak_or_unclassified,unclassified_generator_ingredient,False,False,False,False,DIAGNOSTIC_ONLY
a7al2q_b23dc1ab6ca77cea,open_interest_mean|trade_close,weak_or_unclassified,unclassified_generator_ingredient,False,False,False,False,DIAGNOSTIC_ONLY
a7al2q_5b71d573ad173e69,mark_close|open_interest_value_mean,weak_or_unclassified,unclassified_generator_ingredient,False,False,False,False,DIAGNOSTIC_ONLY
a7al2q_86d8bacabf198366,mark_close|open_interest_last,risk_defense_only,risk_exposure_or_control_like|unclassified_generator_ingredient,False,False,False,False,DIAGNOSTIC_ONLY
a7al2q_73cb2f259ba46d02,open_interest_last|trade_close,risk_defense_only,risk_exposure_or_control_like|unclassified_generator_ingredient,False,False,False,False,DIAGNOSTIC_ONLY
a7al2q_fc447052810bc556,mark_close|open_interest_value_mean,weak_or_unclassified,unclassified_generator_ingredient,False,False,False,False,DIAGNOSTIC_ONLY
a7al2q_c01b61037dc38193,open_interest_value_mean|trade_close,weak_or_unclassified,unclassified_generator_ingredient,False,False,False,False,DIAGNOSTIC_ONLY
a7al2q_73efeef955debec7,open_interest_value_mean|trade_close,weak_or_unclassified,unclassified_generator_ingredient,False,False,False,False,DIAGNOSTIC_ONLY
a7al2q_ee738f47041d9714,index_close|open_interest_value_last,risk_defense_only,risk_exposure_or_control_like|unclassified_generator_ingredient,False,False,False,False,DIAGNOSTIC_ONLY
a7al2q_7d70483d3d0eff68,index_close|open_interest_value_mean,weak_or_unclassified,unclassified_generator_ingredient,False,False,False,False,DIAGNOSTIC_ONLY
a7al2q_a477f12327021206,index_close|open_interest_value_mean,weak_or_unclassified,unclassified_generator_ingredient,False,False,False,False,DIAGNOSTIC_ONLY
a7al2q_7936e429b0cf28ff,mark_close|open_interest_last,risk_defense_only,risk_exposure_or_control_like|unclassified_generator_ingredient,False,False,False,False,DIAGNOSTIC_ONLY
a7al2q_d70a4bf7bd83b743,index_close|open_interest_mean,weak_or_unclassified,unclassified_generator_ingredient,False,False,False,False,DIAGNOSTIC_ONLY
a7al2q_956a96e56bb8d0e9,index_close|open_interest_mean,weak_or_unclassified,unclassified_generator_ingredient,False,False,False,False,DIAGNOSTIC_ONLY
a7al2q_7221f4ec71e57c75,index_close|open_interest_value_mean,weak_or_unclassified,unclassified_generator_ingredient,False,False,False,False,DIAGNOSTIC_ONLY
a7al2q_9d56d665a0a7f550,index_close|open_interest_value_last,risk_defense_only,risk_exposure_or_control_like|unclassified_generator_ingredient,False,False,False,False,DIAGNOSTIC_ONLY
a7al2q_5f40b27fa2631c56,index_close|open_interest_value_last,risk_defense_only,risk_exposure_or_control_like|unclassified_generator_ingredient,False,False,False,False,DIAGNOSTIC_ONLY
a7al2q_e494feb854ec647b,open_interest_value_mean|trade_close,weak_or_unclassified,unclassified_generator_ingredient,False,False,False,False,DIAGNOSTIC_ONLY
a7al2q_4e277ce732b40ed4,index_close|open_interest_value_mean,weak_or_unclassified,unclassified_generator_ingredient,False,False,False,False,DIAGNOSTIC_ONLY
a7al2q_f456be4874321a49,index_close|open_interest_value_last,risk_defense_only,risk_exposure_or_control_like|unclassified_generator_ingredient,False,False,False,False,DIAGNOSTIC_ONLY
a7al2q_602f7a72551398d9,index_close|open_interest_value_mean,weak_or_unclassified,unclassified_generator_ingredient,False,False,False,False,DIAGNOSTIC_ONLY
a7al2q_9b12398c721a356b,open_interest_last|trade_close,risk_defense_only,risk_exposure_or_control_like|unclassified_generator_ingredient,False,False,False,False,DIAGNOSTIC_ONLY
a7al2q_68ec2b4ca04b2357,index_close|open_interest_value_last,risk_defense_only,risk_exposure_or_control_like|unclassified_generator_ingredient,False,False,False,False,DIAGNOSTIC_ONLY
a7al2q_2a1376ab881d7f01,index_close|open_interest_value_last,risk_defense_only,risk_exposure_or_control_like|unclassified_generator_ingredient,False,False,False,False,DIAGNOSTIC_ONLY
a7al2q_61354e4213440c37,index_close|open_interest_mean,weak_or_unclassified,unclassified_generator_ingredient,False,False,False,False,DIAGNOSTIC_ONLY
a7al2q_4cb55d14bd880b75,mark_close|open_interest_value_last,risk_defense_only,risk_exposure_or_control_like|unclassified_generator_ingredient,False,False,False,False,DIAGNOSTIC_ONLY
a7al2q_dc550693e3a4cd38,index_close|open_interest_value_last,risk_defense_only,risk_exposure_or_control_like|unclassified_generator_ingredient,False,False,False,False,DIAGNOSTIC_ONLY
a7al2q_6dff89696e30b8be,open_interest_mean|trade_close,weak_or_unclassified,unclassified_generator_ingredient,False,False,False,False,DIAGNOSTIC_ONLY
a7al2q_b698223d79168e85,index_close|open_interest_value_mean,weak_or_unclassified,unclassified_generator_ingredient,False,False,False,False,DIAGNOSTIC_ONLY
a7al2q_be35bce13c336faa,index_close|open_interest_last,risk_defense_only,risk_exposure_or_control_like|unclassified_generator_ingredient,False,False,False,False,DIAGNOSTIC_ONLY
a7al2q_a2f9bda79ac3b444,index_close|open_interest_mean,weak_or_unclassified,unclassified_generator_ingredient,False,False,False,False,DIAGNOSTIC_ONLY
a7al2q_f3845d5db3de27aa,mark_close|open_interest_value_last,risk_defense_only,risk_exposure_or_control_like|unclassified_generator_ingredient,False,False,False,False,DIAGNOSTIC_ONLY
a7al2q_c8b90d8038d337d9,open_interest_mean|trade_close,weak_or_unclassified,unclassified_generator_ingredient,False,False,False,False,DIAGNOSTIC_ONLY
a7al2q_f46dba84e65b4307,open_interest_value_mean|trade_close,weak_or_unclassified,unclassified_generator_ingredient,False,False,False,False,DIAGNOSTIC_ONLY
a7al2q_156dfe5847540a87,open_interest_last|trade_close,risk_defense_only,risk_exposure_or_control_like|unclassified_generator_ingredient,False,False,False,False,DIAGNOSTIC_ONLY
a7al2q_055eec6b9ebb59a3,mark_close|open_interest_mean,weak_or_unclassified,unclassified_generator_ingredient,False,False,False,False,DIAGNOSTIC_ONLY
a7al2q_3a6f631ef16e79a2,mark_close|open_interest_last,risk_defense_only,risk_exposure_or_control_like|unclassified_generator_ingredient,False,False,False,False,DIAGNOSTIC_ONLY
a7al2q_863f10215cd963fb,open_interest_value_last|trade_close,risk_defense_only,risk_exposure_or_control_like|unclassified_generator_ingredient,False,False,False,False,DIAGNOSTIC_ONLY
a7al2q_c343faeea4c99f71,mark_close|open_interest_mean,weak_or_unclassified,unclassified_generator_ingredient,False,False,False,False,DIAGNOSTIC_ONLY
a7al2q_d0719f140e30ce9a,index_close|open_interest_value_last,risk_defense_only,risk_exposure_or_control_like|unclassified_generator_ingredient,False,False,False,False,DIAGNOSTIC_ONLY
a7al2q_25bb4a8f5f36aa06,index_close|open_interest_value_last,risk_defense_only,risk_exposure_or_control_like|unclassified_generator_ingredient,False,False,False,False,DIAGNOSTIC_ONLY
a7al2q_12cc2f68bff4df28,mark_close|open_interest_value_mean,weak_or_unclassified,unclassified_generator_ingredient,False,False,False,False,DIAGNOSTIC_ONLY
a7al2q_be4a9ad14b65bbd9,index_close|open_interest_mean,weak_or_unclassified,unclassified_generator_ingredient,False,False,False,False,DIAGNOSTIC_ONLY
a7al2q_8046c69762af6f30,open_interest_value_mean|trade_close,weak_or_unclassified,unclassified_generator_ingredient,False,False,False,False,DIAGNOSTIC_ONLY
a7al2q_dc1c21325947e011,index_close|open_interest_value_mean,weak_or_unclassified,unclassified_generator_ingredient,False,False,False,False,DIAGNOSTIC_ONLY
a7al2q_49efe90cdbba3cb4,open_interest_value_mean|trade_close,weak_or_unclassified,unclassified_generator_ingredient,False,False,False,False,DIAGNOSTIC_ONLY
a7al2q_aca9b7474d873a12,mark_close|open_interest_value_last,risk_defense_only,risk_exposure_or_control_like|unclassified_generator_ingredient,False,False,False,False,DIAGNOSTIC_ONLY
a7al2q_2f878e40c54d3826,open_interest_value_last|trade_close,risk_defense_only,risk_exposure_or_control_like|unclassified_generator_ingredient,False,False,False,False,DIAGNOSTIC_ONLY
a7al2q_d9cf7791e8c45339,open_interest_last|trade_close,risk_defense_only,risk_exposure_or_control_like|unclassified_generator_ingredient,False,False,False,False,DIAGNOSTIC_ONLY
a7al2q_04a48f633fdabeee,open_interest_value_last|trade_close,risk_defense_only,risk_exposure_or_control_like|unclassified_generator_ingredient,False,False,False,False,DIAGNOSTIC_ONLY
a7al2q_99e58136f2710cf9,open_interest_value_mean|trade_close,weak_or_unclassified,unclassified_generator_ingredient,False,False,False,False,DIAGNOSTIC_ONLY
a7al2q_fa0b4da4d986dbe2,open_interest_mean|trade_close,weak_or_unclassified,unclassified_generator_ingredient,False,False,False,False,DIAGNOSTIC_ONLY
a7al2q_a6cc6bbfdd0e67a6,index_close|open_interest_value_last,risk_defense_only,risk_exposure_or_control_like|unclassified_generator_ingredient,False,False,False,False,DIAGNOSTIC_ONLY
a7al2q_31f5d3a5247710e9,open_interest_value_mean|trade_close,weak_or_unclassified,unclassified_generator_ingredient,False,False,False,False,DIAGNOSTIC_ONLY
a7al2q_ea4006a1a405adf6,mark_close|open_interest_value_mean,weak_or_unclassified,unclassified_generator_ingredient,False,False,False,False,DIAGNOSTIC_ONLY
a7al2q_217230c6d672bfb4,mark_close|open_interest_value_mean,weak_or_unclassified,unclassified_generator_ingredient,False,False,False,False,DIAGNOSTIC_ONLY
a7al2q_6dfd07a309438ace,mark_close|open_interest_mean,weak_or_unclassified,unclassified_generator_ingredient,False,False,False,False,DIAGNOSTIC_ONLY
a7al2q_bc1a66885b1d00c8,index_close|open_interest_last,risk_defense_only,risk_exposure_or_control_like|unclassified_generator_ingredient,False,False,False,False,DIAGNOSTIC_ONLY
a7al2q_5fabc15cf0c774e7,open_interest_last|trade_close,risk_defense_only,risk_exposure_or_control_like|unclassified_generator_ingredient,False,False,False,False,DIAGNOSTIC_ONLY
a7al2q_8de9281c28588193,mark_close|open_interest_last,risk_defense_only,risk_exposure_or_control_like|unclassified_generator_ingredient,False,False,False,False,DIAGNOSTIC_ONLY
a7al2q_e1d813e48ed3cfd4,index_close|open_interest_value_mean,weak_or_unclassified,unclassified_generator_ingredient,False,False,False,False,DIAGNOSTIC_ONLY
a7al2q_3f75c45828c0d25e,index_close|open_interest_last,risk_defense_only,risk_exposure_or_control_like|unclassified_generator_ingredient,False,False,False,False,DIAGNOSTIC_ONLY
a7al2q_a70e78a4376e8eab,index_close|open_interest_value_mean,weak_or_unclassified,unclassified_generator_ingredient,False,False,False,False,DIAGNOSTIC_ONLY
a7al2q_39431d5bf57e29d7,index_close|open_interest_value_mean,weak_or_unclassified,unclassified_generator_ingredient,False,False,False,False,DIAGNOSTIC_ONLY
a7al2q_efdeb35b60aa6565,mark_close|open_interest_value_last,risk_defense_only,risk_exposure_or_control_like|unclassified_generator_ingredient,False,False,False,False,DIAGNOSTIC_ONLY
a7al2q_b86279137b36bfc5,open_interest_last|trade_close,risk_defense_only,risk_exposure_or_control_like|unclassified_generator_ingredient,False,False,False,False,DIAGNOSTIC_ONLY
a7al2q_3a55d9db37b7b245,open_interest_value_mean|trade_close,weak_or_unclassified,unclassified_generator_ingredient,False,False,False,False,DIAGNOSTIC_ONLY
a7al2q_6ab8f38207f38d79,mark_close|open_interest_value_last,risk_defense_only,risk_exposure_or_control_like|unclassified_generator_ingredient,False,False,False,False,DIAGNOSTIC_ONLY
a7al2q_eb64f69df12c56b2,mark_close|open_interest_value_mean,weak_or_unclassified,unclassified_generator_ingredient,False,False,False,False,DIAGNOSTIC_ONLY
a7al2q_6ff8e92c38b3d945,index_close|open_interest_value_mean,weak_or_unclassified,unclassified_generator_ingredient,False,False,False,False,DIAGNOSTIC_ONLY
a7al2q_8a0ed7f5c5042b4f,index_close|open_interest_value_mean,weak_or_unclassified,unclassified_generator_ingredient,False,False,False,False,DIAGNOSTIC_ONLY
a7al2q_39e611eb43838d5c,mark_close|open_interest_value_mean,weak_or_unclassified,unclassified_generator_ingredient,False,False,False,False,DIAGNOSTIC_ONLY
a7al2q_308a28f01cd70853,open_interest_value_mean|trade_close,weak_or_unclassified,unclassified_generator_ingredient,False,False,False,False,DIAGNOSTIC_ONLY
a7al2q_0eeed811d92a8ff3,index_close|open_interest_value_last,risk_defense_only,risk_exposure_or_control_like|unclassified_generator_ingredient,False,False,False,False,DIAGNOSTIC_ONLY
a7al2q_5684f80b8b4e16f0,mark_close|open_interest_last,risk_defense_only,risk_exposure_or_control_like|unclassified_generator_ingredient,False,False,False,False,DIAGNOSTIC_ONLY
a7al2q_3ce1e06c12b8db9b,index_close|open_interest_last,risk_defense_only,risk_exposure_or_control_like|unclassified_generator_ingredient,False,False,False,False,DIAGNOSTIC_ONLY
a7al2q_e88ed270cdb01d17,open_interest_mean|trade_close,weak_or_unclassified,unclassified_generator_ingredient,False,False,False,False,DIAGNOSTIC_ONLY
a7al2q_965e2fd405eaead0,index_close|open_interest_last,risk_defense_only,risk_exposure_or_control_like|unclassified_generator_ingredient,False,False,False,False,DIAGNOSTIC_ONLY
a7al2q_a56522aa35d99bef,index_close|open_interest_mean,weak_or_unclassified,unclassified_generator_ingredient,False,False,False,False,DIAGNOSTIC_ONLY
a7al2q_0e01949e069c6683,index_close|open_interest_mean,weak_or_unclassified,unclassified_generator_ingredient,False,False,False,False,DIAGNOSTIC_ONLY
a7al2q_b6f65fe2299ce59f,mark_close|open_interest_mean,weak_or_unclassified,unclassified_generator_ingredient,False,False,False,False,DIAGNOSTIC_ONLY
a7al2q_77f9b7ef76534181,index_close|open_interest_value_mean,weak_or_unclassified,unclassified_generator_ingredient,False,False,False,False,DIAGNOSTIC_ONLY
a7al2q_42629dda65268b3a,index_close|open_interest_value_mean,weak_or_unclassified,unclassified_generator_ingredient,False,False,False,False,DIAGNOSTIC_ONLY
