source_row_ordinal,repo_ref,commit_sha,run_id,data_release,evidence_role,superseded,authoritative_now,field_name,field_family,base_classification,formula_provenance_status,formula_evidence,base_dependency_set,canonical_information_axis,axis_resolution_status,static_independence_status,unit_signature,window_family,nested_derivation_depth,algebraic_equivalence,monotonic_rank_equivalence_risk,scope_restrictions,generator_enabled,runtime_loaded,mapping_status,lineage_status,audit_notes
24,main@09ac397c61b0b462497e9a8c0ea84981cc6a93f9,09ac397c61b0b462497e9a8c0ea84981cc6a93f9,NOT_APPLICABLE_STATIC_AUDIT,STATIC_HASHED_INVENTORY_NO_NUMERIC_DATA,STATIC_FEATURE_SPACE_QUALIFICATION,false,true,agg_notional_10k_100k,activity_liquidity,FORMULA_PROVENANCE_UNRESOLVED,REGISTRY_ONLY_FORMULA_EXTERNAL,feature_lineage_ledger.csv:REGISTRY_RECOVERED_FORMULA_DETAIL_EXTERNAL,UNRESOLVED::agg_notional_10k_100k,UNRESOLVED::agg_notional_10k_100k,UNRESOLVED_FORMULA_OR_SEMANTICS,NOT_IDENTIFIABLE_STATICALLY,QUOTE_NOTIONAL,1H_AGGREGATE,-1,NONE_PROVEN,NONE_PROVEN,"STATIC_ONLY_NOT_CURRENT_RUNTIME_LOADED;core3_available_rows_only;symbol_scope=BTCUSDT,ETHUSDT,SOLUSDT;available_lag_bars=1",true,false,STATIC_ONLY,REGISTRY_RECOVERED_FORMULA_DETAIL_EXTERNAL,"classification is structural only; no numeric values, returns, selectors, or performance artifacts were read"
25,main@09ac397c61b0b462497e9a8c0ea84981cc6a93f9,09ac397c61b0b462497e9a8c0ea84981cc6a93f9,NOT_APPLICABLE_STATIC_AUDIT,STATIC_HASHED_INVENTORY_NO_NUMERIC_DATA,STATIC_FEATURE_SPACE_QUALIFICATION,false,true,agg_notional_100k_1m,activity_liquidity,FORMULA_PROVENANCE_UNRESOLVED,REGISTRY_ONLY_FORMULA_EXTERNAL,feature_lineage_ledger.csv:REGISTRY_RECOVERED_FORMULA_DETAIL_EXTERNAL,UNRESOLVED::agg_notional_100k_1m,UNRESOLVED::agg_notional_100k_1m,UNRESOLVED_FORMULA_OR_SEMANTICS,NOT_IDENTIFIABLE_STATICALLY,QUOTE_NOTIONAL,1H_AGGREGATE,-1,NONE_PROVEN,NONE_PROVEN,"STATIC_ONLY_NOT_CURRENT_RUNTIME_LOADED;core3_available_rows_only;symbol_scope=BTCUSDT,ETHUSDT,SOLUSDT;available_lag_bars=1",true,false,STATIC_ONLY,REGISTRY_RECOVERED_FORMULA_DETAIL_EXTERNAL,"classification is structural only; no numeric values, returns, selectors, or performance artifacts were read"
26,main@09ac397c61b0b462497e9a8c0ea84981cc6a93f9,09ac397c61b0b462497e9a8c0ea84981cc6a93f9,NOT_APPLICABLE_STATIC_AUDIT,STATIC_HASHED_INVENTORY_NO_NUMERIC_DATA,STATIC_FEATURE_SPACE_QUALIFICATION,false,true,agg_notional_gt_1m,activity_liquidity,FORMULA_PROVENANCE_UNRESOLVED,REGISTRY_ONLY_FORMULA_EXTERNAL,feature_lineage_ledger.csv:REGISTRY_RECOVERED_FORMULA_DETAIL_EXTERNAL,UNRESOLVED::agg_notional_gt_1m,UNRESOLVED::agg_notional_gt_1m,UNRESOLVED_FORMULA_OR_SEMANTICS,NOT_IDENTIFIABLE_STATICALLY,QUOTE_NOTIONAL,1H_AGGREGATE,-1,NONE_PROVEN,NONE_PROVEN,"STATIC_ONLY_NOT_CURRENT_RUNTIME_LOADED;core3_available_rows_only;symbol_scope=BTCUSDT,ETHUSDT,SOLUSDT;available_lag_bars=1",true,false,STATIC_ONLY,REGISTRY_RECOVERED_FORMULA_DETAIL_EXTERNAL,"classification is structural only; no numeric values, returns, selectors, or performance artifacts were read"
27,main@09ac397c61b0b462497e9a8c0ea84981cc6a93f9,09ac397c61b0b462497e9a8c0ea84981cc6a93f9,NOT_APPLICABLE_STATIC_AUDIT,STATIC_HASHED_INVENTORY_NO_NUMERIC_DATA,STATIC_FEATURE_SPACE_QUALIFICATION,false,true,agg_first_agg_trade_id,other,INTEGRITY_METADATA,REGISTRY_ONLY_METADATA_FORMULA_EXTERNAL,feature_lineage_ledger.csv:REGISTRY_RECOVERED_FORMULA_DETAIL_EXTERNAL,UNRESOLVED::agg_first_agg_trade_id,INTEGRITY_TRADE_BOUNDARY_METADATA,RESOLVED_NON_ALPHA_METADATA,NOT_IDENTIFIABLE_STATICALLY,IDENTIFIER,1H_AGGREGATE,-1,NON_ALPHA_METADATA,HIGH_METADATA_MISUSE_RISK,"STATIC_ONLY_NOT_CURRENT_RUNTIME_LOADED;core3_available_rows_only;symbol_scope=BTCUSDT,ETHUSDT,SOLUSDT;available_lag_bars=1;MUST_NOT_BE_TREATED_AS_ALPHA_WITHOUT_EXPLICIT_SEMANTIC_JUSTIFICATION",true,false,STATIC_ONLY,REGISTRY_RECOVERED_FORMULA_DETAIL_EXTERNAL,"classification is structural only; no numeric values, returns, selectors, or performance artifacts were read"
28,main@09ac397c61b0b462497e9a8c0ea84981cc6a93f9,09ac397c61b0b462497e9a8c0ea84981cc6a93f9,NOT_APPLICABLE_STATIC_AUDIT,STATIC_HASHED_INVENTORY_NO_NUMERIC_DATA,STATIC_FEATURE_SPACE_QUALIFICATION,false,true,agg_last_agg_trade_id,other,INTEGRITY_METADATA,REGISTRY_ONLY_METADATA_FORMULA_EXTERNAL,feature_lineage_ledger.csv:REGISTRY_RECOVERED_FORMULA_DETAIL_EXTERNAL,UNRESOLVED::agg_last_agg_trade_id,INTEGRITY_TRADE_BOUNDARY_METADATA,RESOLVED_NON_ALPHA_METADATA,NOT_IDENTIFIABLE_STATICALLY,IDENTIFIER,1H_AGGREGATE,-1,NON_ALPHA_METADATA,HIGH_METADATA_MISUSE_RISK,"STATIC_ONLY_NOT_CURRENT_RUNTIME_LOADED;core3_available_rows_only;symbol_scope=BTCUSDT,ETHUSDT,SOLUSDT;available_lag_bars=1;MUST_NOT_BE_TREATED_AS_ALPHA_WITHOUT_EXPLICIT_SEMANTIC_JUSTIFICATION",true,false,STATIC_ONLY,REGISTRY_RECOVERED_FORMULA_DETAIL_EXTERNAL,"classification is structural only; no numeric values, returns, selectors, or performance artifacts were read"
29,main@09ac397c61b0b462497e9a8c0ea84981cc6a93f9,09ac397c61b0b462497e9a8c0ea84981cc6a93f9,NOT_APPLICABLE_STATIC_AUDIT,STATIC_HASHED_INVENTORY_NO_NUMERIC_DATA,STATIC_FEATURE_SPACE_QUALIFICATION,false,true,agg_first_transact_time_ms,other,INTEGRITY_METADATA,REGISTRY_ONLY_METADATA_FORMULA_EXTERNAL,feature_lineage_ledger.csv:REGISTRY_RECOVERED_FORMULA_DETAIL_EXTERNAL,UNRESOLVED::agg_first_transact_time_ms,INTEGRITY_TRADE_BOUNDARY_METADATA,RESOLVED_NON_ALPHA_METADATA,NOT_IDENTIFIABLE_STATICALLY,TIMESTAMP_MS,1H_AGGREGATE,-1,NON_ALPHA_METADATA,HIGH_METADATA_MISUSE_RISK,"STATIC_ONLY_NOT_CURRENT_RUNTIME_LOADED;core3_available_rows_only;symbol_scope=BTCUSDT,ETHUSDT,SOLUSDT;available_lag_bars=1;MUST_NOT_BE_TREATED_AS_ALPHA_WITHOUT_EXPLICIT_SEMANTIC_JUSTIFICATION",true,false,STATIC_ONLY,REGISTRY_RECOVERED_FORMULA_DETAIL_EXTERNAL,"classification is structural only; no numeric values, returns, selectors, or performance artifacts were read"
30,main@09ac397c61b0b462497e9a8c0ea84981cc6a93f9,09ac397c61b0b462497e9a8c0ea84981cc6a93f9,NOT_APPLICABLE_STATIC_AUDIT,STATIC_HASHED_INVENTORY_NO_NUMERIC_DATA,STATIC_FEATURE_SPACE_QUALIFICATION,false,true,agg_last_transact_time_ms,other,INTEGRITY_METADATA,REGISTRY_ONLY_METADATA_FORMULA_EXTERNAL,feature_lineage_ledger.csv:REGISTRY_RECOVERED_FORMULA_DETAIL_EXTERNAL,UNRESOLVED::agg_last_transact_time_ms,INTEGRITY_TRADE_BOUNDARY_METADATA,RESOLVED_NON_ALPHA_METADATA,NOT_IDENTIFIABLE_STATICALLY,TIMESTAMP_MS,1H_AGGREGATE,-1,NON_ALPHA_METADATA,HIGH_METADATA_MISUSE_RISK,"STATIC_ONLY_NOT_CURRENT_RUNTIME_LOADED;core3_available_rows_only;symbol_scope=BTCUSDT,ETHUSDT,SOLUSDT;available_lag_bars=1;MUST_NOT_BE_TREATED_AS_ALPHA_WITHOUT_EXPLICIT_SEMANTIC_JUSTIFICATION",true,false,STATIC_ONLY,REGISTRY_RECOVERED_FORMULA_DETAIL_EXTERNAL,"classification is structural only; no numeric values, returns, selectors, or performance artifacts were read"
31,main@09ac397c61b0b462497e9a8c0ea84981cc6a93f9,09ac397c61b0b462497e9a8c0ea84981cc6a93f9,NOT_APPLICABLE_STATIC_AUDIT,STATIC_HASHED_INVENTORY_NO_NUMERIC_DATA,STATIC_FEATURE_SPACE_QUALIFICATION,false,true,agg_high_price,price_microstructure,RAW_OBSERVATION,CURRENT_BUILDER_SOURCE_COLUMN_DECLARATION,scripts/crypto_a7ai0r_core12_aggtrades_unified_feature_build.py:50-79,agg_high_price,TRADE_PRICE_PATH,RESOLVED_SOURCE_SEMANTICS_FORMULA_EXTERNAL,NOT_IDENTIFIABLE_STATICALLY,QUOTE_PER_BASE_PRICE,1H_AGGREGATE,0,NONE_PROVEN,NONE_PROVEN,"STATIC_ONLY_NOT_CURRENT_RUNTIME_LOADED;core3_available_rows_only;symbol_scope=BTCUSDT,ETHUSDT,SOLUSDT;available_lag_bars=1",true,false,STATIC_ONLY,REGISTRY_RECOVERED_FORMULA_DETAIL_EXTERNAL,"classification is structural only; no numeric values, returns, selectors, or performance artifacts were read"
32,main@09ac397c61b0b462497e9a8c0ea84981cc6a93f9,09ac397c61b0b462497e9a8c0ea84981cc6a93f9,NOT_APPLICABLE_STATIC_AUDIT,STATIC_HASHED_INVENTORY_NO_NUMERIC_DATA,STATIC_FEATURE_SPACE_QUALIFICATION,false,true,agg_low_price,price_microstructure,RAW_OBSERVATION,CURRENT_BUILDER_SOURCE_COLUMN_DECLARATION,scripts/crypto_a7ai0r_core12_aggtrades_unified_feature_build.py:50-79,agg_low_price,TRADE_PRICE_PATH,RESOLVED_SOURCE_SEMANTICS_FORMULA_EXTERNAL,NOT_IDENTIFIABLE_STATICALLY,QUOTE_PER_BASE_PRICE,1H_AGGREGATE,0,NONE_PROVEN,NONE_PROVEN,"STATIC_ONLY_NOT_CURRENT_RUNTIME_LOADED;core3_available_rows_only;symbol_scope=BTCUSDT,ETHUSDT,SOLUSDT;available_lag_bars=1",true,false,STATIC_ONLY,REGISTRY_RECOVERED_FORMULA_DETAIL_EXTERNAL,"classification is structural only; no numeric values, returns, selectors, or performance artifacts were read"
33,main@09ac397c61b0b462497e9a8c0ea84981cc6a93f9,09ac397c61b0b462497e9a8c0ea84981cc6a93f9,NOT_APPLICABLE_STATIC_AUDIT,STATIC_HASHED_INVENTORY_NO_NUMERIC_DATA,STATIC_FEATURE_SPACE_QUALIFICATION,false,true,agg_price_std,price_microstructure,RAW_OBSERVATION,CURRENT_BUILDER_SOURCE_COLUMN_DECLARATION,scripts/crypto_a7ai0r_core12_aggtrades_unified_feature_build.py:50-79,agg_price_std,TRADE_PRICE_PATH,RESOLVED_SOURCE_SEMANTICS_FORMULA_EXTERNAL,NOT_IDENTIFIABLE_STATICALLY,QUOTE_PER_BASE_PRICE,1H_AGGREGATE,0,NONE_PROVEN,NONE_PROVEN,"STATIC_ONLY_NOT_CURRENT_RUNTIME_LOADED;core3_available_rows_only;symbol_scope=BTCUSDT,ETHUSDT,SOLUSDT;available_lag_bars=1",true,false,STATIC_ONLY,REGISTRY_RECOVERED_FORMULA_DETAIL_EXTERNAL,"classification is structural only; no numeric values, returns, selectors, or performance artifacts were read"
34,main@09ac397c61b0b462497e9a8c0ea84981cc6a93f9,09ac397c61b0b462497e9a8c0ea84981cc6a93f9,NOT_APPLICABLE_STATIC_AUDIT,STATIC_HASHED_INVENTORY_NO_NUMERIC_DATA,STATIC_FEATURE_SPACE_QUALIFICATION,false,true,agg_max_trade_notional,activity_liquidity,RAW_OBSERVATION,CURRENT_BUILDER_SOURCE_COLUMN_DECLARATION,scripts/crypto_a7ai0r_core12_aggtrades_unified_feature_build.py:50-79,agg_max_trade_notional,EXECUTED_NOTIONAL,RESOLVED_SOURCE_SEMANTICS_FORMULA_EXTERNAL,NOT_IDENTIFIABLE_STATICALLY,QUOTE_NOTIONAL,1H_AGGREGATE,0,NONE_PROVEN,NONE_PROVEN,"STATIC_ONLY_NOT_CURRENT_RUNTIME_LOADED;core3_available_rows_only;symbol_scope=BTCUSDT,ETHUSDT,SOLUSDT;available_lag_bars=1",true,false,STATIC_ONLY,REGISTRY_RECOVERED_FORMULA_DETAIL_EXTERNAL,"classification is structural only; no numeric values, returns, selectors, or performance artifacts were read"
35,main@09ac397c61b0b462497e9a8c0ea84981cc6a93f9,09ac397c61b0b462497e9a8c0ea84981cc6a93f9,NOT_APPLICABLE_STATIC_AUDIT,STATIC_HASHED_INVENTORY_NO_NUMERIC_DATA,STATIC_FEATURE_SPACE_QUALIFICATION,false,true,agg_open_price,price_microstructure,RAW_OBSERVATION,CURRENT_BUILDER_SOURCE_COLUMN_DECLARATION,scripts/crypto_a7ai0r_core12_aggtrades_unified_feature_build.py:50-79,agg_open_price,TRADE_PRICE_PATH,RESOLVED_SOURCE_SEMANTICS_FORMULA_EXTERNAL,NOT_IDENTIFIABLE_STATICALLY,QUOTE_PER_BASE_PRICE,1H_AGGREGATE,0,NONE_PROVEN,NONE_PROVEN,"STATIC_ONLY_NOT_CURRENT_RUNTIME_LOADED;core3_available_rows_only;symbol_scope=BTCUSDT,ETHUSDT,SOLUSDT;available_lag_bars=1",true,false,STATIC_ONLY,REGISTRY_RECOVERED_FORMULA_DETAIL_EXTERNAL,"classification is structural only; no numeric values, returns, selectors, or performance artifacts were read"
36,main@09ac397c61b0b462497e9a8c0ea84981cc6a93f9,09ac397c61b0b462497e9a8c0ea84981cc6a93f9,NOT_APPLICABLE_STATIC_AUDIT,STATIC_HASHED_INVENTORY_NO_NUMERIC_DATA,STATIC_FEATURE_SPACE_QUALIFICATION,false,true,agg_close_price,price_microstructure,RAW_OBSERVATION,CURRENT_BUILDER_SOURCE_COLUMN_DECLARATION,scripts/crypto_a7ai0r_core12_aggtrades_unified_feature_build.py:50-79,agg_close_price,TRADE_PRICE_PATH,RESOLVED_SOURCE_SEMANTICS_FORMULA_EXTERNAL,NOT_IDENTIFIABLE_STATICALLY,QUOTE_PER_BASE_PRICE,1H_AGGREGATE,0,NONE_PROVEN,NONE_PROVEN,"STATIC_ONLY_NOT_CURRENT_RUNTIME_LOADED;core3_available_rows_only;symbol_scope=BTCUSDT,ETHUSDT,SOLUSDT;available_lag_bars=1",true,false,STATIC_ONLY,REGISTRY_RECOVERED_FORMULA_DETAIL_EXTERNAL,"classification is structural only; no numeric values, returns, selectors, or performance artifacts were read"
37,main@09ac397c61b0b462497e9a8c0ea84981cc6a93f9,09ac397c61b0b462497e9a8c0ea84981cc6a93f9,NOT_APPLICABLE_STATIC_AUDIT,STATIC_HASHED_INVENTORY_NO_NUMERIC_DATA,STATIC_FEATURE_SPACE_QUALIFICATION,false,true,agg_vwap,price_microstructure,RAW_OBSERVATION,CURRENT_BUILDER_SOURCE_COLUMN_DECLARATION,scripts/crypto_a7ai0r_core12_aggtrades_unified_feature_build.py:50-79,agg_vwap,TRADE_PRICE_PATH,RESOLVED_SOURCE_SEMANTICS_FORMULA_EXTERNAL,NOT_IDENTIFIABLE_STATICALLY,QUOTE_PER_BASE_PRICE,1H_AGGREGATE,0,NONE_PROVEN,NONE_PROVEN,"STATIC_ONLY_NOT_CURRENT_RUNTIME_LOADED;core3_available_rows_only;symbol_scope=BTCUSDT,ETHUSDT,SOLUSDT;available_lag_bars=1",true,false,STATIC_ONLY,REGISTRY_RECOVERED_FORMULA_DETAIL_EXTERNAL,"classification is structural only; no numeric values, returns, selectors, or performance artifacts were read"
38,main@09ac397c61b0b462497e9a8c0ea84981cc6a93f9,09ac397c61b0b462497e9a8c0ea84981cc6a93f9,NOT_APPLICABLE_STATIC_AUDIT,STATIC_HASHED_INVENTORY_NO_NUMERIC_DATA,STATIC_FEATURE_SPACE_QUALIFICATION,false,true,agg_buy_vwap,price_microstructure,RAW_OBSERVATION,CURRENT_BUILDER_SOURCE_COLUMN_DECLARATION,scripts/crypto_a7ai0r_core12_aggtrades_unified_feature_build.py:50-79,agg_buy_vwap,AGGRESSOR_SIDE_PRICE,RESOLVED_SOURCE_SEMANTICS_FORMULA_EXTERNAL,NOT_IDENTIFIABLE_STATICALLY,QUOTE_PER_BASE_PRICE,1H_AGGREGATE,0,SIDE_MIRROR_PAIR_WITH::agg_sell_vwap,MIRROR_DEPENDENCE_RISK_FORMULA_PROVENANCE_REQUIRED,"STATIC_ONLY_NOT_CURRENT_RUNTIME_LOADED;core3_available_rows_only;symbol_scope=BTCUSDT,ETHUSDT,SOLUSDT;available_lag_bars=1",true,false,STATIC_ONLY,REGISTRY_RECOVERED_FORMULA_DETAIL_EXTERNAL,"classification is structural only; no numeric values, returns, selectors, or performance artifacts were read"
39,main@09ac397c61b0b462497e9a8c0ea84981cc6a93f9,09ac397c61b0b462497e9a8c0ea84981cc6a93f9,NOT_APPLICABLE_STATIC_AUDIT,STATIC_HASHED_INVENTORY_NO_NUMERIC_DATA,STATIC_FEATURE_SPACE_QUALIFICATION,false,true,agg_sell_vwap,price_microstructure,RAW_OBSERVATION,CURRENT_BUILDER_SOURCE_COLUMN_DECLARATION,scripts/crypto_a7ai0r_core12_aggtrades_unified_feature_build.py:50-79,agg_sell_vwap,AGGRESSOR_SIDE_PRICE,RESOLVED_SOURCE_SEMANTICS_FORMULA_EXTERNAL,NOT_IDENTIFIABLE_STATICALLY,QUOTE_PER_BASE_PRICE,1H_AGGREGATE,0,SIDE_MIRROR_PAIR_WITH::agg_buy_vwap,MIRROR_DEPENDENCE_RISK_FORMULA_PROVENANCE_REQUIRED,"STATIC_ONLY_NOT_CURRENT_RUNTIME_LOADED;core3_available_rows_only;symbol_scope=BTCUSDT,ETHUSDT,SOLUSDT;available_lag_bars=1",true,false,STATIC_ONLY,REGISTRY_RECOVERED_FORMULA_DETAIL_EXTERNAL,"classification is structural only; no numeric values, returns, selectors, or performance artifacts were read"
40,main@09ac397c61b0b462497e9a8c0ea84981cc6a93f9,09ac397c61b0b462497e9a8c0ea84981cc6a93f9,NOT_APPLICABLE_STATIC_AUDIT,STATIC_HASHED_INVENTORY_NO_NUMERIC_DATA,STATIC_FEATURE_SPACE_QUALIFICATION,false,true,agg_avg_agg_trade_notional,activity_liquidity,NORMALIZED_REPRESENTATION,CURRENT_BUILDER_SOURCE_COLUMN_DECLARATION,scripts/crypto_a7ai0r_core12_aggtrades_unified_feature_build.py:50-79,agg_avg_agg_trade_notional,TRADE_SIZE_MEAN,RESOLVED_SOURCE_SEMANTICS_FORMULA_EXTERNAL,NOT_IDENTIFIABLE_STATICALLY,QUOTE_NOTIONAL,1H_AGGREGATE,1,NONE_PROVEN,NONE_PROVEN,"STATIC_ONLY_NOT_CURRENT_RUNTIME_LOADED;core3_available_rows_only;symbol_scope=BTCUSDT,ETHUSDT,SOLUSDT;available_lag_bars=1",true,false,STATIC_ONLY,REGISTRY_RECOVERED_FORMULA_DETAIL_EXTERNAL,"classification is structural only; no numeric values, returns, selectors, or performance artifacts were read"
41,main@09ac397c61b0b462497e9a8c0ea84981cc6a93f9,09ac397c61b0b462497e9a8c0ea84981cc6a93f9,NOT_APPLICABLE_STATIC_AUDIT,STATIC_HASHED_INVENTORY_NO_NUMERIC_DATA,STATIC_FEATURE_SPACE_QUALIFICATION,false,true,agg_avg_underlying_trade_notional,activity_liquidity,NORMALIZED_REPRESENTATION,CURRENT_BUILDER_SOURCE_COLUMN_DECLARATION,scripts/crypto_a7ai0r_core12_aggtrades_unified_feature_build.py:50-79,agg_avg_underlying_trade_notional,TRADE_SIZE_MEAN,RESOLVED_SOURCE_SEMANTICS_FORMULA_EXTERNAL,NOT_IDENTIFIABLE_STATICALLY,QUOTE_NOTIONAL,1H_AGGREGATE,1,NONE_PROVEN,NONE_PROVEN,"STATIC_ONLY_NOT_CURRENT_RUNTIME_LOADED;core3_available_rows_only;symbol_scope=BTCUSDT,ETHUSDT,SOLUSDT;available_lag_bars=1",true,false,STATIC_ONLY,REGISTRY_RECOVERED_FORMULA_DETAIL_EXTERNAL,"classification is structural only; no numeric values, returns, selectors, or performance artifacts were read"
42,main@09ac397c61b0b462497e9a8c0ea84981cc6a93f9,09ac397c61b0b462497e9a8c0ea84981cc6a93f9,NOT_APPLICABLE_STATIC_AUDIT,STATIC_HASHED_INVENTORY_NO_NUMERIC_DATA,STATIC_FEATURE_SPACE_QUALIFICATION,false,true,agg_volume_imbalance,flow,NORMALIZED_REPRESENTATION,CURRENT_BUILDER_SOURCE_COLUMN_DECLARATION,scripts/crypto_a7ai0r_core12_aggtrades_unified_feature_build.py:50-79,agg_volume_imbalance,AGGRESSOR_QUANTITY_FLOW,RESOLVED_SOURCE_SEMANTICS_FORMULA_EXTERNAL,NOT_IDENTIFIABLE_STATICALLY,DIMENSIONLESS,1H_AGGREGATE,1,NORMALIZED_REPRESENTATION_OF_PARENT_FLOW,MONOTONIC_DUPLICATION_RISK_NOT_PROVEN,"STATIC_ONLY_NOT_CURRENT_RUNTIME_LOADED;core3_available_rows_only;symbol_scope=BTCUSDT,ETHUSDT,SOLUSDT;available_lag_bars=1",true,false,STATIC_ONLY,REGISTRY_RECOVERED_FORMULA_DETAIL_EXTERNAL,"classification is structural only; no numeric values, returns, selectors, or performance artifacts were read"
43,main@09ac397c61b0b462497e9a8c0ea84981cc6a93f9,09ac397c61b0b462497e9a8c0ea84981cc6a93f9,NOT_APPLICABLE_STATIC_AUDIT,STATIC_HASHED_INVENTORY_NO_NUMERIC_DATA,STATIC_FEATURE_SPACE_QUALIFICATION,false,true,agg_buy_sell_notional_ratio,flow,NORMALIZED_REPRESENTATION,CURRENT_BUILDER_SOURCE_COLUMN_DECLARATION,scripts/crypto_a7ai0r_core12_aggtrades_unified_feature_build.py:50-79,agg_buy_sell_notional_ratio,AGGRESSOR_NOTIONAL_FLOW,RESOLVED_SOURCE_SEMANTICS_FORMULA_EXTERNAL,NOT_IDENTIFIABLE_STATICALLY,DIMENSIONLESS,1H_AGGREGATE,1,NORMALIZED_REPRESENTATION_OF_PARENT_FLOW,MONOTONIC_DUPLICATION_RISK_NOT_PROVEN,"STATIC_ONLY_NOT_CURRENT_RUNTIME_LOADED;core3_available_rows_only;symbol_scope=BTCUSDT,ETHUSDT,SOLUSDT;available_lag_bars=1",true,false,STATIC_ONLY,REGISTRY_RECOVERED_FORMULA_DETAIL_EXTERNAL,"classification is structural only; no numeric values, returns, selectors, or performance artifacts were read"
44,main@09ac397c61b0b462497e9a8c0ea84981cc6a93f9,09ac397c61b0b462497e9a8c0ea84981cc6a93f9,NOT_APPLICABLE_STATIC_AUDIT,STATIC_HASHED_INVENTORY_NO_NUMERIC_DATA,STATIC_FEATURE_SPACE_QUALIFICATION,false,true,agg_price_range_bps,price_microstructure,NORMALIZED_REPRESENTATION,CURRENT_BUILDER_SOURCE_COLUMN_DECLARATION,scripts/crypto_a7ai0r_core12_aggtrades_unified_feature_build.py:50-79,agg_price_range_bps,TRADE_PRICE_PATH,RESOLVED_SOURCE_SEMANTICS_FORMULA_EXTERNAL,NOT_IDENTIFIABLE_STATICALLY,BASIS_POINTS,1H_AGGREGATE,1,NONE_PROVEN,NONE_PROVEN,"STATIC_ONLY_NOT_CURRENT_RUNTIME_LOADED;core3_available_rows_only;symbol_scope=BTCUSDT,ETHUSDT,SOLUSDT;available_lag_bars=1",true,false,STATIC_ONLY,REGISTRY_RECOVERED_FORMULA_DETAIL_EXTERNAL,"classification is structural only; no numeric values, returns, selectors, or performance artifacts were read"
45,main@09ac397c61b0b462497e9a8c0ea84981cc6a93f9,09ac397c61b0b462497e9a8c0ea84981cc6a93f9,NOT_APPLICABLE_STATIC_AUDIT,STATIC_HASHED_INVENTORY_NO_NUMERIC_DATA,STATIC_FEATURE_SPACE_QUALIFICATION,false,true,agg_close_to_open_bps,price_microstructure,NORMALIZED_REPRESENTATION,CURRENT_BUILDER_SOURCE_COLUMN_DECLARATION,scripts/crypto_a7ai0r_core12_aggtrades_unified_feature_build.py:50-79,agg_close_to_open_bps,TRADE_PRICE_PATH,RESOLVED_SOURCE_SEMANTICS_FORMULA_EXTERNAL,NOT_IDENTIFIABLE_STATICALLY,BASIS_POINTS,1H_AGGREGATE,1,NONE_PROVEN,NONE_PROVEN,"STATIC_ONLY_NOT_CURRENT_RUNTIME_LOADED;core3_available_rows_only;symbol_scope=BTCUSDT,ETHUSDT,SOLUSDT;available_lag_bars=1",true,false,STATIC_ONLY,REGISTRY_RECOVERED_FORMULA_DETAIL_EXTERNAL,"classification is structural only; no numeric values, returns, selectors, or performance artifacts were read"
46,main@09ac397c61b0b462497e9a8c0ea84981cc6a93f9,09ac397c61b0b462497e9a8c0ea84981cc6a93f9,NOT_APPLICABLE_STATIC_AUDIT,STATIC_HASHED_INVENTORY_NO_NUMERIC_DATA,STATIC_FEATURE_SPACE_QUALIFICATION,false,true,agg_large_trade_count_100k_plus,large_trade,RAW_OBSERVATION,CURRENT_BUILDER_SOURCE_COLUMN_DECLARATION,scripts/crypto_a7ai0r_core12_aggtrades_unified_feature_build.py:50-79,agg_large_trade_count_100k_plus,LARGE_TRADE_INTENSITY,RESOLVED_SOURCE_SEMANTICS_FORMULA_EXTERNAL,NOT_IDENTIFIABLE_STATICALLY,COUNT,1H_AGGREGATE,0,NONE_PROVEN,NONE_PROVEN,"STATIC_ONLY_NOT_CURRENT_RUNTIME_LOADED;core3_available_rows_only;symbol_scope=BTCUSDT,ETHUSDT,SOLUSDT;available_lag_bars=1",true,false,STATIC_ONLY,REGISTRY_RECOVERED_FORMULA_DETAIL_EXTERNAL,"classification is structural only; no numeric values, returns, selectors, or performance artifacts were read"
47,main@09ac397c61b0b462497e9a8c0ea84981cc6a93f9,09ac397c61b0b462497e9a8c0ea84981cc6a93f9,NOT_APPLICABLE_STATIC_AUDIT,STATIC_HASHED_INVENTORY_NO_NUMERIC_DATA,STATIC_FEATURE_SPACE_QUALIFICATION,false,true,agg_large_notional_100k_plus,large_trade,RAW_OBSERVATION,CURRENT_BUILDER_SOURCE_COLUMN_DECLARATION,scripts/crypto_a7ai0r_core12_aggtrades_unified_feature_build.py:50-79,agg_large_notional_100k_plus,LARGE_TRADE_NOTIONAL,RESOLVED_SOURCE_SEMANTICS_FORMULA_EXTERNAL,NOT_IDENTIFIABLE_STATICALLY,QUOTE_NOTIONAL,1H_AGGREGATE,0,NONE_PROVEN,NONE_PROVEN,"STATIC_ONLY_NOT_CURRENT_RUNTIME_LOADED;core3_available_rows_only;symbol_scope=BTCUSDT,ETHUSDT,SOLUSDT;available_lag_bars=1",true,false,STATIC_ONLY,REGISTRY_RECOVERED_FORMULA_DETAIL_EXTERNAL,"classification is structural only; no numeric values, returns, selectors, or performance artifacts were read"
