panel_id,exact_identity,activation_identity,behaviour_cluster,economic_hypothesis,mechanism_id,proposal_id
main,exact-signal:12bdae3474b114a171606d5c,activation:66fb28ed445cc4d5b8662fa6,behaviour-cluster:3aa8753aa96d7cdd41881099,orthogonal_volatility,orthogonal_exile,epoch-candidate:34690a085aa51b18d5694a1d
main,exact-signal:12ca18ec4b61a37b9e154bea,activation:a9a0d1205504a1ce7e6a9def,behaviour-cluster:7f3ff7365b033a42639f29d9,relative_strength,cross_asset_confirmation,epoch-candidate:df5f905e3ef8861ba299a8d4
main,exact-signal:12e7ed18600bfb6162c73f32,activation:1af0cb765a3e1539482a9b72,behaviour-cluster:485c35df74009cf29b882cf3,state_transition,temporal_state_path,epoch-candidate:65ccc19c106786e5bb087262
main,exact-signal:12eb72cfc0469279aa9e2fcc,activation:d6ec40726db714efad046683,behaviour-cluster:101f479c8490eac30d1fabf0,volatility_compression_breakout,volatility_regime,epoch-candidate:fa1d662139293ffcac1d8f91
main,exact-signal:130588ffa7529ccb0e3e6c66,activation:e4671034fe315d694271a42a,behaviour-cluster:51b1b08052738c81f5a61416,aggressive_flow_exhaustion,taker_imbalance,epoch-candidate:4bbba67d7ad65aa47f90f7e6
main,exact-signal:136fdc3163cbc81b7e3a572d,activation:c2009f616940b0b9d1e3a421,behaviour-cluster:0817ada5804421a8cf1fab8a,oi_contraction_unwind,oi_inventory,epoch-candidate:24314d509cb36826520118cb
main,exact-signal:13b3e7c2a63c4051fd2b9aba,activation:5be0bde719213aff5598b910,behaviour-cluster:eb12f2d60ada8ad2ec113831,session_cross_section,session_time,epoch-candidate:9f243c6f530f782390bfc407
main,exact-signal:13c779c58a1212cbb87a90aa,activation:63c2d2bf8881813abcbd7462,behaviour-cluster:d57d10f7fd65e85daf745b1f,relative_strength,cross_asset_confirmation,epoch-candidate:839872eb610d5622ab5733a5
main,exact-signal:14032d91be8e40b23bd3dd77,activation:08444124b978150e2d5fc85e,behaviour-cluster:2bb7bd4a14e455d70e49b446,mark_index_dislocation,mark_index_deviation,epoch-candidate:7046b87517568f5a474b74b5
main,exact-signal:140be623d7f2e42001ad2c73,activation:b5923c1b5855bb5124b9fdad,behaviour-cluster:bbf5bd0fd67fb5d96dd62e94,session_cross_section,session_time,epoch-candidate:6f6303d0a093161a9cc67d4b
main,exact-signal:142d2b93ac3703a5a2ccdccd,activation:10b3f924ad40194014001127,behaviour-cluster:6a43f0bb35574b4cb210653c,orthogonal_flow,orthogonal_exile,epoch-candidate:2b6c597e2fddb0e0d11a093d
main,exact-signal:142fb3327de15be219da1f30,activation:ff62946755891336b7f58bb6,behaviour-cluster:40902b845a13f2474bfeee4d,oi_price_divergence,oi_inventory,epoch-candidate:48462aeef079a9cfcb5752b6
main,exact-signal:146df41c0f11c166ebc78579,activation:39c917a8334f5fa71c9444d9,behaviour-cluster:4a4571885e1b4cb34b3ac8a2,volatility_compression_breakout,volatility_regime,epoch-candidate:627f5e057746c343532e9e20
main,exact-signal:14ab1f4e6377459dd3a2b967,activation:bbed00c4ec65be4e2d56e745,behaviour-cluster:fb82ee3a4776ad15c9862d77,aggressive_flow_exhaustion,taker_imbalance,epoch-candidate:879e8b304724d38f49741f1d
main,exact-signal:14c0a7115e3b039c3a868ec5,activation:72441f850c99b9158e68abb8,behaviour-cluster:40138d9ea3a08d047d20826e,orthogonal_session,orthogonal_exile,epoch-candidate:0c7d3e536800ab4f0b7c0c1f
main,exact-signal:14fc625e15ece46d34cedab7,activation:9431a3464432ef64ad2f20d7,behaviour-cluster:8261d728e48a56e6d06c2311,volatility_compression_breakout,volatility_regime,epoch-candidate:8f342c7151eef1376fe8a3e9
main,exact-signal:14fc7634cde8d2f8512cc274,activation:15803232c05e635ed4641766,behaviour-cluster:055151d7039f3dbc40060910,volatility_burst_continuation,volatility_regime,epoch-candidate:7f73de0474e3ea5b64305f9b
main,exact-signal:1503c02bbd4e1d6b45232697,activation:95771f18f016618532ae7492,behaviour-cluster:1bad0fbedabfb033bd8ae446,volatility_compression_breakout,volatility_regime,epoch-candidate:7308fb87f2a1962d9717f5d1
main,exact-signal:1520d49eda86089606b5ca36,activation:f3edfae0a16c897b90817e25,behaviour-cluster:b9e7ff02dfd2c9090aff9cd6,volatility_compression_breakout,volatility_regime,epoch-candidate:b5766efef3ffb78b5efa0f46
main,exact-signal:15229f52c437a4724170b465,activation:5f38eb64891e91a89da604a4,behaviour-cluster:d10c0f2d891f12c73ab70cd9,volatility_mean_reversion,volatility_regime,epoch-candidate:e5a4302a9421d18fd37d02bd
main,exact-signal:153b5620c655ac10d87463ea,activation:c94f8dafd6606d9fc0ca6996,behaviour-cluster:2fe1c0bda8530dbbc206de13,market_confirmation,cross_asset_confirmation,epoch-candidate:a1a5e46867e594e45f404cf1
main,exact-signal:153e2df46a9ceec79ba8b6d4,activation:142d43ccf4338ee3c5518a5b,behaviour-cluster:1a036ff34425246bee08df7f,aggressive_flow_exhaustion,taker_imbalance,epoch-candidate:2d799b8ccf1a9df13bee4146
main,exact-signal:159cc887040379e47f343b12,activation:6980fe1ce9b13e4250a7d349,behaviour-cluster:98baf33c151cabb2b8712781,aggressive_flow_exhaustion,taker_imbalance,epoch-candidate:9d4ce6c5d0294fc1cb3a609e
main,exact-signal:15d4e4f458e0734c04265bd8,activation:2064545057503dd19c094103,behaviour-cluster:485c35df74009cf29b882cf3,oi_contraction_unwind,oi_inventory,epoch-candidate:d01aaa2d412995349e9869cd
main,exact-signal:15db0c593f685cfb0bb4eb54,activation:846bc22a826034d8420ddeab,behaviour-cluster:191147f4ea336700b01fde86,aggressive_flow_exhaustion,taker_imbalance,epoch-candidate:0e4c46f5f6a84b35285a8e7a
main,exact-signal:16095a3c9fe64e8d7e6d0d74,activation:18cbd6e3110535ed8578ddf8,behaviour-cluster:9268f9b41d5c8580169b8b25,volatility_mean_reversion,volatility_regime,epoch-candidate:3c19d6d82dd4e5b4ee2b6b3a
main,exact-signal:16641b82b2f27a89a273b18f,activation:f54f4f4afae22e6965351ef3,behaviour-cluster:7d5dbbc8455ecb0dbb845f49,oi_contraction_unwind,oi_inventory,epoch-candidate:056303cc03cb513b456b5c2e
main,exact-signal:16eb080ce1b154d1c1283652,activation:84f7168c846cbc29657dd823,behaviour-cluster:7d5dbbc8455ecb0dbb845f49,oi_contraction_unwind,oi_inventory,epoch-candidate:ac9902bbd821ab0238fcb6d8
main,exact-signal:1739728d5ce8d82cfa7bff0f,activation:04a35dd33222800e535388b4,behaviour-cluster:4ad6699187b452d140ccfae5,basis_funding_divergence,basis_dislocation_convergence,epoch-candidate:0f814a87f5fd06f561348096
main,exact-signal:175eeb74b6f854e2e21b9601,activation:9f59e4393340579fa10f7d17,behaviour-cluster:68c77a944fd0c4238243eb1e,new_mechanism_exile,orthogonal_exile,epoch-candidate:b482c028d82ab01ee349f39e
main,exact-signal:17755af76f7ae2c0dae9e84c,activation:67189ee5bf3e6190367d8135,behaviour-cluster:eacec1c7aacc7e5e381b5505,volatility_burst_continuation,volatility_regime,epoch-candidate:1c4941d323afd3881d94d453
main,exact-signal:179def872663808d15bf39b9,activation:4a89751576e32f7e09e04dbb,behaviour-cluster:1b289bc9ccc751e499bf8459,oi_price_divergence,oi_inventory,epoch-candidate:5373517d43b2f07be6e6abdc
main,exact-signal:17a231ec9fdf9070ff08034f,activation:0ad452cf00cee16847710ac9,behaviour-cluster:8044be7ab2c17b310b80c3a0,aggressive_flow_continuation,taker_imbalance,epoch-candidate:22b7771c646bde75b734de7c
main,exact-signal:17ee2b18eefd7b02005e60d9,activation:a4fa69000c3a48cbe61c7758,behaviour-cluster:5c5a7464ebbad04b18d25561,volatility_compression_breakout,volatility_regime,epoch-candidate:9f3c2c3b4e1dcbaa0ee08987
main,exact-signal:17f75a540ead56e47967a052,activation:417e8ec0007afe45058ae07f,behaviour-cluster:3093b691ac7663159d5dd5d1,state_transition,temporal_state_path,epoch-candidate:0a3b8869b769b4cb875f4340
main,exact-signal:1825ff7d76c58c7d340bd06b,activation:2fb35fc2b7fb4a540cd3f6db,behaviour-cluster:edf9764a1148d9ac989e9d72,session_cross_section,session_time,epoch-candidate:104f9ce48b7cf56d640cb8ae
main,exact-signal:1829708e9149bd8dc5a6dd21,activation:abe31f155714405963495887,behaviour-cluster:de6395e8fa0402cd52380a9f,oi_contraction_unwind,oi_inventory,epoch-candidate:30f8023005ebff9cba34970d
main,exact-signal:18949b76c97a2ec0334cd23f,activation:5cd0934bb3b6f262af566288,behaviour-cluster:f9180e364ef738cd834ac9c4,aggressive_flow_continuation,taker_imbalance,epoch-candidate:f8621f97bdb0a9c94b4bb2dd
main,exact-signal:192ccc7b0c3f59d12a8de1d8,activation:8b2f2838fe202b9ab334acfa,behaviour-cluster:e20098bbf31db83126e0a4df,aggressive_flow_continuation,taker_imbalance,epoch-candidate:dd186f6189d8c84f20f7159e
main,exact-signal:19545cd11074d2703d53abb4,activation:41091501af3de9ba82e3abd4,behaviour-cluster:65764e56c11bb2bc8fab9404,market_decoupling,cross_asset_confirmation,epoch-candidate:7b60c804a32f2149221d7536
main,exact-signal:196fb641cdbd5694f2bdc555,activation:b5c323ef16ec8c65ea2b88d9,behaviour-cluster:08d34de223ce14b0d9905482,aggressive_flow_exhaustion,taker_imbalance,epoch-candidate:ef80974cc23550f04eaef11c
main,exact-signal:198d8d8137a6232541d9455b,activation:2fb35fc2b7fb4a540cd3f6db,behaviour-cluster:055151d7039f3dbc40060910,aggressive_flow_continuation,taker_imbalance,epoch-candidate:41b2b92e4f0277f25f058f89
main,exact-signal:19bb4dd1280dd86866e64bfe,activation:91e48ab7814ff8331283da17,behaviour-cluster:bae9d94d0d4f38b08dd7a4e3,volatility_mean_reversion,volatility_regime,epoch-candidate:161bed692bf721fc718457a3
main,exact-signal:1a10a5cd6aee3cd7a1b027c1,activation:77d37e1e45d7a77e9ae02427,behaviour-cluster:7f3ff7365b033a42639f29d9,aggressive_flow_exhaustion,taker_imbalance,epoch-candidate:65f03fbee635db99898a65de
main,exact-signal:1a12e9e798212bfe88f7829f,activation:93112d1b35f4ce67ed9f0ffa,behaviour-cluster:fbce24b180a54764321b54a9,mark_index_convergence,mark_index_deviation,epoch-candidate:278de4f522be967acdf10a58
main,exact-signal:1a4062a54147ca3407c5005a,activation:513c260326f0f3732b3db2aa,behaviour-cluster:f2b026a73bfb741feb84d206,aggressive_flow_exhaustion,taker_imbalance,epoch-candidate:269ad216cca482cc08997213
main,exact-signal:1a41012c39d364257a94f22f,activation:837301d7843e12deb1757111,behaviour-cluster:4256d53bac5d078734648b2e,aggressive_flow_continuation,taker_imbalance,epoch-candidate:e4f5873c6aca18601d0c7523
main,exact-signal:1a4fd53d404bed7c00dc0609,activation:1ebf6325fc5445bc8a286c15,behaviour-cluster:2be7f6d4e5984c317dd05993,state_transition,temporal_state_path,epoch-candidate:c11c342516eb64ef3ea6bebe
main,exact-signal:1a91d0c0a7b1acde97ceb1ae,activation:5e0df133d44d83252b7821e1,behaviour-cluster:27d94a2806ee0078e366e59c,aggressive_flow_continuation,taker_imbalance,epoch-candidate:0188881ee6a3b6e5b7c5708e
main,exact-signal:1abbead62733792164779f04,activation:aa5916ffa66e871c347f7533,behaviour-cluster:9c16a2fc58b3a1bd44fb1712,relative_strength,cross_asset_confirmation,epoch-candidate:3de59d31999d90f2ec0b8a12
main,exact-signal:1afac5a62fb9fffac8bd8876,activation:cfd107d0afa542f33dac0ed7,behaviour-cluster:1e463fa88a04987d23ded9cc,orthogonal_flow,orthogonal_exile,epoch-candidate:4a0435edbb63180ff60e4066
main,exact-signal:1b1c72cb8affa17f36bd88e0,activation:db7e28ae72dc48c13355c74d,behaviour-cluster:484f3e1897305274d57e053d,market_decoupling,cross_asset_confirmation,epoch-candidate:00570870583edd4e7316d38e
main,exact-signal:1b4dac1fb1a61958761a9a76,activation:89ff208188af32ec2427a50c,behaviour-cluster:7840499f27e7c4d5328c60b0,oi_price_divergence,oi_inventory,epoch-candidate:c23cb25bca57d72557bd35fd
main,exact-signal:1b6dea54f7e42329a657f4cd,activation:846bc22a826034d8420ddeab,behaviour-cluster:7432e78a479f39fe105fb6eb,volatility_compression_breakout,volatility_regime,epoch-candidate:7d9ed059eda0cc93a8bb7aa6
main,exact-signal:1bb2fb22bd4249d542600afa,activation:f54f4f4afae22e6965351ef3,behaviour-cluster:7d5dbbc8455ecb0dbb845f49,oi_expansion_confirmation,oi_inventory,epoch-candidate:146ad3fa4c3a05e56055b0fd
main,exact-signal:1c10ac89b2c614294aff89b8,activation:d6ec40726db714efad046683,behaviour-cluster:187af4688d651abd1f447681,volatility_burst_continuation,volatility_regime,epoch-candidate:bb1d6d99b3a476a60dd99e0e
main,exact-signal:1c1f1ec9d573eea74eeac1b9,activation:2c4ecac5488f8e6b81c5649e,behaviour-cluster:902be0367f7aa731f8bca024,oi_expansion_confirmation,oi_inventory,epoch-candidate:7cfeb4522babf37f8418c24b
main,exact-signal:1c2631b40c7b845bd6c8907d,activation:cbf0c8cc018f028909f7e324,behaviour-cluster:9eb25fbfccbfc823c05e874b,path_shape_reversal,temporal_state_path,epoch-candidate:9382e64f7b0e1dbd46fd7f6c
main,exact-signal:1c3abd61816b28671b56508e,activation:f5a9077794c6eb4f103a16cd,behaviour-cluster:12b45c357cebc99519bfcef5,volatility_mean_reversion,volatility_regime,epoch-candidate:29fcefbc77126bb272d9b904
main,exact-signal:1c4b434e782535ee3ad224c8,activation:0f3f252e8c2beeaacddd2faf,behaviour-cluster:db1379c90efa77d6651cfe77,volatility_burst_continuation,volatility_regime,epoch-candidate:342e0c4254c030a63054dcb7
main,exact-signal:1c74be7b755b3657c7e6fe71,activation:d249c7b76b01b9f3dd48b70c,behaviour-cluster:c4e60850280b4a01612dabf9,aggressive_flow_continuation,taker_imbalance,epoch-candidate:ef98060c7d7770b8e73e3ca3
main,exact-signal:1c8c0b72a7ab281e9fcb43e4,activation:587351d3d4cbcdea04e97489,behaviour-cluster:c62983661827f66bde052d41,oi_price_divergence,oi_inventory,epoch-candidate:969b68246a0d8ab3b8c139b9
main,exact-signal:1ca4ff9f6dffc07fdbda9418,activation:f3a346d8a6844e82dc206d68,behaviour-cluster:a3f26c4bed44f56dcfd11d43,market_confirmation,cross_asset_confirmation,epoch-candidate:0f7a36fba741395df4c9ebbd
main,exact-signal:1cee474cb8d4b3ea25209308,activation:fab5318aab2165a23379af12,behaviour-cluster:2805db0fb0c186e66c765660,volatility_compression_breakout,volatility_regime,epoch-candidate:ec109dae256272d0a1579f6a
main,exact-signal:1d06443580f9f841cea23b74,activation:c3964ff5b9c3f9426056431a,behaviour-cluster:b9c4d1b024a738062c7f9721,orthogonal_volatility,orthogonal_exile,epoch-candidate:bf3450e26a9884c21e284eec
main,exact-signal:1d29b519e0c95063ecc02144,activation:8eaca1c27e23c27ca02d95f8,behaviour-cluster:4d694a78d3e173b9a5d6a96b,basis_funding_divergence,basis_dislocation_convergence,epoch-candidate:a1761323876d604ddcf30815
main,exact-signal:1d4ff006b0c1e8dbcef2c8c7,activation:1b315c695111a0eec8c8f097,behaviour-cluster:ff995c75205dbf79a2a4281b,state_duration,temporal_state_path,epoch-candidate:7cdafd152e4bdc5b9ce71694
main,exact-signal:1d7b0f7776cee00538619bc6,activation:91d63eaccc8fa5b7de2169ac,behaviour-cluster:191147f4ea336700b01fde86,state_duration,temporal_state_path,epoch-candidate:970f0d205f7fa49d3c439f60
main,exact-signal:1da3bfa45472b33a286f4461,activation:ec40d45c0b04cc88ff6cb150,behaviour-cluster:485c35df74009cf29b882cf3,volatility_mean_reversion,volatility_regime,epoch-candidate:01a1228c4d057a15ff0a25c6
main,exact-signal:1db0bd95694df9d7955b481e,activation:d6ec40726db714efad046683,behaviour-cluster:6afa501c722efedbb078642f,orthogonal_flow,orthogonal_exile,epoch-candidate:a2e86a41914d6c8c7e7c8d00
main,exact-signal:1dc0cc68af75c7bd4b8e97a0,activation:8e836a112b67aaab96641720,behaviour-cluster:b0e1d8bdee7fa3c3756cf6c8,funding_surprise_reversal,funding_dynamics,epoch-candidate:96d36f477a2e101c58413bce
main,exact-signal:1dd74cc653aeceec45b74e0e,activation:c38a57af9cd4c7ee398f7b84,behaviour-cluster:8d9255552b9b32429abbcb65,volatility_burst_continuation,volatility_regime,epoch-candidate:8b33853f1b9ff54cd13ecc25
main,exact-signal:1ddc7838ae7cd7d39a8a6ac6,activation:df1db5152c1ebb809d8fcf2f,behaviour-cluster:88c9308c38b39b23ed520a50,volatility_mean_reversion,volatility_regime,epoch-candidate:26f29754371c36fcef87bba3
main,exact-signal:1df62faa6132252f02a32532,activation:f3edfae0a16c897b90817e25,behaviour-cluster:a71460abf5c23b64efc01301,volatility_burst_continuation,volatility_regime,epoch-candidate:67ad247a19e7ab25c8fcfc0b
main,exact-signal:1e4df00365d5e3f3c195ac65,activation:8b386b783ebf8a14b8cde74a,behaviour-cluster:316a71e8a2103a6a51e7b8ea,new_mechanism_exile,orthogonal_exile,epoch-candidate:9eefb0bdd04f0225cf890f8d
main,exact-signal:1e677c95bdf2a17f780d9ef3,activation:8e9c2b42dac61ecd1dce3f57,behaviour-cluster:8a9e6a3d10b4520a6757d2af,mark_index_convergence,mark_index_deviation,epoch-candidate:20b81f0bb3b3d6bd7cb83b77
main,exact-signal:1e6788ec94768b48e18d5a51,activation:b5aaea0de2ddcea6817e9e36,behaviour-cluster:c78803a147ec535581b7e7f9,oi_expansion_confirmation,oi_inventory,epoch-candidate:071c1d3e9847b6955aaad6d1
main,exact-signal:1e819720e80db536534d4f64,activation:d21bfd8d5c0a2d2ea2d93726,behaviour-cluster:e96790139cc1d9e25da7c29c,volatility_compression_breakout,volatility_regime,epoch-candidate:28dc0ef1354d9debf370c3e0
main,exact-signal:1e8313df6d4e50a6a0334e23,activation:a4dab231dd0974f097026cb2,behaviour-cluster:98d4d8c26681d816894b213c,aggressive_flow_continuation,taker_imbalance,epoch-candidate:3f78efbfab7ba85d472bd87e
main,exact-signal:1f02c6880ef32672cc0a5ec4,activation:7dd90d51f1b8a6111f975e19,behaviour-cluster:3b01a017d80a740590fea3ad,session_transition,session_time,epoch-candidate:b36f79cd468d85b8864f6ced
main,exact-signal:1f14ba98b7c3b8e103fcd20d,activation:e1a7ad76cef28cf359d4c1c2,behaviour-cluster:191147f4ea336700b01fde86,aggressive_flow_exhaustion,taker_imbalance,epoch-candidate:90ffdf5866e84c8e85e97031
main,exact-signal:1fbfc3601444a2b561610983,activation:a71ba40091592d2a1033616b,behaviour-cluster:a17d5a8519edc76ecc659fac,mark_index_dislocation,mark_index_deviation,epoch-candidate:ddd4d3fcd628707342b525d7
main,exact-signal:1fc9800fb1a7e4cef32d875f,activation:2da5f9b1798283352f6e4e3a,behaviour-cluster:3e3d5dfdb1aa21319b1a119f,aggressive_flow_exhaustion,taker_imbalance,epoch-candidate:64f95f7f78d01a3c671751d3
main,exact-signal:1fd4ccdeaaa6f05f4339ccee,activation:15803232c05e635ed4641766,behaviour-cluster:2fafe54935c55f834a674acc,funding_surprise_reversal,funding_dynamics,epoch-candidate:009b58202e621e6d639ff5e9
main,exact-signal:201469444f5dd93a9b019402,activation:512bf4a39b003b5a83296560,behaviour-cluster:06b1fcac54eb94884c12de76,new_mechanism_exile,orthogonal_exile,epoch-candidate:54a4535af8d1aad1aceccace
main,exact-signal:202fb4fa1d4cf85d0ccdcfe9,activation:c8d62af9296b04bf0d0d3837,behaviour-cluster:82dbab48e6e5d757498d74ed,mark_index_dislocation,mark_index_deviation,epoch-candidate:3679c7913e6be24dd23fe0eb
main,exact-signal:20530a9cac4798c23fdcb630,activation:0ad452cf00cee16847710ac9,behaviour-cluster:9c390611cef28f7345ec2a17,aggressive_flow_exhaustion,taker_imbalance,epoch-candidate:ef0d07581d30788daec3699c
main,exact-signal:206135f81352d381187cfe9b,activation:c258c952efdc4e3a4b103bc4,behaviour-cluster:73a2dd97442b30e7e5842d93,oi_contraction_unwind,oi_inventory,epoch-candidate:5f8fadeb7db68ae06c7ba636
main,exact-signal:207333743b26072b0e5dec51,activation:6dcb09748d554512f06b494f,behaviour-cluster:1199aea26e110bd7e6431895,market_decoupling,cross_asset_confirmation,epoch-candidate:25785b598fac3a85914295c7
main,exact-signal:20c6eb0012368d63c7d34f7e,activation:11f99cf92430c2416d01ebf3,behaviour-cluster:36fbf39b30c0dcc057af18c7,aggressive_flow_exhaustion,taker_imbalance,epoch-candidate:3d65590809219c536996497b
main,exact-signal:20d2a082313ea7eab18d3fa8,activation:14b532c29875d2954e182fa2,behaviour-cluster:c11749af0bbe32590cb556f1,mark_index_convergence,mark_index_deviation,epoch-candidate:01ffb1060f473f8e39fc4f47
main,exact-signal:215f14dd4513acf4997ff04e,activation:80ca504724aa281ffb5038c0,behaviour-cluster:492f9214cd7d2d9f96878eb7,market_confirmation,cross_asset_confirmation,epoch-candidate:0567b2faed2754b8d32cf0ab
main,exact-signal:217a2a08b5ee99f63578d865,activation:62a23240224f1a6d61d39c6f,behaviour-cluster:815367518808b7345a4389b9,market_decoupling,cross_asset_confirmation,epoch-candidate:06b80ffbe43e657bb34e1508
main,exact-signal:219fb5e1765af43bb1317ca2,activation:846bc22a826034d8420ddeab,behaviour-cluster:33b8495846c87120dd46663c,volatility_compression_breakout,volatility_regime,epoch-candidate:9e5cec9619256da57b00158c
main,exact-signal:21c07958b36aa816008da2d7,activation:99dd4553c1a4114b967329d3,behaviour-cluster:a13edef583f6e71e207b02ab,aggressive_flow_exhaustion,taker_imbalance,epoch-candidate:e9b36d5dc6d015c4915e3d2e
main,exact-signal:21ca503d6d9c5437ca390308,activation:cbc0c64d740203a321dea0be,behaviour-cluster:d5a57b207bc5d331426753ca,path_shape_reversal,temporal_state_path,epoch-candidate:9dd71a37ea58eddf6201ca7c
main,exact-signal:21dee1725bbad7a7b0e7767b,activation:4a360e88ddb79240a8ff16e0,behaviour-cluster:b9ad7b69e8566a89cbf4dd94,mark_index_convergence,mark_index_deviation,epoch-candidate:18d344faadcfdd509667f8de
main,exact-signal:225e7263cd824c72b18efc71,activation:f3edfae0a16c897b90817e25,behaviour-cluster:0bdc6f9bcbdf3f6ff5197352,volatility_mean_reversion,volatility_regime,epoch-candidate:4574f10213ee8a0b8ebba814
main,exact-signal:226afa5807dfad834450eacb,activation:5f38eb64891e91a89da604a4,behaviour-cluster:2d8267ae6f806ece516fc6c4,session_cross_section,session_time,epoch-candidate:6dd5689b28b644759d67da45
main,exact-signal:228a919cef88e7e6fb4b430f,activation:6af7134552d0dcf975775dc2,behaviour-cluster:7e99ef761a00cc55a5607780,oi_contraction_unwind,oi_inventory,epoch-candidate:84b022bc1a243c4483e7c68e
main,exact-signal:228abac1ad979325cdad1645,activation:358a793689ec8397c41790d0,behaviour-cluster:0b8abb516dafec1c80fe2e74,oi_price_divergence,oi_inventory,epoch-candidate:05e06834613e1dddce75ca47
main,exact-signal:22b36289683de1da108db1c8,activation:01d0318e295d6cf4ed0a936e,behaviour-cluster:ed9d9a0dd5ec90dc7820078e,aggressive_flow_continuation,taker_imbalance,epoch-candidate:5227284aae000007eca03942
main,exact-signal:22e17950378a0f7abdf000af,activation:8ded333c090420aadf4b4895,behaviour-cluster:4fa99117487869302d2c3590,state_duration,temporal_state_path,epoch-candidate:d1c2e04e8e2624a883bf9ece
main,exact-signal:2320bb7734149fbe500face2,activation:fa16f71e0cebeb1940b5a94c,behaviour-cluster:f2f85c86f8b81e348b96e2a3,aggressive_flow_exhaustion,taker_imbalance,epoch-candidate:9ff151dff1a7068d6aa6bd91
main,exact-signal:23ca686c6a5254fc700344da,activation:fa790b3f931451e83723bbee,behaviour-cluster:2ff537bc4f3ff66d48656ad4,volatility_compression_breakout,volatility_regime,epoch-candidate:c212b13f2d4c289c48295a4a
main,exact-signal:23d3321802af578c6676646b,activation:846bc22a826034d8420ddeab,behaviour-cluster:44e26cbba602b4597f2553f6,aggressive_flow_exhaustion,taker_imbalance,epoch-candidate:be7ff4640b7f1066b48c088b
main,exact-signal:23f98addb13181b50fb9d686,activation:8b1587cf7944e5b065b66418,behaviour-cluster:6e92faefe5dc42c3509066c9,orthogonal_volatility,orthogonal_exile,epoch-candidate:833413af41fcf44cd2397a0c
main,exact-signal:23fe658890f6e995c80779fc,activation:c38a57af9cd4c7ee398f7b84,behaviour-cluster:009cc99821d3e29ce39350d4,aggressive_flow_exhaustion,taker_imbalance,epoch-candidate:04cfbacc7362e7ee2ec0aad9
main,exact-signal:241652e44500ff91b9b56204,activation:f09ba10eeb1c5b513fd297d0,behaviour-cluster:74b537025f9d372789ee5a76,oi_price_divergence,oi_inventory,epoch-candidate:b10ceecec88119556952363f
main,exact-signal:242f5f25e625c8605f8b1f59,activation:32a2e1b46c3ab10a7bb5022b,behaviour-cluster:ea69a1850af4f1919e47c510,orthogonal_flow,orthogonal_exile,epoch-candidate:48ca53f0c53751d1dba42010
main,exact-signal:2442754507cb00db6f0d9f29,activation:a76d32bca58761a355628e2f,behaviour-cluster:2d8267ae6f806ece516fc6c4,basis_funding_divergence,basis_dislocation_convergence,epoch-candidate:4d04ba641fa3a0e0e6e818e4
main,exact-signal:24652f2d2bfcefc4d14a0f87,activation:e0f14ec7d84cab760c0bc187,behaviour-cluster:ed9d9a0dd5ec90dc7820078e,volatility_compression_breakout,volatility_regime,epoch-candidate:a5aaaedde38273e3228832ff
main,exact-signal:246dcdd77e1900255ddb47b8,activation:f09e7664f7d6a096653336b5,behaviour-cluster:1f879b81c78569c512c4bc52,volatility_compression_breakout,volatility_regime,epoch-candidate:ec4a133441b3928464b550a1
main,exact-signal:247d52db708b3ba838b03d23,activation:b3340be5d1ade649cf2cbb98,behaviour-cluster:2138dfb7f9f658fa0306ecc7,basis_convergence,basis_dislocation_convergence,epoch-candidate:b5b805dd8b1a5fc5b50665e1
main,exact-signal:24ca4a93bf9644eba51f3fe6,activation:736baa37e89ac52ec75e5970,behaviour-cluster:3d9b493176e765f80f96f9c6,volatility_burst_continuation,volatility_regime,epoch-candidate:25568aa63d0cb0578e5b8694
main,exact-signal:24ff8023a839bee0deb0e97c,activation:c2981671071e4d15e41caab6,behaviour-cluster:e927b709d809242b13dbc946,relative_strength,cross_asset_confirmation,epoch-candidate:a1e66bdc1ea164e743339fa1
main,exact-signal:2513489b427b15d41358f384,activation:0319c6e26bf143629473ae22,behaviour-cluster:78c96a230309c1c4bc4eff61,market_confirmation,cross_asset_confirmation,epoch-candidate:431505e25bc48d82cb824f1b
main,exact-signal:252abf77ddec8d88e299d734,activation:d249c7b76b01b9f3dd48b70c,behaviour-cluster:2ee9b031556f6007cf859f19,volatility_compression_breakout,volatility_regime,epoch-candidate:dcd8e34283964a1082f608ef
main,exact-signal:257c1cf9b4b1bde981126543,activation:5f38eb64891e91a89da604a4,behaviour-cluster:2d8267ae6f806ece516fc6c4,relative_strength,cross_asset_confirmation,epoch-candidate:63dc36f7040aafb8ee240479
main,exact-signal:258380a1f6ff2d158f6d0b73,activation:15803232c05e635ed4641766,behaviour-cluster:55e83fa84a28dbcf09376995,mark_index_convergence,mark_index_deviation,epoch-candidate:2d7a0b312f859fb8683c6bca
main,exact-signal:25d8f45d3d439d95c371a62b,activation:e0f14ec7d84cab760c0bc187,behaviour-cluster:236cfc95fa3bafb4e9543829,volatility_mean_reversion,volatility_regime,epoch-candidate:a874d4e891c2e2ec58a262f1
main,exact-signal:25e19119644426996510bed3,activation:8ef2dd91e06437d04e4c76a0,behaviour-cluster:191147f4ea336700b01fde86,session_transition,session_time,epoch-candidate:27d46185251b48d3c9982852
main,exact-signal:269fea73402e675a25577955,activation:c49e0ce7555aca2019349bfc,behaviour-cluster:54446809819255cac915f031,new_mechanism_exile,orthogonal_exile,epoch-candidate:7f9628e929b123f6a254f94e
