row_type,source,name,primitive_id,canonical_id,legacy_id,authority_status,compatibility_status,canonical_semantics,canonical_implementation,input_domain,output_domain,window_semantics,warm_up_rule,missing_value_rule,activation_semantics,event_state_assumptions,expected_invariants,deprecated_aliases,repo_ref,verified_branch,source_commit_sha,accepted_closure_tag,accepted_closure_sha,evidence_scope,market_data_read,sealed_data_read,economic_increment_claimed,canonical_authority
LEGACY_ALIAS,temporal_program,Delta,legacy.temporal.delta.v1,Delta,legacy.temporal.delta.v1,DEPRECATED_EXACT_COMPATIBILITY,EXACT_PARITY,,,,,,,,,,,,repair/crypto-instrument-capability-20260715@1d8f76e6b07db3e3c13abb9f7d8230de08e50f58,repair/crypto-instrument-capability-20260715,1d8f76e6b07db3e3c13abb9f7d8230de08e50f58,crypto-frontier-provenance-closure-20260714,4726795f61052470d56e2d1475e4f6da9d262943,DETERMINISTIC_SYNTHETIC_CAPABILITY_ONLY,False,False,False,alphafactory_crypto.instrument_capability.primitives.evaluate_primitive
LEGACY_ALIAS,temporal_program,Duration,legacy.temporal.active_run_length.v1,Duration,legacy.temporal.active_run_length.v1,CONDITIONAL_COMPATIBILITY,CONDITIONAL_PARITY_FINITE_SEGMENT,,,,,,,,,,,,repair/crypto-instrument-capability-20260715@1d8f76e6b07db3e3c13abb9f7d8230de08e50f58,repair/crypto-instrument-capability-20260715,1d8f76e6b07db3e3c13abb9f7d8230de08e50f58,crypto-frontier-provenance-closure-20260714,4726795f61052470d56e2d1475e4f6da9d262943,DETERMINISTIC_SYNTHETIC_CAPABILITY_ONLY,False,False,False,alphafactory_crypto.instrument_capability.primitives.evaluate_primitive
LEGACY_ALIAS,temporal_program,EventWindow,legacy.temporal.active_state_count_partial.v1,EventWindow,legacy.temporal.active_state_count_partial.v1,DEPRECATED,EXPECTED_SEMANTIC_CHANGE,,,,,,,,,,,,repair/crypto-instrument-capability-20260715@1d8f76e6b07db3e3c13abb9f7d8230de08e50f58,repair/crypto-instrument-capability-20260715,1d8f76e6b07db3e3c13abb9f7d8230de08e50f58,crypto-frontier-provenance-closure-20260714,4726795f61052470d56e2d1475e4f6da9d262943,DETERMINISTIC_SYNTHETIC_CAPABILITY_ONLY,False,False,False,alphafactory_crypto.instrument_capability.primitives.evaluate_primitive
LEGACY_ALIAS,temporal_program,FirstHit,legacy.temporal.raw_state_rising_pulse.v1,FirstHit,legacy.temporal.raw_state_rising_pulse.v1,DEPRECATED,LEGACY_BEHAVIOR_DEPRECATED_COLLAPSED_ALIAS,,,,,,,,,,,,repair/crypto-instrument-capability-20260715@1d8f76e6b07db3e3c13abb9f7d8230de08e50f58,repair/crypto-instrument-capability-20260715,1d8f76e6b07db3e3c13abb9f7d8230de08e50f58,crypto-frontier-provenance-closure-20260714,4726795f61052470d56e2d1475e4f6da9d262943,DETERMINISTIC_SYNTHETIC_CAPABILITY_ONLY,False,False,False,alphafactory_crypto.instrument_capability.primitives.evaluate_primitive
LEGACY_ALIAS,temporal_program,LastHit,legacy.temporal.last_active_coordinate.v1,LastHit,legacy.temporal.last_active_coordinate.v1,DEPRECATED,EXPECTED_SEMANTIC_CHANGE,,,,,,,,,,,,repair/crypto-instrument-capability-20260715@1d8f76e6b07db3e3c13abb9f7d8230de08e50f58,repair/crypto-instrument-capability-20260715,1d8f76e6b07db3e3c13abb9f7d8230de08e50f58,crypto-frontier-provenance-closure-20260714,4726795f61052470d56e2d1475e4f6da9d262943,DETERMINISTIC_SYNTHETIC_CAPABILITY_ONLY,False,False,False,alphafactory_crypto.instrument_capability.primitives.evaluate_primitive
LEGACY_ALIAS,temporal_program,MultiScaleRelation,legacy.temporal.multiscale_mean_difference.v1,MultiScaleRelation,legacy.temporal.multiscale_mean_difference.v1,DEPRECATED_EXACT_COMPATIBILITY,EXACT_PARITY,,,,,,,,,,,,repair/crypto-instrument-capability-20260715@1d8f76e6b07db3e3c13abb9f7d8230de08e50f58,repair/crypto-instrument-capability-20260715,1d8f76e6b07db3e3c13abb9f7d8230de08e50f58,crypto-frontier-provenance-closure-20260714,4726795f61052470d56e2d1475e4f6da9d262943,DETERMINISTIC_SYNTHETIC_CAPABILITY_ONLY,False,False,False,alphafactory_crypto.instrument_capability.primitives.evaluate_primitive
LEGACY_ALIAS,temporal_program,PathShape,legacy.temporal.path_thirds_contrast.v1,PathShape,legacy.temporal.path_thirds_contrast.v1,DEPRECATED_EXACT_COMPATIBILITY,EXACT_PARITY,,,,,,,,,,,,repair/crypto-instrument-capability-20260715@1d8f76e6b07db3e3c13abb9f7d8230de08e50f58,repair/crypto-instrument-capability-20260715,1d8f76e6b07db3e3c13abb9f7d8230de08e50f58,crypto-frontier-provenance-closure-20260714,4726795f61052470d56e2d1475e4f6da9d262943,DETERMINISTIC_SYNTHETIC_CAPABILITY_ONLY,False,False,False,alphafactory_crypto.instrument_capability.primitives.evaluate_primitive
LEGACY_ALIAS,temporal_program,Persistence,legacy.temporal.raw_state_persistence.v1,Persistence,legacy.temporal.raw_state_persistence.v1,CONDITIONAL_COMPATIBILITY,CONDITIONAL_PARITY_FINITE_FULL_WINDOW,,,,,,,,,,,,repair/crypto-instrument-capability-20260715@1d8f76e6b07db3e3c13abb9f7d8230de08e50f58,repair/crypto-instrument-capability-20260715,1d8f76e6b07db3e3c13abb9f7d8230de08e50f58,crypto-frontier-provenance-closure-20260714,4726795f61052470d56e2d1475e4f6da9d262943,DETERMINISTIC_SYNTHETIC_CAPABILITY_ONLY,False,False,False,alphafactory_crypto.instrument_capability.primitives.evaluate_primitive
LEGACY_ALIAS,temporal_program,Slope,legacy.temporal.ols_slope.v1,Slope,legacy.temporal.ols_slope.v1,DEPRECATED_EXACT_COMPATIBILITY,EXACT_PARITY,,,,,,,,,,,,repair/crypto-instrument-capability-20260715@1d8f76e6b07db3e3c13abb9f7d8230de08e50f58,repair/crypto-instrument-capability-20260715,1d8f76e6b07db3e3c13abb9f7d8230de08e50f58,crypto-frontier-provenance-closure-20260714,4726795f61052470d56e2d1475e4f6da9d262943,DETERMINISTIC_SYNTHETIC_CAPABILITY_ONLY,False,False,False,alphafactory_crypto.instrument_capability.primitives.evaluate_primitive
LEGACY_ALIAS,temporal_program,StateAge,legacy.temporal.active_run_length.v1,StateAge,legacy.temporal.active_run_length.v1,DEPRECATED,LEGACY_BEHAVIOR_DEPRECATED_COLLAPSED_ALIAS,,,,,,,,,,,,repair/crypto-instrument-capability-20260715@1d8f76e6b07db3e3c13abb9f7d8230de08e50f58,repair/crypto-instrument-capability-20260715,1d8f76e6b07db3e3c13abb9f7d8230de08e50f58,crypto-frontier-provenance-closure-20260714,4726795f61052470d56e2d1475e4f6da9d262943,DETERMINISTIC_SYNTHETIC_CAPABILITY_ONLY,False,False,False,alphafactory_crypto.instrument_capability.primitives.evaluate_primitive
LEGACY_ALIAS,temporal_program,TimeSince,legacy.temporal.age_since_active_sample.v1,TimeSince,legacy.temporal.age_since_active_sample.v1,DEPRECATED,EXPECTED_SEMANTIC_CHANGE,,,,,,,,,,,,repair/crypto-instrument-capability-20260715@1d8f76e6b07db3e3c13abb9f7d8230de08e50f58,repair/crypto-instrument-capability-20260715,1d8f76e6b07db3e3c13abb9f7d8230de08e50f58,crypto-frontier-provenance-closure-20260714,4726795f61052470d56e2d1475e4f6da9d262943,DETERMINISTIC_SYNTHETIC_CAPABILITY_ONLY,False,False,False,alphafactory_crypto.instrument_capability.primitives.evaluate_primitive
LEGACY_ALIAS,temporal_program,Transition,legacy.temporal.raw_state_rising_pulse.v1,Transition,legacy.temporal.raw_state_rising_pulse.v1,DEPRECATED,EXPECTED_SEMANTIC_CHANGE,,,,,,,,,,,,repair/crypto-instrument-capability-20260715@1d8f76e6b07db3e3c13abb9f7d8230de08e50f58,repair/crypto-instrument-capability-20260715,1d8f76e6b07db3e3c13abb9f7d8230de08e50f58,crypto-frontier-provenance-closure-20260714,4726795f61052470d56e2d1475e4f6da9d262943,DETERMINISTIC_SYNTHETIC_CAPABILITY_ONLY,False,False,False,alphafactory_crypto.instrument_capability.primitives.evaluate_primitive
