admission_policy,panel_id,proposal_id,rank,exact_identity,activation_identity,full_behaviour_cluster
GLOBAL_QUALITY,main,epoch-candidate:476e0f00946272c19548f472,313,exact-signal:628088e80520c9f19a740c2b,activation:df925a2cb5471197ae0db096,behaviour-cluster:0289ea2d3df6b72c6b8573e7
GLOBAL_QUALITY,main,epoch-candidate:1fba20878b03d13dcd463b03,314,exact-signal:a9e532a3fb38f0869ba316fd,activation:7e830e2cdc7dd2e68d35b265,behaviour-cluster:6cb0206bd23cfbe1dcd3c952
GLOBAL_QUALITY,main,epoch-candidate:5e9c503e7a5252889aef4792,315,exact-signal:6540ccda5c29c09bf636a960,activation:a7e2aba1b547e6bb5a5b4756,behaviour-cluster:9b49fc0faf29ef7cc7ecb06d
GLOBAL_QUALITY,main,epoch-candidate:002475b3ca9d12a8f79196ed,316,exact-signal:5fdfcc91a11277b21510a9f8,activation:1425644f57c9e3dacaacbfcc,behaviour-cluster:d184111abf1b14bcb6e685dc
GLOBAL_QUALITY,main,epoch-candidate:24f53186e5a4d4e8e5ff12ec,317,exact-signal:842d56576260e131a49a338c,activation:5f38eb64891e91a89da604a4,behaviour-cluster:0e28b0eaf20b804fbc276883
GLOBAL_QUALITY,main,epoch-candidate:0ad23f615f2c6a5f9d8dec75,318,exact-signal:b3e92d66bec5212db57a13f2,activation:69fd7639ad4510a5e34ee302,behaviour-cluster:11fa84386e0f58ff80b94582
GLOBAL_QUALITY,main,epoch-candidate:55c170361a26bb7b66b8ab07,319,exact-signal:8f7c44a51d1b22fa7cc4cf6b,activation:66463995958d9349c13ecbec,behaviour-cluster:cb86411a7e98a13e9228afa2
GLOBAL_QUALITY,main,epoch-candidate:14a95cb5d652a64edc64bb61,320,exact-signal:467101f607408cd359b804a9,activation:f42f667063df2ad3fcaa2ecb,behaviour-cluster:479d456cfca00de557268a04
GLOBAL_QUALITY,main,epoch-candidate:01fcf0c14a24b47916bcedb6,321,exact-signal:350ad824e2722a572722724d,activation:012c8721927c00e8ed6f21bb,behaviour-cluster:0bdc6f9bcbdf3f6ff5197352
GLOBAL_QUALITY,main,epoch-candidate:db0e76cf0e40b2228eeb754a,322,exact-signal:d2ca879bc719e074a3105ed1,activation:5744d5b57919c5500395ad34,behaviour-cluster:256c765a5d9c3b3374a1c1bd
GLOBAL_QUALITY,main,epoch-candidate:22f51b8793a0b54c44cd7254,323,exact-signal:6166c9a0a8dd06362e976fc9,activation:b13dfd277709ec6bc4b1c083,behaviour-cluster:5b06af0016d27d779ebfc5fd
GLOBAL_QUALITY,main,epoch-candidate:05e8a7942d4ccaa375ce6586,324,exact-signal:8d947644b2f9333714eb9362,activation:b0ca9c2f5b46505c50ce12bc,behaviour-cluster:effa8238a5754d9ed1cdc5eb
GLOBAL_QUALITY,main,epoch-candidate:ae5216033bb4432c51914d6d,325,exact-signal:e00f0bc1c30839c63a95bb36,activation:8ded333c090420aadf4b4895,behaviour-cluster:9736e188f87c8dd64e89ff74
GLOBAL_QUALITY,main,epoch-candidate:089089e76c8adff9b9c420ff,326,exact-signal:9d96dc6995e2ea154bbe9eb0,activation:5350910480ba3e3f6abb2488,behaviour-cluster:63c7092986271e94646c3fcc
GLOBAL_QUALITY,main,epoch-candidate:dd20517de66bfc8642fe9a74,327,exact-signal:dd23d2c1584ff6c9596afb8b,activation:5948eae9bb97c0c48857364f,behaviour-cluster:45ae25f609643a93c72f88bb
GLOBAL_QUALITY,main,epoch-candidate:0189ebfe61fe0f0f2d621009,328,exact-signal:82695e81900f30ad3dfecf80,activation:8ded333c090420aadf4b4895,behaviour-cluster:9736e188f87c8dd64e89ff74
GLOBAL_QUALITY,main,epoch-candidate:77daf1f2783a63f13d3e2f3f,329,exact-signal:c4482e1144b0fca5674b140c,activation:03357f92c98f5a7babd8c9cd,behaviour-cluster:75a1ad2dfd709966be3f2107
GLOBAL_QUALITY,main,epoch-candidate:32be70fd261dd01a221ef1fc,330,exact-signal:5a7acdfd3ebfa13da12bdb0c,activation:0ba143649cab7eb388fbb998,behaviour-cluster:960a698c0e75b3e7917df894
GLOBAL_QUALITY,main,epoch-candidate:d73ebda1e4cc135fbd68de60,331,exact-signal:aace0cda7aa40fc6c874e765,activation:efa7a663435b4aa9efa11f41,behaviour-cluster:6b7b56b18f3f186931abf556
GLOBAL_QUALITY,main,epoch-candidate:da4e26dc46de22fb93237963,332,exact-signal:6ed698e2e29aeaaaf9b031b2,activation:5b4e730a238203706bdebb6e,behaviour-cluster:b3cf37a2784eee771022bdd9
GLOBAL_QUALITY,main,epoch-candidate:8f68d7a9dadfeb4857214d0d,333,exact-signal:17f4be8577bbb82fdfcf580b,activation:481c7d11fe072ce85532ae97,behaviour-cluster:0d15b6916813e7af4d601909
GLOBAL_QUALITY,main,epoch-candidate:909fce7e9e9f01c9e47710a4,334,exact-signal:487a7b8f46deec685421912b,activation:846bc22a826034d8420ddeab,behaviour-cluster:7f3ff7365b033a42639f29d9
GLOBAL_QUALITY,main,epoch-candidate:62a1442132c2a2ece59e72e5,335,exact-signal:c2795d6f3b86a995c9f86d36,activation:3aeea209606fe86d5c9a613d,behaviour-cluster:3d0fb2119548bda62d0658d3
GLOBAL_QUALITY,main,epoch-candidate:1c3414ce7289fa1c97539943,336,exact-signal:5bdb483c4dc4dd791b51c9b4,activation:825542b0095e6aa01d5048fc,behaviour-cluster:5847a187e497d318a014fbea
GLOBAL_QUALITY,main,epoch-candidate:3f522b0b1e4b966385ab1a33,337,exact-signal:82655902573472c079138cfa,activation:8ded333c090420aadf4b4895,behaviour-cluster:2cc1c82b9d6e6d8056247f64
GLOBAL_QUALITY,main,epoch-candidate:5f048077066d46c47c971a1f,338,exact-signal:2b69f5a6d11d3465abb874ba,activation:b75b581b78f930e61e21115c,behaviour-cluster:aa18a72f00987582c3b0a7e0
GLOBAL_QUALITY,main,epoch-candidate:e9952832570cd5732849fe04,339,exact-signal:141307a4344d3f3d1faae23c,activation:a98a1ded9648d6f69fe130f0,behaviour-cluster:95254e5e2f3497eee5b32ac9
GLOBAL_QUALITY,main,epoch-candidate:65d728bb13d08442273e985f,340,exact-signal:afab8d2a6411fafe7f9ffe70,activation:28c9ced31474d6d8856eab09,behaviour-cluster:54dd04a7de58bb9a0a53e062
GLOBAL_QUALITY,main,epoch-candidate:818404301e360b086cd4ea2f,341,exact-signal:6b2e8a2692975115dcab9c68,activation:8ded333c090420aadf4b4895,behaviour-cluster:ecf9a3fde451d1cab96ca2bc
GLOBAL_QUALITY,main,epoch-candidate:90197661853f028ef0f9da05,342,exact-signal:6213428b4fd36b5ff9757f22,activation:050153f52ca8a2259958a54c,behaviour-cluster:2a6bfea9873ea6b7ac6aea07
GLOBAL_QUALITY,main,epoch-candidate:2bbefd82cfeccfa38d5247a2,343,exact-signal:315236ba4c6ca9bda58ec750,activation:8ded333c090420aadf4b4895,behaviour-cluster:2cc1c82b9d6e6d8056247f64
GLOBAL_QUALITY,main,epoch-candidate:2c92399c0e5b5d75f77e956e,344,exact-signal:efd8326afc820348734a7bb7,activation:51cf0bcddff8578ed39faeb1,behaviour-cluster:734ed918e6495746c26e7052
GLOBAL_QUALITY,main,epoch-candidate:2d1fdb8482fe23f3336b1457,345,exact-signal:f349cc16ec36d017c2f4689d,activation:5f1c8c5cdf183440efe7b977,behaviour-cluster:599adab2a8ca3275018d5d5c
GLOBAL_QUALITY,main,epoch-candidate:872a5eb2f51e366536e93bb0,346,exact-signal:05f3a94c12125305416f5189,activation:860d5e6922126c33be1de0f7,behaviour-cluster:eed86996c942524e765d009b
GLOBAL_QUALITY,main,epoch-candidate:996d871ebe7daf1559fdcdad,347,exact-signal:5e52d2042656db0e9f07973a,activation:655778ea7bbe74e1a9cc93b9,behaviour-cluster:53151013fd62f61517ebc4ae
GLOBAL_QUALITY,main,epoch-candidate:0c53912e65ec48b3a2890c36,348,exact-signal:6b83e983f2181a5c074d5951,activation:cbaaf1a571f46a9e5df136e4,behaviour-cluster:fe5694a04afe98f2e34573e2
GLOBAL_QUALITY,main,epoch-candidate:20a2a66d6cfcc0a0f7ebe545,349,exact-signal:781403ecce787cfe5fd162a6,activation:75dec760d07d94f576789541,behaviour-cluster:3a296836591b3858b2a09695
GLOBAL_QUALITY,main,epoch-candidate:0e4934ab9d8d29f8e7e2bb1a,350,exact-signal:a5d327eeeed51014a9d66e83,activation:c7863d48dd9b17c701a80ca9,behaviour-cluster:9736e188f87c8dd64e89ff74
GLOBAL_QUALITY,main,epoch-candidate:0b88cf05d01961918776546e,351,exact-signal:1d5a3e10f82a6bbf935f2ebe,activation:19340758a1734cc7c954da5d,behaviour-cluster:2192c017b2c82a4150111119
GLOBAL_QUALITY,main,epoch-candidate:1125d7b1aa2ed41b98bffb75,352,exact-signal:0f6708bd3e398f4943b2ba9e,activation:9f10a25c59f45500f956f6d2,behaviour-cluster:d525996c3e3972dc2da66b2b
GLOBAL_QUALITY,main,epoch-candidate:004b1b693d06ac95911756b9,353,exact-signal:98eda00d3f852da253a3412e,activation:b134b9f03be3a572ae90b213,behaviour-cluster:c56b77fc40951decddf7867e
GLOBAL_QUALITY,main,epoch-candidate:6eea60dcc07e03e25c5ac98f,354,exact-signal:b87a9c7f589fbc63112b7dfd,activation:6c7cc9ff9ade398137885292,behaviour-cluster:ed1ecf60a4b1537af27ce552
GLOBAL_QUALITY,main,epoch-candidate:7fccae8646cf3ce2fdc951ef,355,exact-signal:3615636c2aa932bf82ab1ddb,activation:6e2517292bb72b511e7555dd,behaviour-cluster:16354f19d1bc9bf42f05e657
GLOBAL_QUALITY,main,epoch-candidate:06be87c3f38334ab01dabcd3,356,exact-signal:2b1c19dfa5c2177e8864b0d5,activation:8ded333c090420aadf4b4895,behaviour-cluster:2cc1c82b9d6e6d8056247f64
GLOBAL_QUALITY,main,epoch-candidate:cfcc344e7fffd7d80577b289,357,exact-signal:0912e6dd0ebbf9190a8026d6,activation:6b4a436b15dbfa816d985909,behaviour-cluster:1f0b83bd31c9d94090f364d4
GLOBAL_QUALITY,main,epoch-candidate:0495c7900667080f626e0d10,358,exact-signal:198e556244d39ed9ec4e3715,activation:e2fa70e324e7fef942376d43,behaviour-cluster:2165beab79ec0008573f55ef
GLOBAL_QUALITY,main,epoch-candidate:3532d5f3f2a9efc58d5051fd,359,exact-signal:01273ec57148ae2904626013,activation:e0f53b64d6994a006bef5e55,behaviour-cluster:5f76f8f01a43096aa2d39ccb
GLOBAL_QUALITY,main,epoch-candidate:ab0e01bcd3533fd911af4079,360,exact-signal:2ba3578de3bd534dbc82e268,activation:d222f0851250d6b1179d5eba,behaviour-cluster:a5c1f1a62138d5144f9425cb
GLOBAL_QUALITY,main,epoch-candidate:4661075508cb203aa1f2683c,361,exact-signal:375a7e1373ee87b9dec0c3b5,activation:c49e0ce7555aca2019349bfc,behaviour-cluster:3d0fb2119548bda62d0658d3
GLOBAL_QUALITY,main,epoch-candidate:0971fef006980dd8e9bc4789,362,exact-signal:c2ed8d73d2ccfb6eadfb6177,activation:c62c90684f77541a70ef0225,behaviour-cluster:3f26959f98a269e6417fbf3e
GLOBAL_QUALITY,main,epoch-candidate:72c0e336b61ea365c907c52b,363,exact-signal:757aed3fef0508a205e4758d,activation:9aebf08a30d1fd1524715894,behaviour-cluster:8170db664b346f3829e9783c
GLOBAL_QUALITY,main,epoch-candidate:34ea1a7177acf95befea54fd,364,exact-signal:df1c376800bdd66cb6356ede,activation:e197e9ec6731fcffce108e21,behaviour-cluster:0c89aae1902c9c6d1d8fc926
GLOBAL_QUALITY,main,epoch-candidate:0d303d5cbb20a011b935a097,365,exact-signal:f7e93b077592a64fe849e2a9,activation:73f5413c783c8f75ec50d3bb,behaviour-cluster:c9fe9ad4c287d93d1d2b5d8d
GLOBAL_QUALITY,main,epoch-candidate:0216b322bfdfc1b619f650bc,366,exact-signal:6785db258af8fbb4291fa8b0,activation:cddc2bb833e6a069cbe9ddb1,behaviour-cluster:a835a9179cf2ca729f0829d4
GLOBAL_QUALITY,main,epoch-candidate:7691c5c2e3f4900ae4eac402,367,exact-signal:d6b7232d335eb26fa34ae145,activation:e0b65dfaff3d27da3fb563ac,behaviour-cluster:f3b1b3ca471509dea10d5bc7
GLOBAL_QUALITY,main,epoch-candidate:8206db6d1c68e645e684c77f,368,exact-signal:a93470342878fac860729ca8,activation:45309149856199a45c9810df,behaviour-cluster:fcf52548220d1d5d12dc823e
GLOBAL_QUALITY,main,epoch-candidate:322b755ef1eee2ec2a79d4a5,369,exact-signal:6ce2f87c00f6e2949181206d,activation:45e6237cad092bafec185826,behaviour-cluster:22dcfef19d7ad3ff1726d617
GLOBAL_QUALITY,main,epoch-candidate:728548f6ba8cf74f581bd00b,370,exact-signal:8b2334ea39ec10f26137a4b9,activation:5f38eb64891e91a89da604a4,behaviour-cluster:a92093198925317e9dc96192
GLOBAL_QUALITY,main,epoch-candidate:d088d9a29526b659b3c1fec7,371,exact-signal:7a757a40838097295e0514f0,activation:a7709a96823e1e605cac9d1b,behaviour-cluster:8b7e02cbefd3f1d8116a07cc
GLOBAL_QUALITY,main,epoch-candidate:cd4b33402012264171f36720,372,exact-signal:be357944b8d3ac11ce6f018e,activation:17b61d903caf1986dab6d8d3,behaviour-cluster:c688f75835351b5f293ca5b5
GLOBAL_QUALITY,main,epoch-candidate:13b03dbf3ea8709f9a8972e2,373,exact-signal:6ab1849fa340249d9a7fd32a,activation:6511409f17d4005b29260294,behaviour-cluster:a420672bdda6f8bc635d4833
GLOBAL_QUALITY,main,epoch-candidate:8b8f1a18924dff1345131459,374,exact-signal:e92337782fcea599165e6593,activation:2990522aae39529343c1ed2b,behaviour-cluster:bfd45763ae547a38fbfb49a3
GLOBAL_QUALITY,main,epoch-candidate:00dc779e3f84a88b9a52006f,375,exact-signal:a18b4661cc94d8c75a86051e,activation:ae79e3a4af9ba0500428c93b,behaviour-cluster:5b06af0016d27d779ebfc5fd
GLOBAL_QUALITY,main,epoch-candidate:ad909389a5a9011ebd2bedb6,376,exact-signal:7970d890f6be45f470ee32d7,activation:444eb68222b5536387d62152,behaviour-cluster:766a2ba24ae0d57f80ceb4b6
GLOBAL_QUALITY,main,epoch-candidate:416d703cfdf38219a89b7935,377,exact-signal:ea73b110fb793f9371ffdb68,activation:9a059eb4e11a5ceffe693480,behaviour-cluster:618729ea6276b2649e35e9c3
GLOBAL_QUALITY,main,epoch-candidate:34cd5a6c5f14936d3a6e0ab4,378,exact-signal:7b915faf4162833f85db480a,activation:a381a1b5c42ee66c84974472,behaviour-cluster:9736e188f87c8dd64e89ff74
GLOBAL_QUALITY,main,epoch-candidate:2e49904e75fe8359d6704dc5,379,exact-signal:e5ac499c885b4d2b0293daf5,activation:cddc2bb833e6a069cbe9ddb1,behaviour-cluster:2cc1c82b9d6e6d8056247f64
GLOBAL_QUALITY,main,epoch-candidate:6e7551f605fd293903e9ad1a,380,exact-signal:dbaa4bcb552e3cd0911bc41a,activation:ad23b3a7f0ff28ba4242e031,behaviour-cluster:0f5389b9b584a45fa136d28d
GLOBAL_QUALITY,main,epoch-candidate:096d9398eb44410734d43474,381,exact-signal:89c3bc3e04c5b5acaff12c17,activation:8ded333c090420aadf4b4895,behaviour-cluster:9736e188f87c8dd64e89ff74
GLOBAL_QUALITY,main,epoch-candidate:1830f6a4ce006f18b0aeaf14,382,exact-signal:3bc8de25ddc60983440787c7,activation:cddc2bb833e6a069cbe9ddb1,behaviour-cluster:8a5f26fc78d858a97a173387
GLOBAL_QUALITY,main,epoch-candidate:51bdcffb949b24b657bf4637,383,exact-signal:ef44bcc0bf1b3714cae97667,activation:132f2f5bb9af17bcf446eccb,behaviour-cluster:7edc08c58bc14a731cc4f647
GLOBAL_QUALITY,main,epoch-candidate:734c257be6fac214e7d74ccf,384,exact-signal:75b206d0e966508962807c37,activation:dbcc156998c96921dd0f5dc9,behaviour-cluster:5b06af0016d27d779ebfc5fd
GLOBAL_QUALITY,main,epoch-candidate:3c25d4799e4e58802035182d,385,exact-signal:448fd2264b355a7f9c6798fe,activation:105fa4f4b0102d8258a0d9d3,behaviour-cluster:2cc1c82b9d6e6d8056247f64
GLOBAL_QUALITY,main,epoch-candidate:8573a2d0c7ea9896d5a77378,386,exact-signal:f4e4f3f53554523fc295727f,activation:a1fdcf9d02ff31792581b55c,behaviour-cluster:246338bc97ede04ecbafa407
GLOBAL_QUALITY,main,epoch-candidate:2e2400f3c24eaf860f787ed0,387,exact-signal:8e66de1231c555919ab3b558,activation:b5baa345ccb2f68b47638ced,behaviour-cluster:5e05c6ac5d7962663d69a4a4
GLOBAL_QUALITY,main,epoch-candidate:369f4caa358044b18eb28137,388,exact-signal:e58a9d2396b10d692b18e800,activation:5f3d8852182bf9f1cdda15f1,behaviour-cluster:c53abd6040ba72e619376870
GLOBAL_QUALITY,main,epoch-candidate:169304cdc6fec815f3ebad7f,389,exact-signal:afb8ed42fe015102efd1be7a,activation:ea63cabffc5881d547ca52bf,behaviour-cluster:692fc114e0ba08c8da6f2234
GLOBAL_QUALITY,main,epoch-candidate:21c971796410b2bdb010b023,390,exact-signal:93449ba39fab12a00f7ebcaf,activation:a91a4bc45de38409a19c9955,behaviour-cluster:69d14f64e309992dd3db8f83
GLOBAL_QUALITY,main,epoch-candidate:1c4cad2454a06276442b5d99,391,exact-signal:c822216ea38bc4c093ed7b94,activation:c47578bb215767fa50291869,behaviour-cluster:c0afcb27632fb2729fcc2eef
GLOBAL_QUALITY,main,epoch-candidate:77413285e421ed42fafdfd56,392,exact-signal:93ab30e56334aa021dfa5109,activation:2e286b4b5f012f630940de9e,behaviour-cluster:2cc1c82b9d6e6d8056247f64
GLOBAL_QUALITY,main,epoch-candidate:3039e505794b7fb78bb8fd42,393,exact-signal:f4de0f3d7739ddbdad1cf030,activation:fab5318aab2165a23379af12,behaviour-cluster:2805db0fb0c186e66c765660
GLOBAL_QUALITY,main,epoch-candidate:7395d7e4c1cd45f872abd4dd,394,exact-signal:ce96c7ee24a4f563a30163e3,activation:b7226b5dfa3f29f232c8def6,behaviour-cluster:b6f24fa32b3609a94005d043
GLOBAL_QUALITY,main,epoch-candidate:c6fd4f8b9bb363b3c0705e76,395,exact-signal:d98c4cbf3c0e72e00c2e52a5,activation:8ded333c090420aadf4b4895,behaviour-cluster:ffb17e227166e7e5abedf685
GLOBAL_QUALITY,main,epoch-candidate:2f3c3d71a4753f13e8792f39,396,exact-signal:5240d5982e173a5b4bcccac7,activation:c07d84fb3629ff94e9d1acbd,behaviour-cluster:3e9667def0b8b671498b74d5
GLOBAL_QUALITY,main,epoch-candidate:627d3dd3a4486312a2e7f12f,397,exact-signal:0e502649e7656206b6c74915,activation:a56234449e5a473452c88e0e,behaviour-cluster:636f6f8cbe9d061fc16cbb9a
GLOBAL_QUALITY,main,epoch-candidate:8d5a9e8aba75c020d8282e75,398,exact-signal:c8fcca56f4bde21969db7cee,activation:8ed19130529876720aff2890,behaviour-cluster:6654666751300f50412af6d6
GLOBAL_QUALITY,main,epoch-candidate:08123bd26a0d175624690939,399,exact-signal:851b191d945c3d1cdeb5ca67,activation:8ded333c090420aadf4b4895,behaviour-cluster:2cc1c82b9d6e6d8056247f64
GLOBAL_QUALITY,main,epoch-candidate:7bcb38aeb8b92f1522a6c0c5,400,exact-signal:65b769a3f71fbb2929808af1,activation:a531af9e7bf42eae615f4881,behaviour-cluster:c513bf20422ff7ed0546f5d7
GLOBAL_QUALITY,main,epoch-candidate:4a54b4252f7ec65ad9fc3be5,401,exact-signal:fc779d5354ba393169c50c13,activation:46a06a8bbf48a244b629325c,behaviour-cluster:d167c21cc8d3c41e47e2253e
GLOBAL_QUALITY,main,epoch-candidate:e8dc202554626702800d74c9,402,exact-signal:9acf22d44e8286d5e5a2a878,activation:a381a1b5c42ee66c84974472,behaviour-cluster:9736e188f87c8dd64e89ff74
GLOBAL_QUALITY,main,epoch-candidate:92d182fd95ab98b9dda2ba3f,403,exact-signal:5b511ab5ccdaec2d4de3b971,activation:07ff1a7bf616514820520fbb,behaviour-cluster:ef4bb0d6cb44c3b806aaad26
GLOBAL_QUALITY,main,epoch-candidate:65ccb61d5d3134f7904139fe,404,exact-signal:c0e69bd4222d9de6ad195904,activation:91597ecc7826177040ddf655,behaviour-cluster:36a201f6cf434be59979d2e8
GLOBAL_QUALITY,main,epoch-candidate:96f1bca325829195e069dd09,405,exact-signal:9e3fa3cbd68b1a73705b7cc3,activation:1af48d78f5f1f5f6e07cbc89,behaviour-cluster:8a5f26fc78d858a97a173387
GLOBAL_QUALITY,main,epoch-candidate:f67224a09b0278a7dce4153e,406,exact-signal:166617572f15d14325d4172b,activation:f7fd5ab09058fe6002e1291e,behaviour-cluster:59dc14881e6c4a2f2c716378
GLOBAL_QUALITY,main,epoch-candidate:1c4d2f5a0220c1598a289194,407,exact-signal:0aae9e8fff2e3ab8c942348a,activation:2a04d87b0f395f0ea4b4060a,behaviour-cluster:a1f6fb35df6c1e1269fb4cb7
GLOBAL_QUALITY,main,epoch-candidate:1d0cc74bcbd2767d7835be34,408,exact-signal:df4bfbb66426450393c2f2ea,activation:ad656908074f010b9cf50c19,behaviour-cluster:75e115519a43407f874a83ac
GLOBAL_QUALITY,main,epoch-candidate:ebc719af9e911b5ec40e4d8c,409,exact-signal:ed111ab042938e7b599c2fa1,activation:481a84ea71c6978963c5b15b,behaviour-cluster:f5b8edd3cfb8b8ed0ea85f31
GLOBAL_QUALITY,main,epoch-candidate:cc2a675040dd48b1140a5c8c,410,exact-signal:327ddf41d24dff412398450d,activation:c38a57af9cd4c7ee398f7b84,behaviour-cluster:a92093198925317e9dc96192
GLOBAL_QUALITY,main,epoch-candidate:9b3bc8b45db94a3e5e9eed04,411,exact-signal:9092957422816282d51e6c17,activation:396eac956fb7bb9985313534,behaviour-cluster:f5461a4513e8220f707b7e61
GLOBAL_QUALITY,main,epoch-candidate:08ec601e7c81af00e35d1e1c,412,exact-signal:4091cdbff7a2021b1445b77c,activation:f9242abb78a0bb4f5223468b,behaviour-cluster:4eca8e9cd3c007e21c420f11
GLOBAL_QUALITY,main,epoch-candidate:68e119aba761c6ff06ce1bb2,413,exact-signal:a2fa1f941de17a0862301aa1,activation:4169dac6ead4395371e214a7,behaviour-cluster:a0ba310f127779da1df2d923
GLOBAL_QUALITY,main,epoch-candidate:66b95f89493fd270d3f7c927,414,exact-signal:4152c6949bc4fcb4fbbb1331,activation:f52df5990835b29cfab2d47e,behaviour-cluster:45663e1607430d868561810a
GLOBAL_QUALITY,main,epoch-candidate:2f19789664e93d894d5f53e5,415,exact-signal:9c97c0ddcdf90ceb05a41cc5,activation:2c21ad4de0d6c86a38349e27,behaviour-cluster:5bb1f58c66857e2678423fc5
GLOBAL_QUALITY,main,epoch-candidate:76888081537dd43aa5413bef,416,exact-signal:fd2de4bbba2282ef49b41042,activation:24ce6a484828e756df601fa1,behaviour-cluster:e793b1c0577da44643a7b74b
GLOBAL_QUALITY,main,epoch-candidate:c9d182c416fed8ae1f7fa37c,417,exact-signal:67c9b0226bfee802447d518e,activation:c38a57af9cd4c7ee398f7b84,behaviour-cluster:902be0367f7aa731f8bca024
GLOBAL_QUALITY,main,epoch-candidate:199f8e8052f94a0ee77ed5e3,418,exact-signal:39c01e4e8992f470dd348b9a,activation:d2298fff49666248d443fdb7,behaviour-cluster:e4f5b828ea50758ebf131132
GLOBAL_QUALITY,main,epoch-candidate:3aa90caf25d05cdcbf273a70,419,exact-signal:10526352d3c509104efd7cb4,activation:6ebb9b23c6a2860c09b620c6,behaviour-cluster:68e8e3c1b44a16ebda0134fe
GLOBAL_QUALITY,main,epoch-candidate:2cf9d57e96e5b52090e82406,420,exact-signal:d42bb7adab6dccface55b67a,activation:e2f161817023dfb0dfe3f465,behaviour-cluster:70b380254c5ada488423c42a
GLOBAL_QUALITY,main,epoch-candidate:007b2620d18e888187f5ce48,421,exact-signal:e4944dd129be355a07a84fbf,activation:8ded333c090420aadf4b4895,behaviour-cluster:9736e188f87c8dd64e89ff74
GLOBAL_QUALITY,main,epoch-candidate:242eeece2e0f69da1fc04dae,422,exact-signal:3155334d94d4c6ce9c48ee6a,activation:ab68ae260ce37c94b9a1e750,behaviour-cluster:9eb97308faf5623ea40a033d
GLOBAL_QUALITY,main,epoch-candidate:584ec5f5eb896e950fc66478,423,exact-signal:447b59be324bb9bbbce6674d,activation:13aa505fa5b46fe2619d5c1b,behaviour-cluster:8dc0d7c3e6ca9306eec60460
GLOBAL_QUALITY,main,epoch-candidate:4225a0b32d5bb462b39b4f43,424,exact-signal:8d699802f18cf0ec529e4bb1,activation:dbcc156998c96921dd0f5dc9,behaviour-cluster:b3cf37a2784eee771022bdd9
GLOBAL_QUALITY,main,epoch-candidate:2875f53a213216468a050ce9,425,exact-signal:9105cb3f68830cfdc579d57c,activation:a934d7f212dcf808ac3b9558,behaviour-cluster:3c93e8047d3d3bee02ee30c1
GLOBAL_QUALITY,main,epoch-candidate:00018125d39358b993f33b27,426,exact-signal:e5b15d8f797da84b9966780c,activation:8ded333c090420aadf4b4895,behaviour-cluster:9736e188f87c8dd64e89ff74
GLOBAL_QUALITY,main,epoch-candidate:3142172d19c621d87d3e4895,427,exact-signal:23ed35da3a8df8a8f742480d,activation:8408f5c711402935f7d172d0,behaviour-cluster:f5c3812368a9e7afa3154dc7
GLOBAL_QUALITY,main,epoch-candidate:098b8efe52e51f47de390d47,428,exact-signal:c733b03d28579e66fc33dfae,activation:dbcc156998c96921dd0f5dc9,behaviour-cluster:5b06af0016d27d779ebfc5fd
GLOBAL_QUALITY,main,epoch-candidate:98b67751d625456cb057dd75,429,exact-signal:616f4a97f19997d8bccb3ec1,activation:e05817a9ab9c3fe8925a050e,behaviour-cluster:15791d82e908da4d07a38666
GLOBAL_QUALITY,main,epoch-candidate:bd05c347fd8192c1cdce5f9f,430,exact-signal:6f823a1abcf36b1df49a8bea,activation:a381a1b5c42ee66c84974472,behaviour-cluster:2b51966b424e67be80272b3f
GLOBAL_QUALITY,main,epoch-candidate:04e2d3f921372a610f8dd317,431,exact-signal:cc3844055599a160285fa75b,activation:46fe5b5365608235f3b1d8ef,behaviour-cluster:790cc01d16fcad713b346abb
GLOBAL_QUALITY,main,epoch-candidate:6ed7ec4b77c97b2c20cf9f6b,432,exact-signal:a49d6505cdf44052bd22638f,activation:8ded333c090420aadf4b4895,behaviour-cluster:8a5f26fc78d858a97a173387
GLOBAL_QUALITY,main,epoch-candidate:3e6e754c81ea382b9095b8d8,433,exact-signal:9d811db98d98a744c8c246b9,activation:9d2b3e08754ba0adb326ca98,behaviour-cluster:7ca55633109f18cf7fb2436b
GLOBAL_QUALITY,main,epoch-candidate:937ecf387328af856dda8c1d,434,exact-signal:005e741dfeec1952f550dd7a,activation:4b699aa47562b4a8b19f0443,behaviour-cluster:a2429e63a7de4fbda1fafacd
GLOBAL_QUALITY,main,epoch-candidate:5525c6bd3f38cb3afb201911,435,exact-signal:4d1ea3ce884478827525bb0d,activation:2c4ecac5488f8e6b81c5649e,behaviour-cluster:51b1b08052738c81f5a61416
GLOBAL_QUALITY,main,epoch-candidate:642dcc6d9967e9fd295bc37d,436,exact-signal:1e0bbe7dbc4738f16931eb1c,activation:46853a16dbb30b6f375f3e0b,behaviour-cluster:b3cf37a2784eee771022bdd9
GLOBAL_QUALITY,main,epoch-candidate:0afc5e0666d5bb42fe02e72f,437,exact-signal:0463e06660bab066f0359141,activation:21f78dc2e4c67162657dc50d,behaviour-cluster:2195108119e57a4c24b45a98
GLOBAL_QUALITY,main,epoch-candidate:1fddba9051ed8d2ffef36b26,438,exact-signal:37231e227b8122ad501c53e0,activation:fcada723e08eee0f94fbeb3c,behaviour-cluster:daf4d4d98929d0185ae6aa2f
