blueprint_id,root_subgraph_id,expression,level,candidate_role,semantic_pair,motif,skeleton_key,production_key
a7ff55r3_8949a761b423444f,sg_11f6542aee0228bb,"SafeDiv(ZScore(Mean(taker_buy_quote_volume,4)),Abs(open_interest_last))",L2_repaired_typed_interaction,role_mixed_allowed,taker_flow_like|open_interest_like,safe_div_abs,skel_51c2bb588b20fa9e,prod_033a848c54f8d1d7
a7ff55r3_2ccd0a7a52050d94,sg_fe010a6ff01e78b8,"Mul(ZScore(ZScore(Mean(taker_buy_quote_volume,4))),Delta(Delta(open_interest_last,4),24))",L2_repaired_typed_interaction,role_mixed_allowed,taker_flow_like|open_interest_like,flow_x_leverage,skel_25002b82f6391056,prod_596534114cce7022
a7ff55r3_8ffc6f06ff0d4bd9,sg_d73abfb03d2a5331,"Mul(Delta(ZScore(Mean(taker_buy_quote_volume,4)),4),ZScore(Delta(open_interest_last,4)))",L2_repaired_typed_interaction,role_mixed_allowed,taker_flow_like|open_interest_like,relative_shock,skel_23c5c050c3598aff,prod_19e2df64c71dddc8
a7ff55r3_8542cc4f2f7321a0,sg_b33c31e8dd60aa0e,"Mul(ZScore(Mean(taker_buy_quote_volume,4)),Sign(Delta(open_interest_last,4)))",L2_repaired_typed_interaction,role_mixed_allowed,taker_flow_like|open_interest_like,gated_sign,skel_bcb165b7818f5d85,prod_2ed03ec03873c22f
a7ff55r3_ebb25726d8faa2e5,sg_11854aec9b3d54a2,"Mean(Mul(ZScore(Mean(taker_buy_quote_volume,4)),Delta(open_interest_last,4)),4)",L2_repaired_typed_interaction,role_mixed_allowed,taker_flow_like|open_interest_like,smooth_mul,skel_5e59fd0ac881977f,prod_24ebc09d2141642c
a7ff55r3_af486088d72ea0a6,sg_a715030670ddb334,"SafeDiv(ZScore(Mean(taker_buy_quote_volume,4)),Abs(Delta(open_interest_last,4)))",L2_repaired_typed_interaction,role_mixed_allowed,taker_flow_like|open_interest_like,safe_div_abs,skel_bcb165b7818f5d85,prod_5a4a9222e4f24d86
a7ff55r3_95e1f9652cb13f2a,sg_14be4835cce9fefe,"Mul(ZScore(ZScore(Mean(taker_buy_quote_volume,4))),Delta(Mean(open_interest_last,4),24))",L2_repaired_typed_interaction,role_mixed_allowed,taker_flow_like|open_interest_like,flow_x_leverage,skel_25002b82f6391056,prod_fcc056819f400973
a7ff55r3_029012c77685a6b6,sg_3a2100781f2ae464,"Mul(Delta(ZScore(Mean(taker_buy_quote_volume,4)),4),ZScore(Mean(open_interest_last,4)))",L2_repaired_typed_interaction,role_mixed_allowed,taker_flow_like|open_interest_like,relative_shock,skel_23c5c050c3598aff,prod_18064335888c9745
a7ff55r3_6aa2ce07d1b69820,sg_e858903d905e7665,"Mul(ZScore(Mean(taker_buy_quote_volume,4)),Sign(Mean(open_interest_last,4)))",L2_repaired_typed_interaction,role_mixed_allowed,taker_flow_like|open_interest_like,gated_sign,skel_bcb165b7818f5d85,prod_46bb7dc31d6e64c9
a7ff55r3_25791535851c96df,sg_a7bce30cd040fdad,"Mean(Mul(ZScore(Mean(taker_buy_quote_volume,4)),Mean(open_interest_last,4)),4)",L2_repaired_typed_interaction,role_mixed_allowed,taker_flow_like|open_interest_like,smooth_mul,skel_5e59fd0ac881977f,prod_92af730a95ef0464
a7ff55r3_9844567b67f489a5,sg_a9e5094f5c232dba,"SafeDiv(ZScore(Mean(taker_buy_quote_volume,4)),Abs(Mean(open_interest_last,4)))",L2_repaired_typed_interaction,role_mixed_allowed,taker_flow_like|open_interest_like,safe_div_abs,skel_bcb165b7818f5d85,prod_84e931a79fdbef32
a7ff55r3_0af4223e19944a71,sg_1ae0e5a557c44c74,"Mul(ZScore(ZScore(Mean(taker_buy_quote_volume,4))),Delta(ZScore(Mean(open_interest_last,4)),24))",L2_repaired_typed_interaction,role_mixed_allowed,taker_flow_like|open_interest_like,flow_x_leverage,skel_1e30564263cd3636,prod_e963e534ced37cd7
a7ff55r3_53b8ae096838465c,sg_5c18baedc87c182d,"Mul(Delta(ZScore(Mean(taker_buy_quote_volume,4)),4),ZScore(ZScore(Mean(open_interest_last,4))))",L2_repaired_typed_interaction,role_mixed_allowed,taker_flow_like|open_interest_like,relative_shock,skel_c320d7f96b8335ec,prod_0c6a6040a3fcc56b
a7ff55r3_51aba70b22d114bc,sg_570cd15488c2351e,"Mul(ZScore(Mean(taker_buy_quote_volume,4)),Sign(ZScore(Mean(open_interest_last,4))))",L2_repaired_typed_interaction,role_mixed_allowed,taker_flow_like|open_interest_like,gated_sign,skel_af8c1327eb17d836,prod_bbbddbe9a8a5db7a
a7ff55r3_6d09e9650502d8cc,sg_1f97da68d8cbe689,"Mean(Mul(ZScore(Mean(taker_buy_quote_volume,4)),ZScore(Mean(open_interest_last,4))),4)",L2_repaired_typed_interaction,role_mixed_allowed,taker_flow_like|open_interest_like,smooth_mul,skel_23144da521f368b4,prod_213f4153a2f68461
a7ff55r3_e0ad3ce0c3244336,sg_cfc760ba026e2f32,"SafeDiv(ZScore(Mean(taker_buy_quote_volume,4)),Abs(ZScore(Mean(open_interest_last,4))))",L2_repaired_typed_interaction,role_mixed_allowed,taker_flow_like|open_interest_like,safe_div_abs,skel_af8c1327eb17d836,prod_1b1a06ec72e7e775
a7ff55r3_8e2106ef8fba234d,sg_9480f5269536c430,"Mul(ZScore(ZScore(Mean(taker_buy_quote_volume,4))),Delta(Delta(open_interest_last,8),24))",L2_repaired_typed_interaction,role_mixed_allowed,taker_flow_like|open_interest_like,flow_x_leverage,skel_25002b82f6391056,prod_5b26afbaa67bdb78
a7ff55r3_5be6c07e57cee3eb,sg_eda00b2a34d941fb,"Mul(Delta(ZScore(Mean(taker_buy_quote_volume,4)),4),ZScore(Delta(open_interest_last,8)))",L2_repaired_typed_interaction,role_mixed_allowed,taker_flow_like|open_interest_like,relative_shock,skel_23c5c050c3598aff,prod_17893f8e0f693d3e
a7ff55r3_41007b9ab5b2eb31,sg_5f1a3f9fb781b0c6,"Mul(ZScore(Mean(taker_buy_quote_volume,4)),Sign(Delta(open_interest_last,8)))",L2_repaired_typed_interaction,role_mixed_allowed,taker_flow_like|open_interest_like,gated_sign,skel_bcb165b7818f5d85,prod_fe9580102362f214
a7ff55r3_7492abad113ae3ba,sg_90c9245db8f6f376,"Mean(Mul(ZScore(Mean(taker_buy_quote_volume,4)),Delta(open_interest_last,8)),4)",L2_repaired_typed_interaction,role_mixed_allowed,taker_flow_like|open_interest_like,smooth_mul,skel_5e59fd0ac881977f,prod_24d96e9b919ef10d
a7ff55r3_36ae4e796b7d6bd0,sg_457b48d1d0d9440f,"SafeDiv(ZScore(Mean(taker_buy_quote_volume,4)),Abs(Delta(open_interest_last,8)))",L2_repaired_typed_interaction,role_mixed_allowed,taker_flow_like|open_interest_like,safe_div_abs,skel_bcb165b7818f5d85,prod_01c50294bfcc4b1a
a7ff55r3_f5264006eabdaad2,sg_83cd5e2395354867,"Mul(ZScore(ZScore(Mean(taker_buy_quote_volume,4))),Delta(Mean(open_interest_last,8),24))",L2_repaired_typed_interaction,role_mixed_allowed,taker_flow_like|open_interest_like,flow_x_leverage,skel_25002b82f6391056,prod_5b12c50a0e74c80f
a7ff55r3_aec14a60b2ce0c61,sg_2894d31c3504e389,"Mul(Delta(ZScore(Mean(taker_buy_quote_volume,4)),4),ZScore(Mean(open_interest_last,8)))",L2_repaired_typed_interaction,role_mixed_allowed,taker_flow_like|open_interest_like,relative_shock,skel_23c5c050c3598aff,prod_80ea2026912683be
a7ff55r3_82cecddea91be0f3,sg_cf263d7d3db09d97,"Mul(ZScore(Mean(taker_buy_quote_volume,4)),Sign(Mean(open_interest_last,8)))",L2_repaired_typed_interaction,role_mixed_allowed,taker_flow_like|open_interest_like,gated_sign,skel_bcb165b7818f5d85,prod_c12a9d4bfc70dcad
a7ff55r3_5fdd215913c147ed,sg_a75913776007b7f4,"Mean(Mul(ZScore(Mean(taker_buy_quote_volume,4)),Mean(open_interest_last,8)),4)",L2_repaired_typed_interaction,role_mixed_allowed,taker_flow_like|open_interest_like,smooth_mul,skel_5e59fd0ac881977f,prod_437fbae7f07b32fb
a7ff55r3_fcd7507590dcd49e,sg_88fe675530882a0d,"SafeDiv(ZScore(Mean(taker_buy_quote_volume,4)),Abs(Mean(open_interest_last,8)))",L2_repaired_typed_interaction,role_mixed_allowed,taker_flow_like|open_interest_like,safe_div_abs,skel_bcb165b7818f5d85,prod_62b4e9e13783f677
a7ff55r3_79493ae8a4e969a4,sg_425f27d139de3a80,"Mul(ZScore(ZScore(Mean(taker_buy_quote_volume,4))),Delta(ZScore(Mean(open_interest_last,8)),24))",L2_repaired_typed_interaction,role_mixed_allowed,taker_flow_like|open_interest_like,flow_x_leverage,skel_1e30564263cd3636,prod_7cc8958c7819fa8a
a7ff55r3_3bc8449e250f25b0,sg_66b91c5a8afafa36,"Mul(Delta(ZScore(Mean(taker_buy_quote_volume,4)),4),ZScore(ZScore(Mean(open_interest_last,8))))",L2_repaired_typed_interaction,role_mixed_allowed,taker_flow_like|open_interest_like,relative_shock,skel_c320d7f96b8335ec,prod_a65c15539db432c9
a7ff55r3_c539f89b24f0d217,sg_2964e8478e91e867,"Mul(ZScore(Mean(taker_buy_quote_volume,4)),Sign(ZScore(Mean(open_interest_last,8))))",L2_repaired_typed_interaction,role_mixed_allowed,taker_flow_like|open_interest_like,gated_sign,skel_af8c1327eb17d836,prod_836a66f9226c4d6c
a7ff55r3_6918de9ce8a8ff5e,sg_8ad1f40c9dc6727a,"Mean(Mul(ZScore(Mean(taker_buy_quote_volume,4)),ZScore(Mean(open_interest_last,8))),4)",L2_repaired_typed_interaction,role_mixed_allowed,taker_flow_like|open_interest_like,smooth_mul,skel_23144da521f368b4,prod_007d9619b353adef
a7ff55r3_5acf569cbbbe6be1,sg_f58bee98c99023c6,"SafeDiv(ZScore(Mean(taker_buy_quote_volume,4)),Abs(ZScore(Mean(open_interest_last,8))))",L2_repaired_typed_interaction,role_mixed_allowed,taker_flow_like|open_interest_like,safe_div_abs,skel_af8c1327eb17d836,prod_816169240a27107d
a7ff55r3_21b7d87ce56144f3,sg_8930b5a23d503021,"Mul(ZScore(ZScore(Mean(taker_buy_quote_volume,4))),Delta(Delta(open_interest_last,24),24))",L2_repaired_typed_interaction,role_mixed_allowed,taker_flow_like|open_interest_like,flow_x_leverage,skel_25002b82f6391056,prod_b8f1faca9d2d1bd9
a7ff55r3_73c554bd5c20ad92,sg_94add24153542b84,"Mul(Delta(ZScore(Mean(taker_buy_quote_volume,4)),4),ZScore(Delta(open_interest_last,24)))",L2_repaired_typed_interaction,role_mixed_allowed,taker_flow_like|open_interest_like,relative_shock,skel_23c5c050c3598aff,prod_278b78e279016153
a7ff55r3_40d29a8b43c6bd77,sg_539e58432f389eb8,"Mul(ZScore(Mean(taker_buy_quote_volume,4)),Sign(Delta(open_interest_last,24)))",L2_repaired_typed_interaction,role_mixed_allowed,taker_flow_like|open_interest_like,gated_sign,skel_bcb165b7818f5d85,prod_6a0451b3b0eccd0c
a7ff55r3_0dc2abbea6c1c195,sg_4c6b749ce50dea8a,"Mean(Mul(ZScore(Mean(taker_buy_quote_volume,4)),Delta(open_interest_last,24)),4)",L2_repaired_typed_interaction,role_mixed_allowed,taker_flow_like|open_interest_like,smooth_mul,skel_5e59fd0ac881977f,prod_c2c59a00acc39106
a7ff55r3_a13889bd12221f00,sg_6ab25429da7ed888,"SafeDiv(ZScore(Mean(taker_buy_quote_volume,4)),Abs(Delta(open_interest_last,24)))",L2_repaired_typed_interaction,role_mixed_allowed,taker_flow_like|open_interest_like,safe_div_abs,skel_bcb165b7818f5d85,prod_f3e17db86506c7f3
a7ff55r3_2314adfe5e1f34f0,sg_0c203276a1f67762,"Mul(ZScore(ZScore(Mean(taker_buy_quote_volume,4))),Delta(Mean(open_interest_last,24),24))",L2_repaired_typed_interaction,role_mixed_allowed,taker_flow_like|open_interest_like,flow_x_leverage,skel_25002b82f6391056,prod_e8da5dfeeac42c67
a7ff55r3_f81390a53590cf1e,sg_6643fd979ffa0acc,"Mul(Delta(ZScore(Mean(taker_buy_quote_volume,4)),4),ZScore(Mean(open_interest_last,24)))",L2_repaired_typed_interaction,role_mixed_allowed,taker_flow_like|open_interest_like,relative_shock,skel_23c5c050c3598aff,prod_f04e74dce88da63d
a7ff55r3_9bcff564ec60cda5,sg_489afd78875d5ae7,"Mul(ZScore(Mean(taker_buy_quote_volume,4)),Sign(Mean(open_interest_last,24)))",L2_repaired_typed_interaction,role_mixed_allowed,taker_flow_like|open_interest_like,gated_sign,skel_bcb165b7818f5d85,prod_a45c3eb4e9db4fc6
a7ff55r3_980b0a94d9ec983b,sg_c3ae2b1c842aea9c,"Mean(Mul(ZScore(Mean(taker_buy_quote_volume,4)),Mean(open_interest_last,24)),4)",L2_repaired_typed_interaction,role_mixed_allowed,taker_flow_like|open_interest_like,smooth_mul,skel_5e59fd0ac881977f,prod_fcfe25e2dd2c918a
a7ff55r3_e107da059978018e,sg_3ff50f195653a292,"SafeDiv(ZScore(Mean(taker_buy_quote_volume,4)),Abs(Mean(open_interest_last,24)))",L2_repaired_typed_interaction,role_mixed_allowed,taker_flow_like|open_interest_like,safe_div_abs,skel_bcb165b7818f5d85,prod_7c3ce3ebe3a24a2b
a7ff55r3_f3e58ae9737e6ef6,sg_87a345f27d2ed3c3,"Mul(ZScore(ZScore(Mean(taker_buy_quote_volume,4))),Delta(ZScore(Mean(open_interest_last,24)),24))",L2_repaired_typed_interaction,role_mixed_allowed,taker_flow_like|open_interest_like,flow_x_leverage,skel_1e30564263cd3636,prod_a6a95c9e5ec5a351
a7ff55r3_e5a11cb221e4fbab,sg_ec7743c4e9199624,"Mul(Delta(ZScore(Mean(taker_buy_quote_volume,4)),4),ZScore(ZScore(Mean(open_interest_last,24))))",L2_repaired_typed_interaction,role_mixed_allowed,taker_flow_like|open_interest_like,relative_shock,skel_c320d7f96b8335ec,prod_9d2a7e9e743e2dc5
a7ff55r3_e8f995674cdd8339,sg_931a6097bf72d8df,"Mul(ZScore(Mean(taker_buy_quote_volume,4)),Sign(ZScore(Mean(open_interest_last,24))))",L2_repaired_typed_interaction,role_mixed_allowed,taker_flow_like|open_interest_like,gated_sign,skel_af8c1327eb17d836,prod_1eb4d91fa2ef5860
a7ff55r3_182731974f2356b0,sg_0734e8ef81762e3f,"Mean(Mul(ZScore(Mean(taker_buy_quote_volume,4)),ZScore(Mean(open_interest_last,24))),4)",L2_repaired_typed_interaction,role_mixed_allowed,taker_flow_like|open_interest_like,smooth_mul,skel_23144da521f368b4,prod_7c7cc276bb22a111
a7ff55r3_570fbc25ea57790e,sg_ac3ecb32b819f4cd,"SafeDiv(ZScore(Mean(taker_buy_quote_volume,4)),Abs(ZScore(Mean(open_interest_last,24))))",L2_repaired_typed_interaction,role_mixed_allowed,taker_flow_like|open_interest_like,safe_div_abs,skel_af8c1327eb17d836,prod_57eba7e9c2436182
a7ff55r3_641ec9c8a6118808,sg_293db0fb9f4ae57d,"Mul(ZScore(Delta(taker_buy_quote_volume,8)),Delta(open_interest_last,24))",L2_repaired_typed_interaction,role_mixed_allowed,taker_flow_like|open_interest_like,flow_x_leverage,skel_eaa129218e1e1a2f,prod_3b219c46245ebb90
a7ff55r3_8cbcf8cd92324580,sg_bc4c5f73788da3b2,"Mul(Delta(Delta(taker_buy_quote_volume,8),4),ZScore(open_interest_last))",L2_repaired_typed_interaction,role_mixed_allowed,taker_flow_like|open_interest_like,relative_shock,skel_7d94a0d0fbd53a81,prod_9fe898375da9619e
a7ff55r3_bd57c3626412e9d2,sg_9c12c4a94aa91f76,"Mul(Delta(taker_buy_quote_volume,8),Sign(open_interest_last))",L2_repaired_typed_interaction,role_mixed_allowed,taker_flow_like|open_interest_like,gated_sign,skel_136259b72205469f,prod_1d63162c047f664d
a7ff55r3_8a0d0255573858e3,sg_0aa5d7215d6c9abf,"Mean(Mul(Delta(taker_buy_quote_volume,8),open_interest_last),4)",L2_repaired_typed_interaction,role_mixed_allowed,taker_flow_like|open_interest_like,smooth_mul,skel_8184698cb7b24c02,prod_7f0b16e004b19433
a7ff55r3_89c7137197c1f7d9,sg_b0d939fa384a5ec4,"SafeDiv(Delta(taker_buy_quote_volume,8),Abs(open_interest_last))",L2_repaired_typed_interaction,role_mixed_allowed,taker_flow_like|open_interest_like,safe_div_abs,skel_136259b72205469f,prod_b8e967bb3028d9b5
a7ff55r3_650c0aae64667e48,sg_65f8fc71413c8991,"Mul(ZScore(Delta(taker_buy_quote_volume,8)),Delta(Delta(open_interest_last,4),24))",L2_repaired_typed_interaction,role_mixed_allowed,taker_flow_like|open_interest_like,flow_x_leverage,skel_3820609b876fcdcb,prod_a669348acb74c2b1
a7ff55r3_518a948646bb6170,sg_8fc3023367d12212,"Mul(Delta(Delta(taker_buy_quote_volume,8),4),ZScore(Delta(open_interest_last,4)))",L2_repaired_typed_interaction,role_mixed_allowed,taker_flow_like|open_interest_like,relative_shock,skel_effc632350c0cac6,prod_5b25043a4eb0867d
a7ff55r3_a9d3daed3c54b683,sg_c2329ff67e30f1a4,"Mul(Delta(taker_buy_quote_volume,8),Sign(Delta(open_interest_last,4)))",L2_repaired_typed_interaction,role_mixed_allowed,taker_flow_like|open_interest_like,gated_sign,skel_3afee12eb6a9078f,prod_5945d0b696238e83
a7ff55r3_13478d4554753e78,sg_1d76ec229a933419,"Mean(Mul(Delta(taker_buy_quote_volume,8),Delta(open_interest_last,4)),4)",L2_repaired_typed_interaction,role_mixed_allowed,taker_flow_like|open_interest_like,smooth_mul,skel_8a80c8785bbf365b,prod_725d643e30551be6
a7ff55r3_562f38ca94db5b9c,sg_26c96de370363d60,"SafeDiv(Delta(taker_buy_quote_volume,8),Abs(Delta(open_interest_last,4)))",L2_repaired_typed_interaction,role_mixed_allowed,taker_flow_like|open_interest_like,safe_div_abs,skel_3afee12eb6a9078f,prod_2b368a211782f3db
a7ff55r3_a3157cb8f315b25e,sg_3a0ab041a4cbb45f,"Mul(ZScore(Delta(taker_buy_quote_volume,8)),Delta(Mean(open_interest_last,4),24))",L2_repaired_typed_interaction,role_mixed_allowed,taker_flow_like|open_interest_like,flow_x_leverage,skel_3820609b876fcdcb,prod_dbdf4ce44b91a7cf
a7ff55r3_4be61c7e7c9fadd1,sg_b2be72fa9fce2c5a,"Mul(Delta(Delta(taker_buy_quote_volume,8),4),ZScore(Mean(open_interest_last,4)))",L2_repaired_typed_interaction,role_mixed_allowed,taker_flow_like|open_interest_like,relative_shock,skel_effc632350c0cac6,prod_523dcd0c31e69d45
a7ff55r3_0aa9f99a4d2009c7,sg_e9eb068388047a22,"Mul(Delta(taker_buy_quote_volume,8),Sign(Mean(open_interest_last,4)))",L2_repaired_typed_interaction,role_mixed_allowed,taker_flow_like|open_interest_like,gated_sign,skel_3afee12eb6a9078f,prod_f0d67f9587b966b1
a7ff55r3_4d33fe76d5b1088c,sg_3d5909fd3cff0039,"Mean(Mul(Delta(taker_buy_quote_volume,8),Mean(open_interest_last,4)),4)",L2_repaired_typed_interaction,role_mixed_allowed,taker_flow_like|open_interest_like,smooth_mul,skel_8a80c8785bbf365b,prod_07f57d0e716a4f30
a7ff55r3_c70767d9fab8ec23,sg_2ac6dce2a486fbbf,"SafeDiv(Delta(taker_buy_quote_volume,8),Abs(Mean(open_interest_last,4)))",L2_repaired_typed_interaction,role_mixed_allowed,taker_flow_like|open_interest_like,safe_div_abs,skel_3afee12eb6a9078f,prod_161489a18533f886
a7ff55r3_e82bbd0f912bd6dc,sg_b78c3c68f1000390,"Mul(ZScore(Delta(taker_buy_quote_volume,8)),Delta(ZScore(Mean(open_interest_last,4)),24))",L2_repaired_typed_interaction,role_mixed_allowed,taker_flow_like|open_interest_like,flow_x_leverage,skel_1a10f276772d38a3,prod_ddda4ce672c00158
a7ff55r3_d45292d437032804,sg_bfc9887a826c6d99,"Mul(Delta(Delta(taker_buy_quote_volume,8),4),ZScore(ZScore(Mean(open_interest_last,4))))",L2_repaired_typed_interaction,role_mixed_allowed,taker_flow_like|open_interest_like,relative_shock,skel_f89a6e67ef647a58,prod_b0e66df7faf82e5c
a7ff55r3_fc2c562ec3765c70,sg_9e6d3e2744dd425f,"Mul(Delta(taker_buy_quote_volume,8),Sign(ZScore(Mean(open_interest_last,4))))",L2_repaired_typed_interaction,role_mixed_allowed,taker_flow_like|open_interest_like,gated_sign,skel_156d0fafafecde17,prod_331a2aeee3994e6c
a7ff55r3_ca98945be7e602e1,sg_ff37212d2d17cad8,"Mean(Mul(Delta(taker_buy_quote_volume,8),ZScore(Mean(open_interest_last,4))),4)",L2_repaired_typed_interaction,role_mixed_allowed,taker_flow_like|open_interest_like,smooth_mul,skel_bb02868db9f6b779,prod_d7375a08674dec42
a7ff55r3_97c8951ab048a437,sg_6f666f2b65a36145,"SafeDiv(Delta(taker_buy_quote_volume,8),Abs(ZScore(Mean(open_interest_last,4))))",L2_repaired_typed_interaction,role_mixed_allowed,taker_flow_like|open_interest_like,safe_div_abs,skel_156d0fafafecde17,prod_e5d549622c0b9728
a7ff55r3_42fa5d3ec9b22c35,sg_ed6549053e68a521,"Mul(ZScore(Delta(taker_buy_quote_volume,8)),Delta(Delta(open_interest_last,8),24))",L2_repaired_typed_interaction,role_mixed_allowed,taker_flow_like|open_interest_like,flow_x_leverage,skel_3820609b876fcdcb,prod_1e782987e1dc9c96
a7ff55r3_85d45fb9bf9cee12,sg_8b6e5ca4db5fb82b,"Mul(Delta(Delta(taker_buy_quote_volume,8),4),ZScore(Delta(open_interest_last,8)))",L2_repaired_typed_interaction,role_mixed_allowed,taker_flow_like|open_interest_like,relative_shock,skel_effc632350c0cac6,prod_882e7348b9eda1f2
a7ff55r3_bff0031956354d71,sg_7fa442baf6052911,"Mul(Delta(taker_buy_quote_volume,8),Sign(Delta(open_interest_last,8)))",L2_repaired_typed_interaction,role_mixed_allowed,taker_flow_like|open_interest_like,gated_sign,skel_3afee12eb6a9078f,prod_18a8cdd217be9280
a7ff55r3_d14fd855bfa28f45,sg_e1f8774a9f5db3c7,"Mean(Mul(Delta(taker_buy_quote_volume,8),Delta(open_interest_last,8)),4)",L2_repaired_typed_interaction,role_mixed_allowed,taker_flow_like|open_interest_like,smooth_mul,skel_8a80c8785bbf365b,prod_d9750b38f2a3db1f
a7ff55r3_29b45c1b57b38c76,sg_3bceba66448a8f05,"SafeDiv(Delta(taker_buy_quote_volume,8),Abs(Delta(open_interest_last,8)))",L2_repaired_typed_interaction,role_mixed_allowed,taker_flow_like|open_interest_like,safe_div_abs,skel_3afee12eb6a9078f,prod_16e7cecb3124857d
a7ff55r3_669dccb7a4e3ba70,sg_f8c0fd11c28ada2c,"Mul(ZScore(Delta(taker_buy_quote_volume,8)),Delta(Mean(open_interest_last,8),24))",L2_repaired_typed_interaction,role_mixed_allowed,taker_flow_like|open_interest_like,flow_x_leverage,skel_3820609b876fcdcb,prod_efc4a1a4a9f8581a
a7ff55r3_6bb0cbfda0d41248,sg_bbc508600213a6a8,"Mul(Delta(Delta(taker_buy_quote_volume,8),4),ZScore(Mean(open_interest_last,8)))",L2_repaired_typed_interaction,role_mixed_allowed,taker_flow_like|open_interest_like,relative_shock,skel_effc632350c0cac6,prod_496097a370af2de3
a7ff55r3_acb39177d1389d10,sg_ff2e9f7833ece72b,"Mul(Delta(taker_buy_quote_volume,8),Sign(Mean(open_interest_last,8)))",L2_repaired_typed_interaction,role_mixed_allowed,taker_flow_like|open_interest_like,gated_sign,skel_3afee12eb6a9078f,prod_7fa171ddd32fc4f7
a7ff55r3_060faa3033e368b4,sg_85717583033bafe5,"Mean(Mul(Delta(taker_buy_quote_volume,8),Mean(open_interest_last,8)),4)",L2_repaired_typed_interaction,role_mixed_allowed,taker_flow_like|open_interest_like,smooth_mul,skel_8a80c8785bbf365b,prod_657d32765a952113
a7ff55r3_f6e7d04be62505cf,sg_4850c9f81ae62266,"SafeDiv(Delta(taker_buy_quote_volume,8),Abs(Mean(open_interest_last,8)))",L2_repaired_typed_interaction,role_mixed_allowed,taker_flow_like|open_interest_like,safe_div_abs,skel_3afee12eb6a9078f,prod_67bf6ce22939a079
a7ff55r3_453c5199647488d7,sg_f5942f70bf90d862,"Mul(ZScore(Delta(taker_buy_quote_volume,8)),Delta(ZScore(Mean(open_interest_last,8)),24))",L2_repaired_typed_interaction,role_mixed_allowed,taker_flow_like|open_interest_like,flow_x_leverage,skel_1a10f276772d38a3,prod_9c0b25cc64613fd6
a7ff55r3_2cfe14c750b8c6fe,sg_c49736c19d6a6fa1,"Mul(Delta(Delta(taker_buy_quote_volume,8),4),ZScore(ZScore(Mean(open_interest_last,8))))",L2_repaired_typed_interaction,role_mixed_allowed,taker_flow_like|open_interest_like,relative_shock,skel_f89a6e67ef647a58,prod_cd2d646a7b28f3d5
a7ff55r3_f402dfffd0873934,sg_58016659681affc1,"Mul(Delta(taker_buy_quote_volume,8),Sign(ZScore(Mean(open_interest_last,8))))",L2_repaired_typed_interaction,role_mixed_allowed,taker_flow_like|open_interest_like,gated_sign,skel_156d0fafafecde17,prod_ce677ff500c11f26
a7ff55r3_ef5aedce87a10845,sg_8d0376b233fccf72,"Mean(Mul(Delta(taker_buy_quote_volume,8),ZScore(Mean(open_interest_last,8))),4)",L2_repaired_typed_interaction,role_mixed_allowed,taker_flow_like|open_interest_like,smooth_mul,skel_bb02868db9f6b779,prod_1202ad5bd874e2bd
a7ff55r3_2456cd6f2b14d71d,sg_599febea48b41011,"SafeDiv(Delta(taker_buy_quote_volume,8),Abs(ZScore(Mean(open_interest_last,8))))",L2_repaired_typed_interaction,role_mixed_allowed,taker_flow_like|open_interest_like,safe_div_abs,skel_156d0fafafecde17,prod_4ac2f7188b5ccb6e
a7ff55r3_1a0a562ce61ba0bd,sg_270f99b039103c3a,"Mul(ZScore(Delta(taker_buy_quote_volume,8)),Delta(Delta(open_interest_last,24),24))",L2_repaired_typed_interaction,role_mixed_allowed,taker_flow_like|open_interest_like,flow_x_leverage,skel_3820609b876fcdcb,prod_53ece3b4ef447abb
a7ff55r3_b9ad33eec22e4541,sg_9f7b15ff761f966b,"Mul(Delta(Delta(taker_buy_quote_volume,8),4),ZScore(Delta(open_interest_last,24)))",L2_repaired_typed_interaction,role_mixed_allowed,taker_flow_like|open_interest_like,relative_shock,skel_effc632350c0cac6,prod_8335cee75fc8695d
a7ff55r3_2583088ea2e4de93,sg_b99c040c5c606b7e,"Mul(Delta(taker_buy_quote_volume,8),Sign(Delta(open_interest_last,24)))",L2_repaired_typed_interaction,role_mixed_allowed,taker_flow_like|open_interest_like,gated_sign,skel_3afee12eb6a9078f,prod_e3d9f082a51258d3
a7ff55r3_6d9e5ba393a9e2ca,sg_0aaf3b0978a62f7c,"Mean(Mul(Delta(taker_buy_quote_volume,8),Delta(open_interest_last,24)),4)",L2_repaired_typed_interaction,role_mixed_allowed,taker_flow_like|open_interest_like,smooth_mul,skel_8a80c8785bbf365b,prod_478965b509491fbe
a7ff55r3_acaf5d90e3c74a28,sg_091cf06269fb71d5,"SafeDiv(Delta(taker_buy_quote_volume,8),Abs(Delta(open_interest_last,24)))",L2_repaired_typed_interaction,role_mixed_allowed,taker_flow_like|open_interest_like,safe_div_abs,skel_3afee12eb6a9078f,prod_3d5b33ddedba67b0
a7ff55r3_e1f5ae75ac288da8,sg_dbce10059860ac8c,"Mul(ZScore(Delta(taker_buy_quote_volume,8)),Delta(Mean(open_interest_last,24),24))",L2_repaired_typed_interaction,role_mixed_allowed,taker_flow_like|open_interest_like,flow_x_leverage,skel_3820609b876fcdcb,prod_b31f8a5226e358fb
